상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
방화동로5길,1695,1014,681,69,412,363,264,396,191
백범로16길,64696,35190,29506,7378,22174,9982,9931,9088,6143
백범로25길,61650,31673,29977,4593,11541,14657,12963,10276,7621
백범로26길,6068,3159,2909,1226,1162,1289,1047,831,512
백범로77길,17876,9582,8294,778,4645,4752,3379,2082,2242
백범로87길,21466,11174,10293,392,5254,6461,4497,2744,2119
백범로90다길,76522,40949,35573,2702,19361,23804,13941,9474,7241
백범로90라길,16001,8347,7654,278,3956,4918,3216,2076,1557
백석동길,3274,1061,2213,6,664,511,456,696,941
백제고분로12길,14270,6777,7493,369,2653,3331,2270,2788,2859
백제고분로18길,16274,9367,6908,123,5172,4754,1944,2825,1455
백제고분로19길,106556,53326,53230,7459,23911,25344,18443,16574,14824
백제고분로21길,77984,37382,40602,7141,16393,19512,14154,11565,9218
백제고분로27길,157233,76140,81093,10020,33319,41544,28601,23851,19897
백제고분로31길,67470,32567,34903,3068,15619,18115,11909,10041,8719
백제고분로32길,168282,88052,80230,7808,37761,43892,31206,24624,22991
백제고분로34길,57026,30976,26050,1594,12148,15334,9713,9977,8260
백제고분로39길,77845,36775,41070,1592,18036,20403,12750,12841,12223
백제고분로40길,135402,68531,66872,7101,27293,31305,23244,25649,20810
백제고분로41길,135712,64615,71097,4425,38719,35442,19593,20805,16728
백제고분로42길,80014,37242,42772,5346,16929,16386,13054,14968,13331
백제고분로45길,78906,36603,42303,1064,23077,21714,11686,11997,9367
백제고분로46길,60809,29633,31176,4112,13225,12748,9666,11593,9466
백제고분로50길,69382,34214,35168,4538,13644,16858,12169,11961,10212
범안로17길,43499,26229,17270,1513,8565,9959,8532,9484,5446
법원단지5길,19964,9877,10088,1845,3381,3597,3925,4004,3212
법원단지길,131993,66755,65239,10072,24889,24633,23965,26099,22334
보국문로11길,32100,18608,13492,3921,11696,4374,3984,4276,3848
보국문로16길,35623,17924,17699,4714,11464,4983,5250,4547,4665
보국문로18길,34663,18255,16407,3903,8686,5624,5947,5174,5328
보국문로8길,25019,13898,11121,2282,6723,3366,4617,4468,3564
보라매로2길,34681,17359,17322,1849,8608,8270,6589,4717,4647
보문로13다길,86091,44417,41674,6504,24956,16100,13173,13594,11764
보문로19길,34714,18180,16534,1590,10334,6231,5529,5966,5064
보문로23길,41132,20695,20437,1828,11073,8370,6969,7568,5324
보문로29다길,28039,13205,14834,3696,6661,5045,5439,3915,3283
보문로30가길,133559,55270,78289,16951,68655,20772,11809,9711,5661
보문로34길,91445,35547,55899,11378,44967,14252,9004,7015,4828
보문로34나길,106784,35473,71312,16428,54884,13120,9229,7735,5388
보문로37길,22976,11330,11646,1455,6708,4382,3853,3671,2906
보문로3길,21829,11810,10020,1090,5031,4460,3766,4175,3308
복은길,47737,28278,19459,1675,18241,9978,6341,5866,5636
봉우재로14길,24873,12649,12224,2135,4332,4372,4829,4746,4459
봉우재로28길,29045,15346,13700,400,6037,5875,5389,6673,4672
봉우재로33길,58126,29651,28474,663,12514,12425,11066,12012,9446
봉우재로70길,55861,26663,29198,6182,9666,9315,9312,12444,8942
봉천로13길,15215,7441,7774,489,4759,4568,2147,1575,1678
봉천로23길,26942,13953,12989,474,8929,5743,4406,4182,3208
봉천로23나길,49974,26498,23476,1159,13222,10651,8153,8988,7801
봉천로30길,13204,6590,6614,918,3240,2411,2217,2211,2208
봉천로31길,49115,25068,24048,2980,11333,10339,7510,8588,8365
봉천로33길,22417,10940,11477,1171,5253,5163,3652,3595,3584
봉천로6길,53969,26840,27128,1246,21069,13180,7532,5678,5263
봉화산로30길,81151,41424,39727,2602,17046,17437,12394,18570,13102
봉화산로4길,86374,44939,41435,5540,15604,14390,14776,20816,15249
봉화산로56길,72316,36216,36100,6282,14425,13173,13130,14029,11277
부일로15길,13057,7025,6032,606,1701,2912,2963,2280,2596
북아현로12길,27867,12631,15236,3269,8288,3913,4076,4630,3692
북아현로14길,40340,18628,21712,4619,11300,5976,6117,6630,5699
북촌로5가길,26975,12217,14757,1839,6766,6410,5271,4048,2641
북촌로5나길,26671,11735,14936,764,7167,6774,4976,4714,2277
북촌로6길,11728,6035,5694,673,2600,2741,2396,1810,1509
불광로18길,760,385,375,3,64,58,65,287,283
불광로2길,22079,10469,11610,420,3983,4358,4426,4678,4214
사가정로27길,25727,13184,12544,2625,4880,4761,4758,4607,4096
사가정로51길,92029,46456,45574,4090,21495,16669,15241,19017,15517
사근동11길,37614,18351,19263,4020,16886,4814,4261,3812,3819
사근동8가길,24202,11236,12966,4654,11725,2254,2085,1888,1596
사근동8길,16278,8229,8050,2980,7857,1558,1447,1350,1086
사근동길,56795,28754,28040,9306,27734,6276,4916,4787,3775
사당로14가길,23664,11344,12320,1577,5398,5219,3763,3713,3993
사당로16길,147901,71864,76037,9484,34833,32840,23326,23843,23575
사당로17길,68174,32240,35934,4848,15627,13923,11159,11182,11434
사임당로12길,16674,7806,8868,934,5193,3850,2644,2151,1903
사임당로1길,28511,16854,11656,929,7358,7686,5489,4017,3032
사직로12길,13284,6698,6586,666,3454,3205,2666,1989,1305
사직로8길,23431,11775,11656,907,4830,6163,5144,3790,2598
사평대로22길,35088,15707,19380,1714,6005,7776,8991,6142,4461
사평대로28길,20965,10151,10814,941,4243,5007,4798,3357,2619
사평대로2길,32206,16111,16094,2370,6543,7131,7129,4961,4071
사평대로57길,101049,50388,50661,4816,37618,27940,14848,8910,6917
살곶이8길,9516,5402,4114,1142,5642,1368,679,589,96
삼각산로22길,9509,4343,5166,318,1888,1687,1818,1909,1888
삼선교로10길,112358,56977,55381,14954,36467,17936,16814,14835,11351
삼선교로14길,296822,144516,152305,53038,115789,38035,36857,29963,23141
삼선교로23길,89777,44511,45266,5721,26392,17323,15332,13745,11264
삼선교로4길,86229,41357,44871,12957,34597,11157,10915,9636,6968
삼성로100길,44829,25452,19377,1453,10352,13171,10035,5692,4126
삼성로146길,1531,692,840,19,484,427,242,141,217
삼성로64길,53821,28422,25400,9065,7983,8905,13038,8824,6006
삼양로112길,21461,10216,11245,1536,3864,3783,4407,4143,3729
삼양로139길,21938,8433,13505,1665,8768,2231,2874,4225,2174
삼양로144길,15854,3282,12572,3273,8089,931,1251,1374,937
삼양로173길,5336,3420,1916,157,343,375,816,1848,1797
삼양로19길,22178,10146,12032,2822,2713,4580,5492,3022,3550
삼양로20길,42084,20205,21879,4609,6331,7959,8020,7194,7971
삼양로24길,45748,23423,22325,6000,7065,7061,8566,8563,8492
삼양로27길,31749,15560,16188,2924,5312,5239,6275,6028,5971
삼양로32가길,2187,769,1418,254,223,316,489,492,412
삼양로38길,10157,4379,5778,881,1923,1501,1765,2649,1438
삼양로73길,12181,6189,5992,903,2540,1884,2072,2634,2147
삼양로74길,31857,16197,15660,2504,6228,5346,4912,6427,6441
삼양로77가길,10169,4653,5515,421,2675,1250,1611,2688,1524
삼양로8길,18512,8691,9821,2499,3216,3239,3365,3198,2996
삼양로91길,14319,6800,7520,419,2722,2669,2592,2908,3008
삼양로93길,28924,13343,15581,1255,5672,5163,4986,6025,5822
삼양로99길,4401,1976,2424,126,897,749,823,891,916
삼일대로32가길,28412,16328,12085,371,8080,6108,5005,4691,4158
삼일대로32길,44785,25707,19078,716,11694,10103,8205,7522,6545
삼일대로4길,13911,7996,5916,184,3043,3453,3395,2322,1514
삼청로5길,5925,2605,3320,125,1733,1401,1226,995,445
상계로12길,19824,9929,9895,1809,4556,2670,3665,3823,3302
상계로37길,9821,5324,4498,456,1293,1229,2082,2382,2379
상계로9가길,73998,38009,35988,5837,14162,11625,12138,16697,13539
상도로15길,153815,77274,76541,6385,38565,32014,23973,27714,25164
상봉로11길,24485,12064,12421,253,4633,4642,4291,5765,4901
상원10길,11958,6841,5117,295,2752,3065,2255,2102,1489
상원길,105211,60559,44651,2497,26920,30413,21435,15564,8382
상일로5길,14218,8723,5494,2078,2079,2265,3367,3074,1355
새말로16길,69375,35023,34352,2744,19185,17309,11315,10475,8347
새창로33길,26914,16116,10798,599,5047,6356,5539,5035,4339
서강대길,43976,27674,16302,9074,26146,2946,2599,2074,1137
서강로11길,16410,8163,8248,1166,6827,4113,2212,1166,926
서강로20길,108986,55267,53719,9053,49381,18299,12831,11088,8334
서달로14길,65344,31565,33779,3969,16536,11143,11002,11384,11310
서달로15길,100426,53402,47024,16667,48547,10205,8988,8871,7148
서래로5길,52288,25441,26847,3807,8876,11576,13148,8465,6416
서림3길,103687,60486,43201,4007,53710,19695,9054,8689,8533
서순라길,16253,8779,7473,312,4496,4033,2997,2503,1911
서오릉로13길,49447,24369,25078,4856,9493,9465,9328,9310,6995
서오릉로21길,261619,117851,143768,27130,48835,46543,44667,51682,42762
서오릉로7길,12007,5314,6694,135,2553,2887,2239,2341,1853
서오릉로8길,24051,10603,13448,511,4472,6272,4057,5042,3696
서운로11길,31282,16668,14615,1467,6111,7439,6673,5509,4084
서울숲2길,66035,32956,33079,3055,19976,15427,10325,10077,7176
서울시립대로27길,25023,12772,12250,1070,7743,3747,3818,4201,4445
서울시립대로29길,39809,23041,16768,5026,19898,4309,3604,4300,2672
서울시립대로2길,28132,15308,12824,172,6692,7328,5336,4439,4166
서울시립대로5길,3587,2018,1569,42,468,1131,498,565,883
서초대로19길,138916,71142,67774,8823,29897,32396,26831,21214,19756
서초대로1길,139389,69786,69604,8787,38018,27466,21786,22216,21117
서초대로23길,114507,58050,56457,4810,23848,27829,22163,18333,17524
서초대로25길,68297,34388,33909,2785,13798,15757,13567,11585,10805
서초대로26길,33977,16810,17167,1528,8610,8152,5936,4870,4882
서초대로33길,113640,57499,56141,3438,23128,26483,22370,20263,17957
서초대로34길,24341,12736,11605,516,5027,6241,4321,4384,3852
서초대로38길,36155,19359,16797,1044,7809,9106,7560,6152,4485
서초대로4길,46536,21370,25166,4719,9107,9223,8910,8162,6414
서초대로54길,32185,17576,14609,2271,7885,6336,6006,4358,5329
서초대로65길,2553,1231,1322,209,190,557,728,462,406
서초중앙로31길,24140,11672,12467,3052,3001,4876,5657,3989,3565
서초중앙로33길,57390,28339,29051,6788,7662,11747,14147,9232,7816
서해안로24길,2167,951,1216,119,279,543,468,400,359
석계로13길,5172,3584,1588,494,2318,522,541,509,788
석계로18길,24464,13446,11018,2657,7308,3633,3305,3759,3802
석계로7길,32714,17118,15596,2777,8102,5540,5644,5476,5175
석촌호수로18길,118670,61506,57164,3553,30591,30586,20368,18081,15491
선릉로130길,82253,41704,40549,4059,19550,22282,16927,10811,8624
선릉로6길,10464,5449,5016,699,1721,1495,1875,2411,2263
선유로33길,44600,23277,21323,2067,9006,12455,9464,6082,5525
선유로43가길,6169,3536,2633,419,1005,1570,1315,1038,821
선유로9나길,8820,5157,3663,200,1368,2509,2190,1425,1129
선유서로25길,17842,10826,7016,90,3882,5786,3493,2636,1955
성균관로9길,8224,4346,3878,1723,4377,498,937,501,188
성대로1길,24070,11994,12076,805,5936,4917,4165,4240,4005
성덕정11길,33826,17599,16227,780,6058,9445,7619,6441,3483
성덕정19길,41995,23766,18229,1623,8741,9445,7645,9080,5460
성덕정3길,8665,5044,3621,696,1620,1796,1576,1896,1081
성덕정길,110932,63406,47526,3290,21615,22338,20656,26640,16393
성미산로1길,47759,24037,23721,2546,12796,12373,9150,6827,4068
성미산로29길,21994,9814,12180,232,7754,5752,3700,2803,1753
성북로14가길,2861,1519,1342,376,638,590,468,436,354
성북로15길,4704,2104,2600,276,732,999,1077,1042,578
성북로18길,2921,1258,1662,119,408,736,682,658,318
성북로31길,2804,1217,1587,16,328,627,725,643,465
성북로8길,29367,13321,16045,2148,8457,5869,5073,4539,3282
성수이로7가길,32248,19885,12362,1061,7944,8757,6045,5378,3063
성수일로1길,8972,4825,4146,596,1973,2225,1780,1466,933
성수일로4길,27076,16416,10660,895,7509,7677,5001,3800,2194
성안로3길,146022,77433,68589,6837,27064,29349,30322,29789,22661
성암로3길,13296,6895,6401,1278,2747,2982,2786,2225,1278
성지3길,53213,28103,25110,1912,19725,14703,7365,6069,3439
성지길,82132,40731,41401,2907,27477,22284,12480,9914,7071
세검정로1길,24540,11415,13125,1747,3461,4616,5277,4734,4704
세검정로3길,105088,51700,53388,9257,17973,15233,20955,21063,20606
세무서7길,12441,6125,6316,909,2073,1922,2469,2565,2503
세무서길,107341,51732,55609,6619,19465,17796,21086,21274,21102
세종대로2가길,101653,55184,46469,550,20942,30980,25676,15799,7706
소공로3길,24426,11939,12487,1359,4304,5649,5117,4486,3511
소공로6길,5079,2616,2463,198,1160,1409,1000,784,529
소월로20길,41378,20408,20969,2293,10891,10371,6521,6107,5195
소월로2길,17771,9560,8211,98,3941,5409,4080,2655,1588
소월로38가길,2973,1368,1605,0,935,1001,493,298,246
솔매로17길,15342,7933,7409,563,3514,3292,3174,2587,2211
솔매로36길,26412,14162,12250,1407,6993,4068,4789,5782,3373
솔매로43길,66213,32379,33834,3228,14442,11148,10955,14003,12437
솔매로44길,105282,48660,56622,6983,23545,19302,18558,21275,15620
솔매로46길,102991,48798,54193,7282,22134,18669,17918,21026,15961
솔매로50길,184532,77736,106796,15332,38108,37486,33462,34219,25925
솔샘로18길,37360,20238,17122,4062,10170,6020,6067,5578,5463
솔샘로1길,1852,1181,671,66,1068,116,119,196,287
솔샘로47길,59953,29796,30156,5325,10508,9265,11139,11815,11899
솔샘로48길,71615,36132,35483,6623,12784,11307,13342,13640,13919
솔샘로4길,20965,12002,8963,2480,7536,2849,2599,2764,2737
솔샘로64길,38953,19648,19305,3856,6196,6552,6974,8154,7220
솔샘로65길,146565,68940,77626,10672,26756,27079,26008,31145,24906
솔샘로67길,86605,42830,43776,5286,16689,16553,16190,17994,13893
솔샘로68길,36992,18154,18838,2859,6607,6824,6859,7604,6238
송월길,159598,76436,83161,12262,30288,31338,31381,28078,26250
송파대로38길,34186,15182,19005,5388,7482,6755,4715,5555,4291
수색로14길,3457,2414,1043,15,703,428,719,925,666
수색로2길,47192,22466,24726,2604,9661,8941,8177,9375,8434
수유로23길,114407,56039,58368,3609,36180,20661,16222,19061,18674
수유로4길,100619,50680,49939,5143,28551,14607,17191,19122,16005
숭문16길,29516,13020,16496,1538,12007,4569,3383,5568,2451
숭문길,96396,45327,51069,7739,33261,15437,15482,14349,10129
숭인동길,33499,17813,15687,1889,6892,6204,5860,7308,5346
승방길,35358,17516,17841,696,10420,7892,5194,5493,5664
시흥대로102길,17483,10803,6680,113,2741,3288,3493,4795,3051
시흥대로120길,18449,9698,8750,121,4313,3858,3535,3828,2793
시흥대로122길,10144,5815,4329,87,2466,2398,2144,1866,1182
시흥대로128길,9773,5449,4325,109,2245,2228,1964,1905,1322
시흥대로136길,40613,21117,19496,126,7945,8323,7791,9188,7241
시흥대로138길,36848,19960,16889,348,7862,8118,6867,8391,5262
시흥대로141길,27969,17104,10865,125,7550,7237,4710,5004,3344
시흥대로149길,11489,6937,4552,11,3317,2994,1459,2218,1490
시흥대로150길,25833,13609,12223,253,3425,4352,6296,6520,4986
시흥대로151길,31808,19244,12564,203,9499,8460,4784,5435,3426
시흥대로152길,13859,8063,5797,29,2899,3248,2867,2702,2114
시흥대로153길,82082,46596,35486,898,23442,21150,13324,13854,9413
시흥대로160길,30117,16806,13310,453,9050,8215,4811,4544,3044
시흥대로28길,19046,11693,7354,2075,2016,4158,3898,4350,2550
시흥대로40마길,59341,30257,29085,6670,10322,10105,11068,11731,9445
시흥대로47길,31853,16727,15126,3629,5976,6382,5763,5801,4302
시흥대로50길,10096,5124,4972,983,2452,1788,1652,2031,1189
시흥대로68길,97365,51898,45467,4809,19529,17918,17351,21156,16602
시흥대로71길,35930,19313,16617,1786,7536,6601,6287,7740,5980
시흥대로72길,39216,20276,18940,1477,6592,7186,7800,8923,7238
시흥대로88길,27974,14805,13169,264,4148,5849,6149,7024,4541
시흥대로94길,77578,42984,34594,2490,15739,15969,14712,18087,10579
시흥대로96길,12903,7069,5834,361,2658,2703,2475,3096,1609
시흥대로98길,15270,8637,6634,308,2994,3189,2950,3747,2083
신길로23나길,11042,5900,5142,838,1934,2291,1978,2397,1605
신길로34길,16944,9047,7897,880,3555,2762,2667,4052,3028
신길로38길,42312,22112,20200,2356,9070,6205,6807,10192,7681
신길로39길,63959,32769,31190,3274,11974,11595,11323,13920,11873
신길로40길,25481,12806,12674,1152,5250,4181,4735,5571,4591
신길로41길,123314,63961,59352,6519,22935,22047,22801,27174,21837
신길로42가길,131642,66968,64674,6266,21238,23789,26261,29892,24196
신길로60마길,27227,14385,12842,3553,4446,5466,4453,4910,4398
신길로8길,6620,2470,4150,253,1232,1192,1319,1549,1075
신내로17길,642,259,383,12,111,162,158,133,66
신대방1가길,15561,7936,7625,170,4621,3605,2245,2602,2318
신도림로11길,15977,8296,7681,1398,2600,3034,3215,3293,2437
신림동5가길,71228,37741,33487,2455,35894,15957,7072,5625,4225
신림동길,170188,90481,79707,6180,81324,37711,18275,15038,11660
신림로11길,66533,41468,25064,3100,31289,13583,7135,6112,5314
신림로14길,19303,11477,7826,388,11200,3710,1693,1201,1111
신림로17길,118354,74502,43852,5580,59260,22701,12748,10005,8061
신림로23길,115306,73765,41541,6475,52837,26833,13301,8803,7057
신림로28길,20707,12726,7980,219,11449,4634,2137,1362,905
신림로30길,22714,14183,8531,368,12567,4566,2671,1440,1101
신림로32길,24077,14180,9898,1016,8519,5092,3321,3040,3089
신림로38길,37642,21933,15708,1100,13556,8279,5014,5037,4655
신림로3가길,37212,22967,14245,4066,16822,6431,3793,3982,2118
신림로48길,24979,13039,11941,715,8009,5427,3147,3905,3776
신림로58길,36728,19025,17704,886,15837,7031,4529,4688,3757
신림로64길,73944,38369,35575,3594,32727,14967,8457,7602,6597
신림로65길,108308,56649,51658,4501,56594,22691,10529,8427,5565
신림로73길,125565,64409,61155,3011,45853,31543,18253,13904,13001
신목로2길,37457,19020,18437,4650,7079,5400,7503,7536,5288
신목로4길,73588,37290,36298,11516,12734,10061,14864,14585,9829
신목로5길,61203,25555,35648,6265,9083,12781,14708,12110,6255
신반포로15길,20502,8554,11948,3198,2506,3054,5417,3170,3158
신반포로45길,64910,36698,28212,1579,16835,18137,13541,8263,6555
신원로3길,116357,60630,55727,2776,39618,25234,15694,18508,14528
신원로4길,18403,8449,9954,737,6144,4142,1828,3386,2165
신월로15길,18719,9999,8720,761,2603,3452,3773,4446,3685
신월로16길,12360,6748,5612,427,1737,2158,2442,3069,2527
신이문로24길,5937,2943,2994,107,1258,1146,1040,1233,1153
신정중앙로23길,87416,44391,43025,5543,19435,18058,16353,15575,12452
신촌로12길,55562,26568,28995,4300,23551,10654,6576,5713,4768
신촌로1길,86775,39216,47559,4120,38568,18220,10839,8643,6385
신촌로24길,79423,33836,45586,5747,40500,12691,8609,6892,4985
신촌로30길,159483,74232,85251,9303,39325,32658,25249,30461,22486
신촌로37안길,540168,273988,266180,18676,134102,136894,104189,82630,63678
신촌로3길,32111,14543,17568,1368,14343,6996,3920,3068,2416
신촌로4길,66993,31345,35648,3208,29077,15417,8146,6311,4834
신촌로9길,49317,23379,25939,3931,28947,7745,3518,3079,2098
신풍로8길,19890,10268,9622,558,3767,4297,3548,4523,3197
신흥로20길,16961,8230,8731,540,4440,4186,2967,2481,2347
신흥안길,60,50,10,0,9,5,9,23,14
쑥고개로11길,62905,31934,30971,2718,18860,11747,9043,10151,10386
아리랑로19길,8534,4326,4208,435,1478,1197,1647,1628,2149
아리랑로5길,21402,9859,11543,2501,5091,3608,4103,3454,2646
아차산로51길,26062,12846,13217,389,9103,6674,5042,2942,1913
아차산로70길,12443,5701,6741,1373,2008,2100,3055,2276,1631
아차산로76길,12876,6651,6224,705,2915,2693,2482,2205,1877
아차산로7가길,15379,8665,6714,353,3218,3690,2775,3221,2122
아차산로7길,45164,26072,19092,764,10278,10937,8528,8973,5684
안암로5길,18117,10102,8015,1400,4551,3294,3011,3624,2237
안암로6길,60054,39095,20959,7773,30199,7829,5002,5366,3887
안암로9가길,76638,49853,26784,11335,43784,8567,5414,4593,2944
안암로9나길,25407,14912,10496,2506,6918,4500,3838,4365,3281
압구정로29길,1771,801,970,48,165,428,519,291,320
압구정로4길,45210,19187,26023,2165,17273,13033,6887,3088,2764
약령서길,10036,5514,4522,492,2541,1253,1441,2176,2133
양녕로1길,39304,19065,20239,1599,11240,8775,5703,6423,5563
양녕로2길,110751,53988,56763,4706,34084,23005,16534,17132,15290
양산로19길,41669,21836,19833,613,9437,9621,7389,7822,6787
양산로23길,16404,9326,7078,75,3766,3291,2567,3420,3286
양재대로103길,139069,68516,70553,4606,29102,32590,26023,26336,20412
양재대로124길,39321,19773,19549,3452,6823,7952,7167,7762,6166
양재대로128길,69696,37752,31944,6717,17392,13510,11001,11209,9868
양재대로85길,94714,49198,45516,9579,18807,17484,18002,16963,13878
양재천로19길,33351,19273,14078,826,7057,9964,6924,5427,3153
양천로14길,34818,17967,16850,2332,7288,7183,5706,6556,5752
양천로49길,70267,39348,30919,5980,15184,14301,12889,12810,9103
양천로57길,26812,13059,13753,1047,6240,5821,3668,4961,5075
양천로69길,17086,8256,8829,2313,2131,4462,4151,2294,1734
양평로17길,46951,27134,19817,2232,12071,11390,9492,7920,3846
양평로18길,53799,28614,25184,4445,15419,12221,9255,8336,4124
양평로19길,18646,10860,7786,625,4786,4956,4043,2986,1251
양평로20길,57412,31775,25638,3645,15773,13560,10536,9139,4760
양평로22길,39480,22598,16883,1449,10596,10882,7826,5692,3035
양평로24길,26767,15403,11364,877,7292,7664,5244,3769,1922
양화로19길,20481,8906,11575,964,9342,4964,2603,1617,991
양화로23길,23452,10132,13320,1059,11384,5465,2808,1718,1019
양화로7길,131325,63676,67649,2988,45868,39175,22057,12814,8424
어울마당로1길,21746,11129,10617,965,10034,5701,2460,1644,942
언남11길,6669,3987,2683,18,1491,2701,1698,585,176
언주로108길,37941,20912,17029,406,10575,12601,7261,3888,3211
언주로125길,44325,25629,18696,473,11347,13241,9368,5395,4502
언주로30길,100208,49720,50489,3289,16468,25687,23615,16727,14423
여의대방로13길,26883,13263,13620,3105,5798,5986,5288,3826,2879
여의대방로24가길,46975,26058,20916,6378,10472,8994,8777,6981,5373
여의대방로36길,51953,26851,25102,8866,11081,8274,9281,8157,6293
여의대방로43가길,11353,6258,5095,1799,2874,1918,2065,1697,999
여의대방로55길,57047,29180,27867,2912,15865,11259,10032,9525,7454
역말로9길,36470,15797,20673,3527,7498,7541,6124,6031,5748
역삼로78길,56834,29364,27470,9510,11277,10771,12794,8831,3651
연남로5길,126283,59664,66620,4874,47659,34583,19639,11837,7693
연대동문길,63988,19293,44695,6419,32512,9250,6627,5559,3621
연무장3길,16709,9355,7354,432,4453,4923,3216,2556,1129
연무장5가길,53045,31239,21806,1158,14665,14407,8997,8904,4913
연무장길,110846,64726,46120,2085,31001,28183,19871,18964,10742
연서로13길,33186,14381,18804,6141,5631,5522,6324,5892,3675
연서로16길,95359,42469,52890,8188,17800,19267,20042,17177,12886
연서로17길,83605,39047,44558,6800,15727,15374,15488,16250,13964
연서로19길,81501,37787,43714,7378,15673,14397,14988,15438,13627
연서로20길,193994,82731,111264,29086,35516,35140,35832,30344,28076
연서로21길,83674,38726,44948,8282,16401,14374,15468,15370,13778
연서로27길,27186,11810,15376,2431,6366,5390,5222,4222,3555
연서로28길,242856,119333,123524,25512,76942,45230,38790,31061,25320
연서로34길,48030,24337,23693,4711,8940,7224,8640,8788,9728
연서로3길,137562,64759,72803,14927,27073,26385,25887,24177,19114
연서로5길,18977,9043,9935,1655,3772,3662,3365,3411,3113
연서로6길,145128,68926,76202,9835,31354,32093,26502,25260,20084
연서로9길,107057,50061,56996,17547,18737,19154,19407,17701,14511
연세로2길,106210,45132,61079,7798,55427,17201,11719,8939,5126
연세로4길,63464,29875,33589,7513,38633,8524,4233,3289,1272
연희로11가길,34167,15709,18458,1218,11780,8146,5665,3928,3431
연희로15길,111149,51983,59166,4836,39468,25408,18491,13023,9924
연희로25길,40933,19926,21007,2222,11256,8526,7571,6556,4802
연희로41가길,6875,3923,2952,198,912,1402,1424,1726,1213
연희로41길,10125,5480,4646,378,1481,2008,2031,2287,1940
연희로8길,40264,20962,19302,1033,21470,6364,4185,3969,3242
영등포로13길,75291,42783,32509,1844,15697,18265,15891,13459,10136
영등포로18길,5955,3968,1986,4,1387,2052,1383,597,531
영등포로25길,47257,25924,21333,469,12028,10912,7523,8749,7576
영등포로27길,23206,12392,10814,409,5085,5953,3566,4412,3781
영등포로5길,13537,8237,5300,59,3008,4454,2656,1928,1433
영등포로62길,23631,12771,10860,1367,6654,6077,3244,3459,2830
영등포로64길,60642,32073,28569,3711,10025,11034,11846,12691,11336
영등포로72길,65297,33798,31500,2871,15990,13534,11007,11348,10548
영등포로80길,314631,154356,160274,18674,72518,59529,56094,55495,52320
영등포로84길,136773,63712,73062,6496,33998,26776,23752,23610,22141
영신로17길,27746,16648,11098,1647,8831,5188,4220,4163,3697
영신로19길,27916,17113,10803,2025,9225,5084,4100,3963,3520
영신로57길,22642,11289,11353,979,5095,5988,4052,3659,2868
영중로42길,27768,13592,14176,1062,8644,6953,4909,3574,2626
오금로11길,132333,70105,62228,4692,40419,32494,22289,19065,13374
오금로31길,6045,2634,3411,817,951,1043,1068,1568,598
오금로32길,2588,1232,1356,430,430,402,357,492,477
오금로35길,17501,9070,8431,1602,2759,2972,2941,3969,3259
오금로36길,100686,53923,46763,6480,17396,20760,19880,21036,15134
오금로46길,69322,34177,35145,7567,12422,11819,12585,14266,10664
오류로8길,84370,41480,42890,4176,18285,18432,14593,14856,14029
오목로54길,63645,31584,32062,6061,16257,11624,12576,9883,7244
오패산로13길,20746,10122,10624,2237,3383,4219,4123,3393,3391
오패산로19길,36919,16747,20172,4521,6664,6216,6413,6285,6819
오패산로30길,16132,7831,8300,630,3165,3425,3486,2766,2659
오패산로31길,101515,48572,52943,8527,28458,18343,15785,15573,14828
오패산로3길,77932,37492,40440,6835,16220,14406,14470,13455,12546
오패산로67길,119453,65200,54253,2022,30216,20753,20811,24825,20826
오현로31길,35296,17895,17401,692,6074,4130,8201,7658,8540
오현로32길,30122,13877,16245,2762,3887,5342,6391,5263,6477
옥인6길,5952,1711,4241,1447,1577,854,953,676,445
올림픽로32길,97440,53118,44322,3658,28050,24923,15541,15202,10066
올림픽로35길,15841,7351,8490,910,2232,3816,3229,2651,3003
올림픽로4길,537,161,377,86,33,67,106,78,167
올림픽로62길,75474,36991,38483,3095,21765,15792,11729,13299,9794
올림픽로92길,92401,46542,45859,6593,16783,18848,16491,18298,15387
올림픽로98길,185889,92409,93480,11041,35112,37799,35667,35799,30471
와우산로29길,58043,25093,32950,6388,28805,12522,5570,3005,1753
와우산로29나길,58523,24459,34064,6558,30505,11924,5341,2696,1498
와우산로30길,60556,28448,32109,8908,31901,10452,4955,3009,1332
와우산로3길,40411,20396,20015,1267,17165,11348,4779,3357,2495
왕산로22길,67834,35480,32353,4630,19272,14070,11410,9944,8509
왕산로30길,82014,40395,41619,970,11519,10741,11434,16587,30764
왕산로32길,17440,8856,8584,133,3094,3425,2680,3513,4595
왕산로3길,11224,6260,4964,530,2952,2467,1950,1767,1558
왕산로45길,49239,24451,24787,1442,10969,9098,7581,9163,10986
왕십리로14길,31863,16480,15383,669,7127,7619,6212,5707,4529
왕십리로26길,213558,108420,105138,10724,61201,42001,34967,37797,26868
왕십리로30길,164041,83703,80338,9403,40439,31746,28710,32131,21612
왕십리로33길,35134,15926,19208,1590,8577,8101,5800,5726,5341
왕십리로5길,90675,45903,44771,2908,25031,21476,15596,15088,10576
왕십리로6길,84638,47211,37428,2367,21984,22643,16590,12835,8218
