상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
왕산로22길,81452,45860,35593,7620,24554,14928,13760,11334,9257
왕산로30길,80558,40747,39812,925,11240,10368,11179,16725,30122
왕산로32길,17712,9042,8670,121,3305,2999,2646,3814,4826
왕산로3길,13064,7217,5847,962,3719,2615,2035,2021,1712
왕산로45길,57101,29083,28018,2079,14477,10316,8631,10107,11491
왕십리로14길,31907,16994,14912,546,7319,7459,6255,5758,4569
왕십리로26길,195311,98971,96341,11399,57878,35794,30944,36049,23247
왕십리로30길,162569,82072,80496,11405,42131,28448,26898,33325,20362
왕십리로33길,36876,16657,20219,2117,9169,8338,6076,5862,5313
왕십리로5길,85368,44134,41235,3652,22925,19822,14547,14279,10143
왕십리로6길,73822,40556,33266,3366,17785,18489,14616,11808,7759
왕십리로8길,21973,11887,10086,1342,5137,5199,4127,3619,2549
용답중앙11다길,3247,1413,1834,130,1023,636,517,501,439
용답중앙13길,8664,4357,4306,300,2490,1618,1468,1507,1281
용답중앙길,105583,53900,51683,4578,29849,19733,18249,18060,15114
용마산로115길,74702,38895,35808,2728,13395,13677,12475,18906,13521
용마산로117길,26261,13083,13178,1512,4253,5142,4490,6425,4438
용마산로45길,33534,17012,16522,1040,6715,7405,5657,7595,5121
우사단로10길,85544,45922,39622,434,28564,25495,15484,9498,6069
우사단로2길,46382,28268,18114,3205,20002,9767,5604,4236,3568
우이천로4라길,89272,44417,44855,2613,15679,16247,19283,19677,15773
원효로19길,37128,20874,16254,3896,5643,9685,8250,5746,3909
원효로35길,32218,17437,14781,1621,6004,8283,7574,5150,3587
원효로41길,28318,18184,10134,640,6093,7299,6655,4614,3016
원효로53길,40304,26149,14156,850,8072,9498,8853,7702,5329
원효로71길,3200,2039,1161,22,585,1238,511,492,351
원효로89길,65355,37059,28295,6112,16771,16021,12020,8609,5822
월계로37길,12841,6400,6440,1155,2007,1998,2614,2261,2806
월계로7나길,242896,113314,129583,25119,66191,42670,38899,38118,31900
월곡로5길,66998,30147,36851,7983,15117,10483,11023,11149,11242
월드컵로10길,100296,47748,52548,5040,31883,27673,16935,10893,7872
월드컵로14길,67341,30939,36402,3560,22030,18216,11303,6483,5748
월드컵로23길,252755,118045,134710,11620,75770,65951,43306,30365,25742
월드컵로25길,94396,44304,50092,5159,23480,24708,18174,11807,11067
월드컵로29길,129996,63716,66281,8646,32098,33240,24043,17177,14793
월드컵로31길,108899,54196,54703,7407,26226,25864,20108,16216,13078
월드컵로32길,28420,13804,14616,1515,8966,7106,4840,3477,2515
월드컵로36길,17451,7972,9480,1441,3718,3563,3127,3120,2482
월드컵로3길,73370,33444,39926,2120,24692,22339,11703,7766,4749
월드컵로7길,80573,36718,43855,2755,29180,26659,10787,6762,4431
월드컵북로16길,111007,54927,56080,7619,30500,26405,20552,14672,11259
월드컵북로30길,40675,19768,20907,4717,8263,8368,7691,6376,5260
월드컵북로48길,146514,77790,68724,4773,37817,41295,29135,19948,13547
월드컵북로4길,59391,28604,30787,2295,25129,16132,8494,4260,3081
월드컵북로6길,162934,78031,84903,8529,65455,42623,23844,13058,9426
월드컵북로7길,145142,71321,73821,8613,46097,37935,26122,15926,10450
위례성대로18길,154125,75552,78573,20474,28207,27638,28519,28320,20967
위례성대로20길,34467,16646,17821,3837,6040,5906,6030,6751,5904
율곡로10길,29233,16638,12595,271,9082,7282,5435,4022,3142
율곡로17길,12352,6454,5898,395,3465,2257,2107,2122,2007
율곡로19길,34067,19573,14494,2018,10416,6163,4768,5706,4997
율곡로1길,14302,7248,7054,453,3568,4055,3011,2016,1199
율곡로3길,13257,6287,6970,670,3494,3293,2620,1953,1227
율곡로6길,28404,16344,12060,411,7990,6976,5303,4154,3570
은천로25길,18448,8860,9588,1344,3532,3673,4188,2768,2943
은천로5길,24992,13633,11359,853,6367,5235,4105,4305,4127
은천로6길,101123,52340,48783,5807,23849,20495,16383,17879,16710
은천로9길,43797,22632,21165,2246,10501,8797,7062,7969,7222
은평로10길,82857,40127,42730,6489,15509,15451,16722,15409,13277
은평로11길,35570,16255,19314,1932,6437,7934,7064,7058,5145
은평로12길,45588,19494,26093,6040,7121,8373,8614,8598,6842
은평로13길,18125,6976,11149,1059,2579,4844,3489,3678,2476
은평로20길,33428,18087,15341,4601,5620,5083,6900,6562,4661
은평로21길,56113,29250,26862,6131,11530,10188,10472,10348,7443
은평로3길,110559,53222,57337,9065,25035,23078,19348,18564,15470
은평로6길,70070,29540,40530,4198,14112,16894,13928,11752,9186
은평로8길,49522,21394,28128,3682,7232,11593,11086,8826,7103
은평로9길,43401,17835,25565,1785,7231,9987,9982,8633,5781
을지로30길,23111,15224,7887,75,3102,4154,4799,5748,5232
을지로32길,11789,7665,4125,11,1559,2003,2471,3104,2641
응암로11길,231509,114976,116533,18018,47393,46744,41236,42136,35981
응암로12길,85485,43782,41703,8463,15933,16856,15241,15421,13571
응암로13길,42627,22037,20590,2558,8885,7860,7568,8587,7171
응암로14길,98541,49701,48840,7130,19203,20728,18462,16977,16040
응암로1길,25900,12670,13231,1906,5083,4978,4573,5263,4099
응암로20길,89074,43153,45921,4926,15245,16921,18412,19083,14487
응암로22길,87912,42885,45027,5191,15977,16106,18147,18451,14039
응암로29길,127514,62589,64925,14044,23949,25759,24939,20849,17975
응암로34길,47558,22057,25501,5360,6741,9706,10568,7028,8155
응암로9길,78528,39382,39146,5031,13566,14869,14010,17191,13860
이문로12길,37390,16046,21344,4138,20260,4104,3139,2930,2819
이문로24길,46993,22565,24428,7418,28446,4388,3131,2309,1301
이문로25길,30235,14904,15332,5041,19386,2335,1719,1249,506
이문로28길,186039,88911,97129,29383,113170,16805,12325,9305,5050
이문로42길,94162,46746,47416,9776,36932,12683,13052,11602,10117
이촌로14길,2592,1476,1116,0,170,725,434,517,747
이촌로22길,10471,5082,5389,37,1082,2665,1887,1970,2830
이태원로17길,25412,12090,13322,697,13431,6397,2475,1455,956
이태원로20가길,65506,30770,34736,1635,34081,15977,6453,4018,3341
이태원로20길,56310,26467,29843,1413,29159,13666,5549,3529,2995
이태원로26길,29994,14468,15525,635,14605,7437,3160,2246,1911
이태원로27길,40328,20365,19964,714,22484,11005,3441,1786,898
이태원로36길,46301,24909,21391,282,13823,14085,8917,5858,3336
이태원로42길,26661,11908,14753,242,10845,8195,4041,2111,1228
이화장길,42320,19558,22761,2647,13489,9206,6778,5544,4656
인수봉로55길,38716,16788,21928,708,7512,9252,6731,6762,7750
인수봉로56길,22153,10657,11496,634,4151,3441,4754,4684,4490
인수봉로67길,7684,3544,4140,461,1497,1178,1624,1545,1379
인수봉로68길,36297,16596,19701,1870,6333,6173,7934,7001,6985
인수봉로77길,16558,7603,8955,1991,2721,3084,2860,2886,3017
인수봉로78길,37480,17040,20440,2910,6780,6864,6972,7505,6449
인수봉로79길,32252,14673,17579,2225,5203,6724,6390,5724,5987
인촌로17가길,62665,31181,31484,7133,23492,8849,7015,7790,8386
인촌로1길,91160,42893,48268,8988,35495,13693,12266,11886,8833
인촌로24가길,66558,40722,25835,14907,38743,5873,3879,1892,1263
인촌로24길,247169,153607,93561,46922,142579,24250,16275,11107,6036
인촌로27길,177715,93509,84206,45352,96311,12790,9513,8358,5391
인촌로28길,96583,49174,47409,19152,53847,7247,6320,5390,4627
인촌로7다길,612074,260257,351817,80456,288382,88770,62404,52037,40025
인헌3길,26166,12721,13445,4321,7676,5678,3160,3145,2186
인헌4길,17178,8041,9137,1760,5012,3409,2424,2417,2155
인헌6길,82637,39904,42734,7744,29411,16629,10461,9940,8452
인헌길,115383,54240,61143,11165,30314,26405,17784,16549,13167
일원로9길,108591,56551,52039,4895,22412,20817,18464,21747,20255
자동차시장1길,6632,4424,2207,26,1881,1589,1388,1151,597
자양로15길,244835,125604,119231,14237,58072,49046,40336,47293,35852
자양번영로1길,29101,14906,14195,2136,6300,6172,5016,5087,4390
자하문로10길,12833,7779,5054,479,3390,3657,2582,1840,885
자하문로24길,8976,6138,2838,654,1673,2558,2064,1425,603
자하문로33길,5265,3249,2017,2064,694,813,739,689,265
자하문로41길,1288,591,697,148,479,220,183,150,107
자하문로5길,38650,18407,20243,3200,9678,9091,7258,5628,3794
자하문로7길,68985,27591,41395,10475,18159,14883,11232,8998,5239
자하문로9길,56745,21609,35136,9445,14787,11929,8999,7268,4318
잔다리로7안길,167487,79649,87837,5354,58428,47677,29285,16193,10549
잠원로14길,18631,8994,9637,1576,2406,3726,4694,3246,2984
장군봉1길,70146,34630,35516,3806,21796,12568,10005,10814,11158
장군봉2길,45219,23125,22094,3093,12277,8071,7515,7434,6829
장문로45길,58288,34949,23339,4420,19846,11744,8756,7050,6471
장문로6길,12832,7804,5028,925,3216,2128,2643,2358,1562
장월로1길,177830,68903,108927,21294,59641,24246,24943,25989,21716
장월로1마길,44183,15803,28380,6391,14379,5368,5971,6483,5590
장월로3길,9862,4340,5522,872,3430,1466,1399,1529,1166
장위로38길,33537,16729,16808,2667,5167,5050,6832,7486,6335
장위로40길,21425,10965,10460,1605,3254,3280,4465,4773,4047
장충단로8길,77753,42222,35532,3150,22884,16842,13121,12364,9392
장터2길,22250,11096,11153,1219,4478,4803,3918,3813,4019
장터3길,122241,59817,62424,8297,21383,26532,22151,21258,22620
장터5길,40479,20607,19872,2369,7740,7983,6880,7614,7893
장터길,37204,19024,18180,2068,7513,7516,6270,6906,6931
장한로18길,20406,10652,9754,348,5142,6135,3500,2997,2284
장한로25길,37503,20262,17241,1868,8756,8425,7564,6363,4529
장한로32길,56576,31813,24763,6393,9345,11669,11975,9202,7991
장한로5길,47822,26872,20950,848,9941,11274,9885,9110,6763
전농로16길,21911,10130,11781,3224,6806,3446,3197,2667,2572
전농로17길,50087,23942,26146,9639,22207,4667,4777,4839,3959
전농로20길,33125,15747,17378,6385,14093,3788,3412,2873,2573
전농로27길,354795,184350,170445,43747,98282,63084,52572,53199,43911
전농로29길,150132,71053,79079,29940,41488,19761,20806,21222,16917
전농로37길,118885,65333,53552,9806,44006,18204,14342,17691,14835
전농로3길,34714,17199,17515,2764,6474,7035,6605,6903,4932
정릉로10길,30400,18133,12267,6974,14003,2410,2351,2470,2192
정릉로26길,13454,6164,7289,1435,2818,2641,2349,2238,1973
정릉로27길,36670,17538,19132,3969,8872,6828,6239,5508,5254
정릉로31길,1606,751,855,85,301,312,307,282,319
정릉로31나길,82,33,48,7,19,10,28,7,11
정릉로6길,3397,1846,1551,765,2316,119,133,50,14
제기로20길,62822,33325,29498,3024,10449,10213,9653,13455,16029
제기로2길,127560,64111,63449,23278,68359,10351,9454,8566,7552
제기로38길,63541,31592,31948,2478,16730,11692,8919,10993,12729
제기로5길,131412,68107,63305,16087,82503,14707,7106,6790,4220
조원로12길,55818,29647,26171,1661,13605,10451,9908,12065,8128
조원로13길,20859,10570,10289,671,6163,4489,3102,3367,3067
조원로18길,28712,15465,13247,1007,9010,5562,4600,4575,3959
조원로31길,105406,49574,55832,1323,32691,22861,17775,15084,15672
조원로6길,57633,30303,27329,703,14795,11975,9313,12147,8701
조원중앙로2길,94014,49650,44364,3076,22468,17459,16150,20686,14175
종로24길,36584,22139,14445,962,9078,6001,6036,6347,8160
종로26길,5031,3286,1746,73,1039,828,922,1006,1164
종로41길,24624,15337,9287,2544,5474,3980,4056,4550,4020
종로44길,58079,31753,26326,1901,11425,12494,10833,11687,9739
종로51가길,28334,14803,13530,1061,4944,4211,5400,7115,5604
종로57길,103801,51569,52232,6213,20557,19871,19442,19910,17808
종로58가길,89828,41903,47925,1927,21428,21219,18251,14459,12544
종로5길,20021,11640,8381,425,4425,5736,4884,3078,1473
종로63길,45412,24813,20599,1967,9045,7233,7476,10404,9287
종로65길,129490,68087,61402,7410,30132,22799,21523,26380,21247
종암로14길,75230,34738,40493,9792,18167,11481,12249,12169,11372
종암로19길,31781,14293,17487,2922,8019,5849,5227,5158,4605
종암로27길,89066,40887,48179,10379,19909,15955,16393,14233,12196
종암로5길,49180,22390,26789,7273,30580,4384,2735,2558,1651
주흥13길,16673,7945,8729,251,5568,4573,2645,1919,1717
주흥길,362826,185129,177698,12585,125781,103876,56235,35985,28366
중계로18길,18034,8635,9400,5784,3072,1550,3904,2407,1318
중대로9길,180703,100847,79856,8467,35415,43247,37623,34437,21515
중랑역로13길,3643,1854,1789,104,459,505,536,1410,628
중랑천로10길,133691,66994,66696,6359,32532,25211,25113,25332,19144
중랑천로12길,96354,47523,48831,5642,27560,17696,16020,16424,13012
중림로5길,16646,8720,7926,492,4563,4772,3380,2098,1342
중앙1길,127450,61897,65553,4498,41776,25324,18293,19371,18187
중앙길,74479,36123,38356,2805,24213,14524,11215,11096,10626
중앙로1길,36374,18248,18126,6279,7221,5558,6307,6384,4626
중앙로34길,62623,31659,30963,5227,10536,11239,13460,12561,9600
중앙로45길,38380,19338,19042,1315,6976,7558,7150,8581,6801
중앙로46길,56477,29015,27461,8132,9321,10296,10092,9949,8687
중앙로6길,112555,69498,43057,27659,44657,10953,11447,10017,7822
증가로10길,166316,81158,85158,41556,84604,11788,12187,9880,6300
증가로12나길,112526,51729,60797,25885,48506,10877,11689,9763,5807
증가로20길,77791,37173,40617,17290,25930,9662,10344,8858,5706
증가로24바길,13997,7361,6637,1830,2893,2417,2481,2515,1862
증가로25길,2191,1136,1055,249,414,386,429,334,379
증가로29길,20859,9860,10999,891,4738,4793,3257,4464,2716
증가로8길,86409,44015,42393,15311,37846,9597,9393,7936,6325
증산로15길,36444,21205,15239,5172,6380,5406,5905,6918,6664
증산로17길,66696,35371,31325,5166,13066,11965,12345,12305,11849
증산로23길,81476,39214,42262,6725,19047,15788,14226,13887,11803
증산로3길,22206,11754,10452,773,5853,4003,3546,4851,3180
증산로9길,41232,21827,19404,4441,6401,8413,6955,8390,6631
증산서길,62487,33413,29074,2801,14065,11865,10640,12702,10413
지봉로17길,16162,8363,7799,555,3459,3834,2878,2821,2616
지양로3길,5109,2807,2302,475,568,896,1137,1206,828
진흥로12길,18840,9139,9700,294,3758,3866,3389,3772,3760
진흥로1길,189542,88261,101280,11025,37485,41050,38227,34697,27057
진흥로7길,58417,28165,30253,1516,10931,12686,12008,12345,8931
창경궁로13길,7071,5001,2070,38,1135,1099,1253,1649,1898
창경궁로1길,8393,5486,2907,65,1349,1445,1706,2211,1616
창경궁로27길,50116,23739,26378,7944,28237,5954,3478,2517,1986
창경궁로35길,39044,18076,20968,4529,11823,6978,5960,5214,4539
창경궁로43길,82693,39957,42736,7975,23934,16049,12772,12222,9741
창덕궁1길,56232,35410,20823,5622,10713,16522,10885,8164,4327
창덕궁길,35648,23018,12630,7274,6311,10406,6074,4123,1460
창신3길,8344,4190,4154,235,1343,1168,1750,2273,1575
창신6길,26146,12512,13634,1037,4500,4079,5260,7086,4184
창신길,104148,51329,52820,3028,20928,16637,20884,26654,16017
창의문로11길,1248,548,700,2,503,209,198,192,144
천장산로4길,75373,32619,42753,14143,47643,5836,3537,2629,1584
천장산로7길,140068,64610,75459,26644,90590,8334,6085,5409,3006
천장산로9길,77514,35844,41670,15636,50209,3846,3005,2945,1873
천중로40길,34009,17489,16520,1716,7154,7585,6498,6134,4922
천중로50길,149680,77982,71698,7298,30579,29134,28772,31126,22771
천호대로111길,280591,138355,142236,11240,86506,64815,39929,43709,34392
천호대로134길,30951,13865,17086,7050,4641,5570,4937,4963,3789
천호대로13길,116973,69517,47455,14699,34918,22163,17547,15487,12159
천호대로16길,21648,11876,9771,259,5060,5012,4167,3918,3230
천호대로170길,131149,64223,66927,7232,25015,29211,24773,24703,20214
천호대로17길,44403,23874,20529,1701,13100,8464,8513,6961,5664
천호대로27길,39508,19491,20017,2188,9343,7336,6633,7127,6881
천호대로77나길,9296,5110,4186,103,1929,2221,1972,1711,1360
천호옛14길,74136,37411,36725,4739,24693,15472,11115,10647,7469
청계천로10나길,22854,13095,9759,118,4409,5874,5108,4468,2877
청계천로12가길,24995,15050,9945,153,4714,6388,5701,5059,2981
청구로17길,48705,24752,23953,3082,13308,9705,9386,7512,5711
청구로21길,45063,22909,22154,2008,12857,8655,9134,7264,5146
청구로3길,183668,89874,93794,12409,42384,40246,32111,30362,26157
청두곶길,12682,5825,6857,177,2875,3524,1953,1779,2375
청룡3길,81374,40964,40409,5176,34865,15034,8828,9452,8018
청룡4길,102543,50899,51643,5845,32432,17476,14440,15835,16514
청룡7길,136542,68644,67898,8223,60097,25473,14388,15292,13069
청룡8길,90972,46188,44784,5322,30327,16135,12376,13060,13751
청룡길,92479,46324,46155,6039,35745,16554,11448,11966,10726
청룡중앙길,53382,26221,27162,4131,22284,8779,6430,6586,5172
청림2길,44165,20814,23350,2219,9256,8828,8233,7734,7895
청림5길,51675,23200,28475,2027,12203,11776,8610,8576,8483
청림길,23918,11274,12644,1104,4845,5068,4600,4022,4279
청파로43길,86364,27407,58957,13747,43174,11727,7616,5996,4103
청파로45길,33620,14987,18633,3960,13575,6408,4093,3130,2454
청파로47길,296326,76929,219396,54725,156151,32885,22177,18105,12284
청파로49길,90464,30356,60109,13910,44310,12917,7985,6605,4737
청파로93길,34626,19200,15426,186,7640,8873,7155,7156,3614
청황길,4327,2871,1456,271,288,1114,1189,903,562
초록마을로8길,94717,40827,53890,8768,19910,24818,17296,11325,12600
충정로4길,111604,57624,53980,3317,30217,31432,23028,14347,9262
충정로5길,9762,5422,4340,854,2281,2292,2072,1393,869
충정로6길,22108,12019,10090,840,5127,5548,4827,3581,2186
충정로9길,9379,5259,4120,352,1999,2574,2054,1342,1057
탑골로2길,11648,6305,5344,557,1945,2282,2216,2480,2168
탑골로4길,7933,4193,3741,466,1194,1468,1546,1774,1486
토정로11길,21558,10250,11308,884,8999,5858,2667,1792,1358
토정로17길,13629,6609,7020,1015,2895,3215,2793,1793,1918
토정로31길,17876,8422,9454,792,3091,4196,4517,2816,2464
토정로37길,44268,22857,21412,1961,8238,12196,10344,6862,4667
통일로12길,83783,40850,42934,6825,14727,14331,17138,14871,15891
통일로14길,30324,13991,16333,3086,4567,5948,5230,5417,6077
통일로25길,7716,3762,3954,335,1478,1436,1485,1570,1411
통일로37길,22215,10114,12101,1822,5182,4069,3504,3952,3686
통일로39가길,92240,42656,49584,6272,20091,14803,15855,18011,17208
통일로40길,31249,14451,16798,2197,6833,4854,5361,6138,5866
통일로63길,65229,31999,33230,2556,14464,10476,11382,14209,12142
통일로66길,11407,5474,5933,426,2202,1999,2040,2314,2427
통일로67길,166855,78631,88224,9948,38377,29840,29253,30890,28547
통일로68길,36704,16618,20086,1669,7746,6855,6368,7445,6621
통일로69길,35960,16017,19944,1348,7781,6966,6729,7488,5649
통일로71길,62621,25611,37010,5533,12072,11348,11754,12178,9736
통일로73길,30403,13706,16697,3145,5832,5721,5328,5157,5219
통일로77길,48221,23701,24520,4649,15023,8879,7679,6449,5541
통일로78길,65621,32676,32945,5709,17594,11337,10980,10476,9524
통일로83길,68373,30975,37398,9745,20155,11898,11708,7867,7000
통일로85길,43233,20932,22301,4174,11234,8195,8321,5858,5451
통일로87길,60312,30687,29624,4443,15026,12068,11261,8890,8623
통일로92길,148745,76805,71940,16110,27501,27098,26567,26683,24787
퇴계로10길,38342,18730,19612,1348,6704,9756,8376,6573,5586
퇴계로20길,10627,3908,6718,2582,2673,1872,1467,1191,842
퇴계로28길,16422,9829,6593,761,4055,3910,3768,2457,1471
퇴계로32길,4867,2853,2013,271,1290,1082,1029,705,489
퇴계로46길,105906,53372,52534,12170,43607,21662,13427,8488,6552
퇴계로4길,92507,45924,46584,1775,14779,22384,20407,18042,15121
퇴계로53길,7996,4681,3315,42,2522,2453,1424,984,572
퇴계로56길,35679,19089,16590,1332,11075,8519,5439,5608,3705
퇴계로74길,70963,36851,34112,2349,19805,18944,12273,10594,6999
퇴계로76길,156714,83012,73702,4964,44186,40281,30254,23459,13570
퇴계로83길,112719,59520,53199,2286,23600,20967,20663,23138,22066
퇴계로87길,222626,115270,107356,10345,47003,40518,37846,46446,40468
퇴계로88길,84493,44279,40215,9119,16843,15353,13885,16074,13219
퇴계로8길,158912,78534,80378,5268,27016,37966,34694,29358,24610
퇴계로90길,37648,19357,18290,4198,8620,7844,5831,6209,4946
팔판길,5156,2358,2798,54,1638,1319,978,875,292
평창11길,13702,4580,9122,4121,1243,1334,2648,2414,1942
평창길,10325,4228,6097,1924,2187,1234,1966,1629,1386
포방터길,30051,15028,15023,3355,6267,4488,5517,5414,5010
풍성로25길,30237,14904,15334,1091,5925,5171,5184,6727,6139
풍성로37가길,38898,17519,21379,1108,6942,8835,6573,7835,7605
풍성로54길,28761,15328,13433,2744,5682,4917,4913,5892,4613
필운대로1길,21725,9209,12516,3507,4574,3949,4187,3070,2438
필운대로5가길,54486,18816,35670,11321,14136,10358,8129,6447,4093
필운대로6길,26905,10464,16441,4319,6879,5789,4440,3459,2020
필운대로7길,20082,7654,12428,3341,5316,4273,3378,2526,1249
학동로20길,23137,12145,10992,641,8685,6958,3282,2321,1251
한강대로104마길,24311,13814,10497,515,5720,6269,4859,4167,2782
한강대로10길,5930,3481,2449,502,1148,1250,1180,1046,805
한강대로15길,10944,6757,4186,234,2312,2417,2407,1919,1653
한강대로21길,10011,6583,3428,478,2544,2155,1843,1816,1176
한강대로23길,11260,6988,4272,629,2761,2459,2073,2035,1303
한강대로38길,11698,6908,4790,127,3136,3685,2339,1482,929
한강대로40길,24803,14707,10095,517,6164,6588,5855,3399,2280
한강대로43길,58219,32658,25561,1062,15372,19360,11304,6673,4449
한강대로52길,105424,52741,52683,4065,38853,31757,16750,8717,5282
한강대로62가길,4506,2004,2502,0,1197,2319,528,393,68
한강대로62길,26831,14926,11905,408,7097,7998,5081,4012,2235
한강대로62다길,11275,6960,4315,101,2345,2642,2573,2250,1364
한강대로7길,32971,18284,14687,468,6499,7833,7429,5610,5131
한강대로88길,19406,11830,7576,2648,5552,3413,2897,2911,1984
한강대로96길,38284,22228,16055,3842,10036,8342,6616,5482,3966
한글비석로1길,2752,1343,1409,179,522,465,530,568,488
한글비석로20길,61524,32064,29460,5259,10311,9346,13189,13375,10044
한글비석로23길,167913,85351,82563,14401,31931,25059,30127,35903,30493
한글비석로46길,143810,73754,70056,10087,30226,20229,26201,29597,27470
한글비석로48길,10522,5146,5376,1450,2100,1697,2088,1886,1302
한남대로20길,25575,11615,13960,183,6106,8168,5531,2837,2749
한남대로21길,9599,4829,4770,56,2744,2370,1749,1392,1289
한남대로27길,31168,13079,18089,661,12369,9274,5029,2312,1523
한남대로42길,6481,3230,3251,43,1262,2400,1415,792,569
한림말1길,32179,13752,18427,1377,5671,7388,6839,5517,5387
한림말3길,51841,21582,30259,2228,8780,11669,11098,9238,8827
한림말길,54566,23941,30626,3382,8554,12726,10761,9908,9236
한천로101가길,26364,13200,13165,655,2406,5665,5749,7574,4316
한천로11길,29439,15643,13795,1623,5071,6262,5758,5752,4973
한천로130길,179783,91249,88533,10459,40814,32264,31766,34386,30093
한천로131길,72125,34781,37343,3876,19794,12855,12385,12609,10606
한천로132길,211330,108713,102618,10324,49952,36956,36888,42295,34915
한천로143길,119418,59682,59735,6398,36171,19971,19447,19978,17453
한천로144길,69483,32776,36707,1965,19303,14142,10849,13433,9792
한천로14길,126180,70584,55596,1815,25820,29833,25971,25199,17542
한천로150길,138958,69918,69039,5103,33799,25104,24677,27340,22935
한천로155길,73161,35450,37711,4783,12911,12840,12868,15522,14238
한천로170길,113608,51403,62205,7804,24949,16521,22056,22135,20143
한천로17길,7547,3773,3774,297,1340,1663,1391,1432,1424
한천로18길,23724,13098,10626,270,4258,5778,5001,4862,3554
한천로24길,73326,38553,34773,1827,14221,18560,14795,13496,10428
한천로33길,23666,11254,12412,1364,3851,4814,4470,4621,4546
한천로36길,44588,21932,22655,1809,7724,9565,8837,9111,7541
한천로46길,28177,14053,14124,2541,4923,5174,5752,5366,4422
한천로78길,62513,31523,30990,10389,12745,9747,9592,10950,9090
한천로80길,55406,29044,26362,7080,11307,8701,8569,10734,9016
해등로16길,58967,29799,29168,5283,12653,10365,10222,11308,9137
해등로26길,10358,5298,5061,727,2302,1782,1911,1822,1814
행당로17길,23626,11426,12200,2631,5764,4455,4025,3864,2887
행당로1길,27730,12530,15200,2529,4411,6911,5067,4427,4385
행당로8길,14501,6499,8002,2076,2872,2990,2599,2221,1744
행운1길,119724,59488,60235,7092,45089,23293,14974,14822,14454
행운길,199028,97760,101268,13173,79562,42052,23117,20936,20188
혜화로14길,36348,18805,17543,8171,8984,5060,6374,4294,3464
혜화로3길,66193,33269,32924,11540,33770,6489,6569,5193,2632
호암로18길,15149,8480,6669,1853,5389,3203,2041,1366,1298
호암로22길,143232,88511,54721,11379,70317,27848,14120,10361,9206
호암로26길,446944,271714,175231,31678,216837,86796,46550,35659,29424
홍릉로29길,9928,5458,4471,393,2626,1923,1308,1904,1774
홍릉로5길,102528,54701,47827,2566,13332,13298,15233,25217,32881
홍연길,32696,17251,15445,787,6593,5693,6882,6393,6348
홍은중앙로8길,25316,14057,11260,1997,5150,3812,4592,5250,4516
홍은중앙로9길,18250,9890,8360,1460,3756,2746,3344,3684,3260
홍제내2나길,5377,2593,2784,378,921,1029,977,1017,1055
홍제내길,44502,19147,25355,6447,10706,6686,7590,6721,6353
홍제천로2길,12667,6206,6461,222,3391,4238,1725,1871,1220
홍지문2길,20750,10349,10401,4525,12319,1027,1160,1000,720
홍지문길,25064,11871,13193,5385,13124,1691,1983,1838,1045
화계사길,9659,4475,5183,2306,1891,883,1815,1716,1048
화곡로15길,66944,32310,34634,4371,13871,15122,10765,11337,11477
화곡로20길,74085,37327,36757,5480,17796,15837,11788,13157,10027
화곡로25길,97481,45322,52158,7300,28664,22218,14672,14129,10498
화곡로31길,39807,18532,21275,1392,11050,10013,6179,6039,5134
화곡로42길,33613,17654,15959,2588,8660,7795,5964,5187,3419
화랑로11길,66068,26988,39080,6373,21324,11633,11075,8462,7201
화랑로18나길,9419,4787,4632,354,1895,1741,1803,1942,1683
화랑로19길,43067,21948,21118,2658,7898,7279,8656,9153,7423
화랑로25길,11185,5704,5481,848,1736,1768,2386,2506,1940
화랑로32길,120945,58673,62271,6586,31926,17871,21426,25258,17878
화랑로40길,68471,37585,30886,6188,13249,11018,10767,14664,12584
화랑로43길,6936,3694,3242,289,1415,1180,1191,1487,1373
화랑로45길,20333,11223,9110,1836,5733,3286,3473,3156,2848
화랑로47길,26403,14491,11912,2495,7589,4166,4466,4069,3617
화랑로51길,6688,2361,4328,1327,2065,800,1203,803,491
화랑로53길,342,47,294,99,188,7,23,18,7
화랑로5길,26054,12622,13432,1518,5862,4847,5311,4454,4063
환일길,43745,21600,22145,2004,10098,11171,7345,9267,3860
황물로15길,21311,12523,8788,1110,3731,4113,3960,4669,3729
황물로3길,118870,59827,59043,4890,28057,24203,21315,22787,17618
회기로21길,146757,67394,79364,23384,85205,13980,9710,8353,6125
회기로23길,130106,60957,69149,19469,77948,12390,8494,7046,4758
회기로28길,40346,20096,20250,3783,21717,5181,3814,3295,2557
회기로29길,112735,47340,65395,11517,66143,11414,8728,7869,7064
회나무로13길,44935,20874,24061,1478,15043,14109,7573,3592,3140
회나무로13나길,36094,16785,19309,230,10552,11987,7682,3145,2498
회나무로44길,73981,36451,37531,1576,32875,20325,9571,5943,3691
효령로29길,43362,20834,22528,5320,11692,8122,7193,5630,5404
효령로34길,44703,22559,22144,4770,10675,8142,6862,6770,7484
효령로40길,22022,13723,8299,5602,2969,4202,4031,2881,2337
효령로67길,49577,26226,23351,665,11877,13192,10595,6584,6665
효령로68길,20902,11737,9165,280,4148,6003,4792,2984,2694
효령로74길,24943,13102,11841,953,5011,5817,5569,4132,3461
