상권코드명,유사업종점포수,평균영업개월수,당월매출금액,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액
회나무로13길,11,158.5,57669951,28.9,71.1,0.4,44,32.6,14.5,3.6,4.9,14657501,38093453,110092,20219229,16394699,9584291,3337428,3105216
회나무로13나길,6,143,29508408,36.8,63.2,0,36.2,35.8,16.1,6.8,5.2,9622270,17833206,0,8878881,8529646,4555720,3784806,1706422
회나무로44길,4,204,110321381,45.2,54.8,1,49.6,29.8,10.9,6.7,2.1,44470061,54417240,716206,45417936,30308751,12147980,7433229,2863201
효령로29길,4,119,38335143,37.8,62.2,1.9,24.3,36.7,21.4,10.9,4.9,10903109,20347843,360890,6741646,11781836,7023650,3433106,1909827
효령로34길,6,295,79416545,41.5,58.5,0.6,31.5,28,19.4,10.6,9.9,21664329,31227980,245604,14512622,14149837,10804990,7200122,5979137
효령로40길,6,204.5,50530938,49.5,50.5,5.4,25.4,30.6,25.6,9.7,3.2,21040604,19160852,1380699,8594105,12166785,11889439,4830401,1340029
효령로67길,11,111,101602378,48.4,51.6,0.4,22.2,35.7,24.7,12,5,18676585,18431407,80488,7502857,13403193,8853740,5119850,2147866
효령로68길,4,20,19030469,39.3,60.7,0,22.8,23.5,37.9,11.7,4.1,5132813,11060938,0,2714844,3900781,7198438,1700781,678906
효령로74길,2,9,1996337,48.4,51.6,0,36.8,19.6,20,23.6,0,856389,794913,0,567769,397205,344499,341830,0
효창원로39길,6,60,14437359,47,53,1.2,20,31.7,25.8,15,6.3,5329142,7430793,89623,1938614,4980002,2024419,2397363,1329915
효창원로62길,4,57.5,29663334,28.9,71.1,2.2,48.6,25.3,13.9,8,2,9030345,20632989,655056,14347585,7485204,4118543,2462388,594558
효창원로8길,3,210,18803119,47.6,52.4,4.6,25.2,27.9,22.8,13.5,6,7901160,7776872,486779,3640566,3942255,4072208,2329708,1206517
효창원로93길,4,172,36844833,43.1,56.9,2.2,22.9,30,27.8,15,2.2,11307988,15486092,388431,5053754,8459891,7594121,4595196,702689
효창원로98길,3,49,5263194,40.3,59.7,1.4,24.8,30.2,30,11.7,1.8,2194709,3068485,97414,1101220,1549509,1839895,592833,82323
후암로23길,2,11,1710569,13.4,86.6,0,41.2,45.5,9.1,4.3,0,193649,1516920,0,657388,746569,142689,163923,0
후암로30길,4,59,47341293,31.6,68.4,0.9,44.3,27.4,15.7,8.5,3.3,14245520,33095773,378037,23300942,11949282,6646920,3786581,1279531
후암로35길,2,17,6105973,25.4,74.6,0,34.3,27.8,23.1,8.8,6,1444324,3790558,0,1511583,1471414,1191639,669434,390813
후암로4길,8,79.5,37689111,49.4,50.6,1.8,27.7,28.6,27.7,11.5,2.7,17560104,20129007,281870,9546111,11496542,11215008,3728084,1421496
휘경로23길,1,15,472603,55.3,44.7,0,88.6,11.4,0,0,0,270548,202055,0,414384,58219,0,0,0
휘경로2길,15,332,151320996,46.2,53.8,8.2,61,13.7,8.6,7,1.4,65380153,85940843,11576654,91588531,21016820,13378837,11722009,2038145
휘경로3길,9,238,208945330,46.9,53.1,4.8,69.9,12.1,6.6,5.4,1.2,97787880,111157450,9321257,137789209,27632151,16561455,14377437,3263821
희우정로16길,12,127,91646728,29.8,70.2,2.5,58.8,27.8,6.3,3.8,0.9,25173180,61024897,1959560,52353908,23130989,5283215,2924259,546154
