상권코드명,유사업종점포수,평균영업개월수,당월매출금액,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액
천장산로4길,3,123,93072641,41,59,3.4,64.6,13.8,9.3,7.2,1.7,40280150,52792491,4025689,55983489,14451480,9898583,7085220,1628180
천장산로7길,12,730.5,115542181,44.6,55.4,5.2,69.5,11.3,5.5,6.9,1.6,50526898,65015283,6788647,75916368,13805706,8478168,8327699,2225593
천장산로9길,2,78,21538935,43.6,56.4,8.7,69,9.4,5.6,6.5,0.8,8818042,11064776,1708657,13105998,2099696,1451792,1224953,291723
천중로40길,4,137,27679672,54.5,45.5,1.7,23.9,27.7,17.4,19.6,9.7,11822365,7270975,385011,2953857,3971298,3333892,5583261,2866021
천중로50길,7,100,83737799,45.6,54.4,1.9,39.9,29.3,15.9,9.2,3.8,34793454,43871707,1346670,31393115,22437781,11787341,8411740,3288517
천호대로111길,9,174,29225643,41.9,58.1,1.9,33.1,33.2,18.8,9,4.1,10876074,16571171,462057,7933946,8971441,5601709,2997212,1480881
천호대로134길,2,68,5698171,58.9,41.1,0,17.9,52.4,14.8,9.6,5.4,2699390,2129268,0,737195,2504878,817073,495732,273780
천호대로13길,3,206,3356655,46.3,53.7,0,20.5,41.3,22.7,14.4,1.1,1073593,1245447,0,467511,951285,536422,340119,23704
천호대로16길,3,58,29957241,44.3,55.7,1.4,28.4,32.8,21.4,11.4,4.4,11100293,13610855,355211,6247048,8018512,5806027,3058359,1225991
천호대로170길,4,42,17731292,49.4,50.6,0.8,33.3,32.5,12,14.8,6.5,8519896,7257614,120226,4455778,5037536,2223697,2608383,1331890
천호대로17길,3,37,12220459,45.1,54.9,0.9,31.9,27,26.4,9.4,4.5,5200062,4680144,64000,2641175,2519389,3144513,1084537,426592
천호대로27길,4,120,47781843,48.3,51.7,2.5,36.6,31.1,14.7,10.7,4.4,21476869,22122671,908562,14670765,12879042,7319332,5325338,2496501
천호대로77나길,1,53,4343411,44.9,55.1,0,38.8,31.6,23.4,6.2,0,1563566,1929457,0,1462016,1172868,629457,228682,0
천호옛14길,3,67,8818136,40.3,59.7,2.9,19.1,31.4,19.5,22.1,5,3671917,5146219,157323,1693934,2824146,2008108,1719738,414887
청계천로10나길,3,24,31012795,45.4,54.6,2.4,26.9,33.3,19.9,13.2,4.4,12652961,11531307,325009,5425867,7918116,5141855,4218561,1154861
청계천로12가길,1,158,2768600,25,75,0,7.1,36,19.5,19.5,18,730447,1553414,0,422817,838554,343775,392771,285944
청구로17길,1,11,5820438,31.8,68.2,0,30.6,52.3,14.8,0,2.3,1556934,3405839,0,1320438,2835766,700730,0,105839
청구로21길,4,32.5,8579856,35.8,64.2,0,59.7,23,11,6.4,0,1974820,3194964,0,2605036,1377698,856115,330935,0
청구로3길,9,165,71017079,43.1,56.9,2.6,26.9,29.9,22.9,11.6,6.1,27370952,35319684,1207409,15132738,19212081,15051938,8438249,3648220
청두곶길,6,20.5,37488547,31.7,68.3,0.8,53.1,18.6,14.8,8.8,3.8,10785080,23950766,208843,18940023,6372097,4236278,2721061,2257544
청룡3길,7,184,64101128,50.4,49.6,0.9,46.1,33.6,10.1,7.4,1.9,28437628,31684977,489230,27941929,18936937,6010447,5534139,1209923
청룡4길,5,51,22123742,39.3,60.7,4.9,36.2,30.8,17.5,9.1,1.6,8831115,13292627,993472,7362740,7083222,3778261,2444634,461413
청룡7길,10,233,106349220,49,51,1.7,45.5,31.1,11.3,7.8,2.6,46966405,51229065,1401399,43420978,29935956,11772472,8940108,2724558
청룡8길,7,59,25746627,39.4,60.6,4.4,37.9,29.6,18.4,8.1,1.5,10256689,15489938,1006235,8905589,7626220,5346015,2402225,460343
청룡길,8,114,21079001,53.1,46.9,0.8,41.9,34.3,14.3,7.3,1.4,10054873,8717640,134920,7282321,6204178,3274214,1550702,326178
청룡중앙길,2,70,481982,37.2,62.8,0,58.1,41.9,0,0,0,204955,277027,0,335586,146396,0,0,0
청림2길,5,23,32013841,38.2,61.8,0.6,19.7,33.3,33.8,8.6,3.9,10075560,19811852,109173,6070746,9805544,10244776,2449111,1208062
청림5길,5,72,38398820,40.6,59.4,0.9,20.1,33,33.4,9.2,3.5,14542999,23855821,228581,7901264,12197436,12376576,4161541,1533422
청림길,2,14,18059358,42.4,57.6,0.8,16,31.5,38.4,9.5,3.8,6210043,10443576,91932,2494883,5444164,6504088,1450491,668062
청파로43길,12,138.5,57662110,19.2,80.8,8.8,67.1,7.5,8.3,7.6,0.8,17200083,40462027,3986140,33357878,4842763,5889984,8571306,1014039
청파로45길,12,93.5,62941533,20.1,79.9,17.3,59.5,8.2,7.7,6.7,0.6,17475402,45466131,9176462,33080932,4587942,6483052,8704116,909029
청파로47길,42,861.3333333,515880598,21.9,78.1,11.3,59.2,11.5,9.1,7.8,1,133541885,355765317,46819725,266781324,73028126,52849594,41203035,8625403
청파로49길,11,136.5,147696768,27.1,72.9,7,50.2,22.2,11.5,7.4,1.7,41035152,88233728,5460733,54207861,34309282,19290055,11486393,4514557
청파로93길,2,2,942857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청황길,1,155,6662937,59.7,40.3,1.3,14.3,10.4,26,36.4,11.7,2839860,1448252,25874,495804,483916,1218881,1672727,390909
초록마을로8길,6,21.5,46520295,34.4,65.6,1.8,21.3,39.9,26.3,8.2,2.5,15712112,30808183,781999,9319242,18411626,12047486,4334091,1625851
충정로4길,11,106,42068805,43.9,56.1,0.2,25.5,29.7,29.8,12.4,2.5,12567739,12772274,58219,4892047,8135408,7856374,3582775,815191
충정로5길,5,82,18569340,35.7,64.3,3,16.3,35.2,31.7,12.4,1.5,5507937,7473022,269141,2025490,4649784,4662990,1179156,194399
충정로6길,6,35,94061182,58.6,41.4,0.4,20.4,32.8,29.1,16.5,0.7,46449824,28003028,146645,12115564,25234580,24852162,11589896,514007
충정로9길,5,80,51048701,47.3,52.7,5.9,39.3,18.1,21.6,11.8,3.4,20700632,21877047,1526460,14113111,8622594,8849804,6993696,2472016
탑골로2길,3,75,15140965,44.2,55.8,2.2,31,21.8,30.3,11.2,3.6,6116954,8035573,255855,4068060,3236285,4193730,1697794,700806
탑골로4길,3,51,6493885,30.8,69.2,4.1,14.6,29,44,7,1.3,2087974,4043538,183475,637685,1474597,3365677,414124,55957
토정로11길,1,38,12697998,48.6,51.4,0.4,14.3,26.9,37.3,15.9,5.2,4713205,5157369,19643,1098778,2510774,4314954,1321740,604686
토정로17길,1,10,8337984,36.8,63.2,0,24.1,18.4,18.4,23,16.1,2129457,5272868,0,1324031,2535659,924806,1348062,1269767
토정로31길,2,52,10215930,45.4,54.6,2.7,11.7,31.8,34.9,13.3,5.5,3740781,4900523,270474,1060167,2293226,3084523,1339128,593785
토정로37길,4,34,17289077,29,71,1.3,37.3,38.9,19.5,2.6,0.5,4604846,9654231,180769,4646615,5583154,3188692,567538,92308
통일로12길,3,44.5,24112500,49,51,0.7,19.3,20,27.3,16.3,16.3,11136765,11261765,131618,3145588,3586765,6011029,4872794,4650735
통일로14길,3,108,40591230,43.9,56.1,1.8,33.2,22.7,23.9,11.9,6.5,14411527,21326929,567581,10981057,7719610,8688558,5366796,2414856
통일로25길,2,102,31261304,54.3,45.7,4.3,35.3,24.9,21.5,10.5,3.4,15427719,14228732,809526,8650767,7649346,7290478,4077014,1179321
통일로37길,8,202,82577461,42.4,57.6,8.2,46,17,15.4,9.7,3.8,32399685,45394212,5604355,33655990,13686383,12705373,8231926,3909874
통일로39가길,6,67.5,32245261,35.4,64.6,4.2,45.6,16.2,16.4,12.9,4.8,11725688,20519573,1275518,13258057,5708285,5731812,4424419,1847170
통일로40길,2,7,6544955,35.6,64.4,1.3,20.2,17.5,30.9,23.2,6.8,1888972,3922327,62500,1127072,982726,1806374,1364985,467643
통일로63길,2,50,11637531,47.4,52.6,1.4,38.4,25.6,19,11.6,4,5136224,5487804,115569,3223614,2735061,2234658,1664011,651118
통일로66길,2,26,4168402,72.7,27.3,0,22.1,25.3,27.2,11.6,13.7,2562874,988761,0,823353,937126,928881,350299,511976
통일로67길,3,107,84699876,47.1,52.9,3.3,47,22.7,14.7,8.9,3.4,37031822,42923698,2537923,33403090,18236212,13175771,8075942,4526583
통일로68길,2,37,42070691,36.6,63.4,2.6,27.4,25.6,25.6,13.7,4.9,15148833,26921858,1096120,10266728,10719542,12023503,5942143,2022655
통일로69길,3,34,3981251,29.2,70.8,0.5,21.8,50.4,16.4,5.7,5.3,1151338,2829913,12192,830060,2021485,668955,218443,230116
통일로71길,1,60,15106667,69,31,6.3,19.7,28.5,29.4,11.4,4.7,12734527,2372140,261943,1448962,2045400,8818673,1226010,1305679
통일로73길,7,137,11755398,46.6,53.4,4.2,25.8,23.1,26.8,11.5,8.6,3890183,4689390,318079,2028423,1398049,2030812,965622,1838588
통일로77길,2,30,16751824,42.7,57.3,2.9,30.9,27.6,20.3,15.4,2.9,7407313,9344511,374505,4816408,4467088,3504833,2858502,730488
통일로78길,7,184,27707822,42.7,57.3,0.8,23.1,28.9,24.4,14.3,8.5,11336814,14892907,180189,5040587,7140424,6701839,4447530,2719154
통일로83길,12,177,99161358,40.7,59.3,2.5,35.7,26.4,19.9,11.3,4.2,35690152,63471206,1744843,37427658,22209065,21801064,12033132,3945596
통일로85길,3,94,16731747,45.9,54.1,0.3,33.8,24.8,22.7,12.9,5.4,6817753,9913994,23174,4452013,3768489,4449003,3093877,945191
통일로87길,5,100,9690516,41.2,58.8,3.7,37.7,31.6,12,12.1,2.9,3508273,6182243,414242,2816104,3130366,1821928,1331945,175931
통일로92길,5,78,32499787,37.7,62.3,2,24.5,25.5,28,12.5,7.5,11162883,18970061,523793,6406636,7361005,8739496,4411778,2690236
퇴계로10길,3,112,19306998,32.6,67.4,5,18.3,43.9,26.6,4,2.3,7086618,10440705,932520,4228340,7648263,3287287,985385,445528
퇴계로20길,5,137,82257596,7.4,92.6,43.1,32.5,6.2,10.8,6.3,1.1,9107468,73150128,31504790,25755752,8109537,9933000,5981632,972885
퇴계로28길,1,2,13247965,34.8,65.2,0,17.7,16.3,32.6,30.5,2.8,4039823,5476991,0,1404425,2054867,2964602,2553097,539823
퇴계로32길,2,59,36235724,40.7,59.3,5.1,34.7,28.9,15.1,11.4,4.9,12923494,17590889,1136923,8879561,10171911,4640453,3616791,2068746
퇴계로46길,4,60,30141009,35.5,64.5,1.6,33,36.7,19.2,6.1,3.3,9722563,17159252,434167,7501460,10465508,5520346,2098598,861736
퇴계로4길,10,127.5,56109084,36.3,63.7,9,22.4,30.5,24.6,10.7,2.8,20234035,26143403,3573336,10674006,12533462,10976973,7071945,1547717
퇴계로53길,7,79,93396828,30.7,69.3,0.9,32,30.6,29.4,6.2,0.8,26492649,50575735,511274,22253608,25734993,23143687,4773848,650978
퇴계로56길,3,10,7122173,42.8,57.2,0,38.1,37.3,13.9,10.4,0.4,2636604,3690595,0,2085716,2581148,1111398,482412,66526
퇴계로74길,2,48,9036466,48.4,51.6,0.9,25.4,32.1,12.7,27,1.9,2949875,2998621,30702,1126316,1954637,1108396,1652005,76442
퇴계로76길,4,311,54698784,45.2,54.8,2.1,34.6,31,17.7,11.4,3.1,22299522,26610116,750815,15231487,15045136,9856316,6469425,1556460
퇴계로83길,1,4,11962185,55.6,44.4,4.8,46.2,25.5,11.8,9.4,2.1,6254622,4621008,417647,4741176,2987395,1273950,766387,689076
퇴계로87길,9,34,33497688,34.2,65.8,4.8,38,31.4,13.3,7.2,5.4,11735360,19063007,1168100,9330007,7633898,4696096,3680971,4289297
퇴계로88길,4,16,6398696,61.2,38.8,3,41.1,23.3,13.2,13,6.4,3197609,2711957,326087,1818696,1523478,870000,899130,472174
퇴계로8길,16,223.5,130644606,41.2,58.8,5.4,27.2,32.5,22.6,10.1,2.2,45996341,56347250,3956263,31636603,32941828,19698849,11886825,2223229
퇴계로90길,3,45,12166072,52.5,47.5,4.1,42.4,27.3,17.1,6.2,2.9,5202254,5747913,542064,4277889,3010193,1884807,922838,312376
팔판길,11,119,26486993,38.2,61.8,0.5,42.4,24.2,16.4,12.9,3.5,8929352,13964577,114859,9719968,5727225,3487075,2993747,851056
평창11길,2,34,26255455,38.8,61.2,8.2,22.9,19.6,29.4,15.4,4.4,10065997,13559911,1187621,4346155,5686005,7235384,4186758,983986
평창길,4,32,25576391,30.6,69.4,7,25.8,23.7,17.5,17.8,8.2,7732590,15008845,825978,4335708,5658586,4159903,4657189,3104073
포방터길,3,94,10978205,44.8,55.2,0,20.4,22.1,28.4,23.8,5.4,2677206,3448179,0,863077,1819725,1376768,1574073,491742
풍성로25길,2,83,9854347,53.2,46.8,5.5,24.4,26.4,19,16.8,7.9,5265081,4589266,405782,2212366,2380775,2081337,1714915,1059172
풍성로37가길,3,150,8527826,51.5,48.5,0.6,17.1,49.4,20,10.6,2.3,3821509,3755233,36497,1262822,3679480,1512555,860293,225095
풍성로54길,2,25,10589607,46.3,53.7,0.5,10,26.9,39.8,15.2,7.6,4758221,5831386,47324,919080,2728907,4426844,1808916,658536
필운대로1길,10,228,46269513,15.5,84.5,28.4,33.6,9.5,17.7,9.3,1.5,9931976,36337537,10076048,13522965,6493175,9766049,5405735,1005541
필운대로5가길,5,82,33187769,18.7,81.3,1.7,42,30.4,15,9.1,1.8,7014284,23294702,399970,8666092,11387965,5647933,1812257,2394769
필운대로6길,9,183.5,29346340,46.1,53.9,0.6,21.6,28.6,30.8,15.4,3,12305692,13821708,183486,5191988,7126197,7899494,4673312,1052928
필운대로7길,9,53,11413849,39.8,60.2,2.7,38.8,33.7,16.5,7.2,1.1,3273678,6694992,303268,3987485,3781215,1245398,557755,93548
학동로20길,5,71.5,10004028,45.1,54.9,0.5,47.8,28.8,15.5,5.9,1.5,3109549,4587447,174299,3646035,2124748,1213282,445921,92711
한강대로104마길,1,41,2876336,68.9,31.1,0,9.4,15.6,25,43.9,6.1,942748,403817,0,103817,206870,360305,593893,81679
한강대로10길,6,19,4500370,60.6,39.4,0,17.1,31.5,34,11.8,5.5,1509422,1593658,0,668165,1088147,814748,374631,157389
한강대로15길,3,192,29920462,49.6,50.4,0.2,35.7,35.9,12.8,12.4,3,12683382,11159295,59712,8339671,7545561,2874254,3945733,1077743
한강대로21길,2,189,17595282,50.3,49.7,0,36.8,31.9,11.7,15.3,4.3,7612878,6383036,0,4685714,3741964,1678571,3070913,818750
한강대로23길,1,5,2971942,66,34,0,40.1,35.9,16.2,3.9,3.9,1743885,741727,0,1180576,856835,343165,54676,50360
한강대로38길,6,120,134695438,39.9,60.1,0.5,34.7,40.7,14,7.5,2.6,47017001,69394706,916709,41608246,44734424,15837015,9284312,4031005
한강대로40길,4,87.5,36623335,60.1,39.9,1.7,35.2,25.4,22.5,12.3,2.9,20569445,9429139,739047,12302009,6674793,5983104,3519487,780147
한강대로43길,7,95,37625461,55.5,44.5,0.8,26.3,37.8,23.1,8.3,3.7,15926072,11927315,211972,7176480,9607514,6714827,2593507,1549090
한강대로52길,6,196,66744491,45,55,0.5,31.3,31,26.5,7.3,3.5,21360227,26325613,132185,13353316,15173461,12159999,4741696,2125185
한강대로62가길,3,60,7932759,56.1,43.9,0,14.8,36.7,31,9.1,8.4,4485189,3447570,0,1147985,2878553,2894838,658575,352808
한강대로62길,7,163,63926833,67.6,32.4,0.6,35.4,30.6,22,7.9,3.5,35523020,20110964,224157,19343926,17741795,12277814,4488181,1558114
한강대로62다길,4,179,48300215,63.1,36.9,1,29.1,26.1,25.3,12.8,5.7,27879033,11284999,692262,12821107,8923748,8922884,5241634,2562400
한강대로7길,8,194,56456295,45.2,54.8,0.4,28.2,33.7,24.4,9.6,3.7,19342358,19177215,107363,10229310,13196373,8130345,5048075,1808113
한강대로88길,1,9,25212389,18.5,81.5,2.5,79.5,8.7,2,5.6,1.6,5108838,20103551,509065,20626253,2068079,390890,1104491,513611
한강대로96길,6,339,50165163,44.7,55.3,3,35.1,30.4,21.6,7.6,2.3,16570121,25744122,1162826,15025462,13701861,8931163,2635797,857139
한글비석로1길,3,70,26815569,40.1,59.9,0.1,13.7,24.2,29,27.5,5.5,9753303,14746104,56360,3071101,5403975,6970758,7582235,1414978
한글비석로20길,10,321,84867915,44.2,55.8,4.7,32.3,22.4,21.9,14.2,4.6,34805222,45756049,2543608,21941769,17124705,19927544,14835335,4188313
한글비석로23길,5,348,3599284,38.5,61.5,1.7,18.5,32.6,20.8,16.8,9.6,1212155,2083948,22322,446917,1006176,718837,696344,405507
한글비석로46길,7,73.5,50330246,37.4,62.6,2.3,36.1,27.1,17.3,12.5,4.8,17213328,33116918,1020236,15666525,11671622,12546149,6436271,2989443
한글비석로48길,1,21,9578411,37.8,62.2,5.8,31.9,26.6,24.3,10.3,1.1,3682902,5895509,519033,2797429,2720643,2541332,898717,101257
한남대로20길,9,135.3333333,125464023,29.8,70.2,0.7,32.8,33,18.9,11.2,3.3,32677903,75900332,690653,34561487,35011398,20559091,12665895,5089712
한남대로21길,4,15,32821536,37.9,62.1,0.9,52.7,28.9,10.2,5.4,1.9,11451695,18176405,145238,15321429,7705556,4392965,1619262,443651
한남대로27길,7,91.5,338909144,31.5,68.5,1.5,56.3,26.3,8.9,5.4,1.6,97268921,210112501,3654849,171316117,84601397,26295779,16904904,4608379
한남대로42길,6,45,26767425,36.2,63.8,0.9,51.2,29.6,14.8,2.4,1,9503890,17263535,394430,12591208,8952746,3964482,756987,107572
한림말1길,4,125,55607219,50.6,49.4,1.3,30.8,28.1,19.9,11.3,8.6,23762503,26473999,454916,14524853,13935160,10183575,6075080,5062919
한림말3길,6,144,36381592,47,53,1.6,26.5,26.8,24.1,11.2,9.9,15057992,18315616,397275,8297302,9097956,8174971,3823935,3582171
한림말길,8,116,40942023,39.2,60.8,0.8,22.6,31.5,25,12,8,13626607,23395468,213304,7993816,11140234,9630415,5066290,2978018
한천로101가길,3,93,67145467,39.3,60.7,2.4,17.4,27.2,32.1,13.7,7.2,26144359,36541044,1050097,8704567,16874549,21999203,9247728,4809261
한천로11길,3,80.5,8443191,29.4,70.6,2.9,24.9,24.8,34.7,10,2.8,2784211,5658980,259049,1917590,2313424,2874610,776008,302510
한천로130길,5,45,4777767,47.6,52.4,0.6,24,45,19.8,4.7,6,1966101,2334581,16204,775446,2064164,842391,243756,358721
한천로131길,4,27,11288733,48.8,51.2,1.5,29,27.7,28.3,10.6,2.9,7129936,4158797,101150,1919576,2178812,5824027,1046172,218996
한천로132길,6,19,8430359,43.9,56.1,1.1,41.3,23.9,14.8,10.7,8.2,3607555,4822804,60728,2693322,2284680,1339528,1395919,656182
한천로143길,5,127,14516942,52,48,2.7,43,33.1,8,9.5,3.7,6954540,6152549,338333,4602103,4613736,1303952,1410846,838119
한천로144길,2,46,12470000,48.1,51.9,0,39,19.8,19.2,13.6,8.4,5375625,6358125,0,4476250,2475000,2153750,1731250,897500
한천로14길,9,105,84785980,41.8,58.2,1.3,26.9,40.7,18.8,8,4.3,32620665,41416393,1080456,18498630,30065140,14167988,6907453,3317388
한천로150길,4,75,11049315,34.5,65.5,0,41.5,30.6,11.7,11.2,5,3453302,7596013,0,4032827,3307324,1168579,1232893,1307692
한천로155길,2,25,5773682,53.7,46.3,0.7,19.6,32,21.4,16.9,9.5,3066759,2318087,39260,761852,1694320,1023536,956879,909001
한천로170길,1,8,4385715,16.6,83.4,0,10.8,30,30.3,5.8,23,442328,3943387,0,411111,270370,370370,331217,3002647
한천로17길,2,19,8355691,28.9,71.1,2.9,24.3,25,34.9,10.1,2.8,2694172,5661519,259165,1827162,2314462,2875900,776356,302646
한천로18길,2,165,57685334,41.3,58.7,1.7,19.6,29.7,27.6,14.3,7.2,23048722,28276366,775503,8651208,15269083,14348158,7811925,4469212
한천로24길,4,110,45718823,45.9,54.1,1.3,26.3,35.4,26,7.3,3.6,18959528,21759052,444550,10371751,13953127,10443719,3666963,1838473
한천로33길,3,49,24528452,36.4,63.6,3.8,32.3,19.3,27.1,14.5,3.1,9350569,15177883,544020,6606239,4952904,7044946,4077244,1303099
한천로36길,3,137,44490305,43.3,56.7,3.6,37,22.1,18.7,13.5,5.1,15192060,21029319,1086845,12167939,7724031,7403605,5526189,2312771
한천로46길,8,205,32458064,42,58,6.2,25.6,30.9,24.7,9.4,3.2,12728716,17791016,1550715,7062005,9619078,7926726,3484375,876837
한천로78길,4,107,28032158,48,52,1.4,41.1,29.6,14.9,8.9,4,11596938,14555672,349407,9612175,6901075,4701683,2910123,1678148
한천로80길,5,97,27554163,36.6,63.4,1.4,43.9,25.4,14.1,10.1,5.2,8800054,16425687,242381,9842279,6102717,4209188,3050124,1779051
해등로16길,9,156.5,42765448,44.5,55.5,3.4,22.2,28.4,25.1,14.5,6.3,17760003,25005445,1256426,8633602,11867177,10922146,7113868,2972229
해등로26길,3,60.5,19820309,35.2,64.8,1.1,27.4,17.4,26.3,23.7,4.1,6156920,13663389,224149,4200209,2936491,6141947,5413420,904093
행당로17길,1,22,6652202,42.7,57.3,9.5,38.3,19.9,22.8,8.5,0.9,2852207,3799995,514546,2469142,1358201,1649862,573119,87332
행당로1길,1,6,2426316,20.8,79.2,0,0,71.9,20.8,7.3,0,706915,1719401,0,0,1700397,539688,186231,0
행당로8길,5,67,26034285,34.1,65.9,6.7,23.4,22.6,30.2,14.2,2.9,7934687,15559764,1332395,4757613,5430464,7572763,3527131,874087
행운1길,8,246,47052624,37.7,62.3,2.3,47.3,28.7,12.6,6.3,2.9,13749736,30415920,1155186,22515206,11566708,5093680,2974418,860462
행운길,10,331,71171292,43,57,1.8,41.3,33.4,13.5,6.9,3.1,28890202,38205659,1005546,24874658,22569879,10584337,5643671,2417772
혜화로14길,1,52,11774044,46.1,53.9,4.1,27.6,17.8,29.9,15.3,5.4,5622154,5035450,373479,1936049,1611325,3302477,2909251,525023
혜화로3길,12,400,77353230,43.7,56.3,3,60.5,13.2,9.6,10.6,3.1,32635159,40515516,1748502,38626316,9952459,9299087,10289922,3234389
호암로18길,1,25,3460039,33.1,66.9,6.1,22.7,28,29.5,11.5,2.2,1081780,2378259,118184,852819,947689,980671,482843,77833
호암로22길,20,429.5,154413216,55.4,44.6,7.4,37.6,30.5,12.7,8.8,2.8,87524799,66888417,11978367,54534965,43496267,26972541,12720865,4710211
호암로26길,40,610.5,472509367,53.7,46.3,3.6,45.8,29.7,10.1,8.3,2.4,236710481,235798886,19432682,207992761,132450698,58445439,36959719,17228068
홍릉로29길,1,71,15125473,51.7,48.3,1.1,32.9,29,17.2,14.8,5,7451544,6182838,70834,3818175,4161248,2174019,2538213,871893
홍릉로5길,1,148,11764385,54.8,45.2,0,0,0,0,36.5,63.5,2990923,2865000,0,0,0,0,1672308,4183615
홍연길,3,22,3820423,55.7,44.3,3.3,29.6,37.8,9.8,11.4,8.2,1957042,1393662,63380,909859,1334507,165493,578169,299296
홍은중앙로8길,2,12,6235385,59.1,40.9,6.4,43.4,30.6,13.8,5.9,0,3690769,2216923,286923,2351538,1621538,1338462,309231,0
홍은중앙로9길,1,33,20782883,44.4,55.6,3,28.5,25.9,21.5,16.4,4.7,8411879,10799161,465042,4864385,5222994,4510737,3034168,1113715
홍제내2나길,1,36,3753553,72.4,27.6,0,8,31,24.1,20.7,16.1,2756588,118851,0,26042,438539,1304290,97222,1009346
홍제내길,5,62.5,17628022,49.4,50.6,2.2,31.7,18.2,22.6,18.3,7,9191432,7099001,341220,4210938,2965502,4161317,2559089,2052369
홍제천로2길,1,55,570423,33.7,66.3,0,66.3,8.7,8.7,16.3,0,98727,471696,0,318120,29252,21940,201111,0
홍지문2길,8,133,141539383,40.2,59.8,13.5,67.8,5.3,5.9,6.7,0.9,52660293,81574292,16405898,86712932,10141418,10254801,9361348,1358190
홍지문길,7,120,116749133,38.5,61.5,14.5,65.1,5.9,6.5,7.1,1,41478310,67966025,13911709,68245754,9049538,8978040,8029305,1229991
화계사길,6,124,7836998,53.7,46.3,4.9,25.4,20.6,29.1,16.3,3.8,3229842,4213069,181477,1345041,1222454,2062284,2110308,521349
화곡로15길,11,221,51166718,45,55,1.9,34.2,37.5,14,10.3,2.1,20894767,30271951,891753,16416887,18897229,8202627,5626592,1131630
화곡로20길,6,67,41766485,35.3,64.7,8.8,46.4,22.8,11.1,8.8,2.1,15455880,26310605,3425786,19085333,9648488,4564041,3957439,1085398
화곡로25길,6,136,90062771,40,60,6.1,48.9,22.6,13.2,7.1,2,35840548,54222223,5435787,43263625,19618655,12432993,7265173,2046538
화곡로31길,2,38,16318916,42.8,57.2,1.7,37.7,24.7,15,14.5,6.4,6375436,8148501,266837,4735889,3376660,2390095,2648296,1106162
화곡로42길,2,12,19171188,39.8,60.2,1.7,35,33.3,20.2,6.1,3.7,7616429,10322373,304094,5721749,5874099,3669820,1443738,925302
화랑로11길,8,280,74244956,33.2,66.8,2.3,43.9,26,16.3,8.5,3.1,33120968,41123988,1055613,28778724,21981814,12165224,7544116,2719465
화랑로18나길,1,40,12611842,17.7,82.3,4.7,57.5,19.3,10.5,4.7,3.3,2179178,10432664,539759,7184708,2371853,1442716,678728,394078
화랑로19길,1,41,12040000,24.6,75.4,0.6,45.5,28.7,16,7.7,1.6,2811579,8080526,56842,4474737,3456316,1651053,1105789,147368
화랑로25길,2,80,1035461,16.5,83.5,0,22,11,33.9,27.6,5.5,184397,448227,0,99291,95745,248227,166667,22695
화랑로32길,16,283,86843555,41.1,58.9,5,56,17.5,10.9,7.9,2.6,34002090,47997229,3746885,40806981,16252567,9779149,8183830,3229909
화랑로40길,4,70,52030643,42.7,57.3,2.2,36.4,30,16.4,10.3,4.6,19616805,28167462,860392,15905190,13897791,8552949,5914413,2653532
화랑로43길,1,49,26829751,53.9,46.1,6.5,50.2,16.3,11.5,11.7,3.8,14207285,12622466,1370883,11850896,4470880,3901560,3793136,1442396
화랑로45길,1,41,3445174,52.6,47.4,0,11,36.1,27.1,17.1,8.7,1520195,1550401,0,408152,877954,846421,611046,327024
화랑로47길,1,8,7435542,41.1,58.9,3.5,32.7,22.2,14.9,16.8,9.8,3344191,4091351,220667,2124618,1788956,1100226,1283598,917477
화랑로51길,10,87,34367239,22.5,77.5,4,54.4,12.3,19.1,9.2,1.1,9039876,25327363,1607832,15237513,5147573,8233453,3731033,409835
화랑로53길,1,54,5141322,42.4,57.6,12.9,23.5,18.8,24.8,14.2,5.8,2135534,3005788,478639,1024681,740569,1563045,897555,436833
화랑로5길,5,137,21619814,34.9,65.1,4.4,27.4,22.1,26,13.3,6.7,7245757,12872635,643331,4877608,4467439,5575321,3264059,1290636
환일길,2,118,753545,27.6,72.4,0,29,37.4,26.2,0,7.5,203926,465656,0,156798,238874,256264,0,17647
황물로15길,1,15,5654671,39.4,60.6,20.5,18.9,25.8,16.7,15.9,2.3,1165787,3484143,2209822,165787,703726,610733,589980,369883
황물로3길,2,62,4404863,54.7,45.3,0,29.1,38.9,21.8,4.7,5.6,2138281,1722162,0,1206798,1716310,695089,129747,112500
회기로21길,10,68,111473493,43.9,56.1,13,65.1,8,6.1,6.5,1.3,52965910,58507583,15653766,71790085,9945131,6678144,6250557,1155810
회기로23길,6,57,48755187,40,60,9.3,69.1,11.3,4.9,4.9,0.6,24437125,21712179,5306052,31740903,5628217,1858985,1387040,228107
회기로28길,5,162,116854637,43.2,56.8,3.1,64.5,18,8,5.2,1.3,51626804,65227833,3507671,72400701,21438752,10439231,7067753,2000529
회기로29길,9,105,66075767,42.4,57.6,2.9,63.5,17.7,8.6,6.2,1.1,26443956,39631811,1738970,43643818,10874384,5366873,3689772,761950
