상권코드명,유사업종점포수,평균영업개월수,당월매출금액,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액
마천로51길,8,118,50352002,46.4,53.6,1.7,22.3,26.2,27.2,15.7,6.8,24036184,26315818,768230,9034136,12937050,15293371,8795902,3523313
마천로57길,6,87,14608774,35.8,64.2,1.8,17.1,37.7,27.2,10.3,5.8,4823950,8530648,163605,1969003,4735634,3694213,1921941,870203
마천로7길,3,26,2847129,32.8,67.2,2.1,26.9,15.2,11.6,34.6,9.6,803982,1850554,30075,899276,254759,252905,877522,340000
마포대로12길,14,93,94311016,46.4,53.6,0.9,28.4,38,18.9,9.8,4,35674938,38873084,645160,19530640,28783035,15281401,7813231,2494558
마포대로14길,14,156,70573053,68.7,31.3,5.3,45.7,26.8,13,7.5,1.9,40613298,19197775,2081726,25407429,17335663,8549866,5316936,1119455
마포대로16길,3,6,21212278,51.9,48.1,3.2,30.6,24.5,22.7,13.4,5.6,8030646,7681659,358490,4717225,3701349,3426093,2490664,1018484
마포대로4길,5,216,79080637,39.5,60.5,4.5,28.8,24.6,28.2,10.6,3.3,23384963,34634942,1596937,14194658,14813078,17553410,6365985,3495840
만리재로24길,3,0,1941964,32.3,67.7,0,50,29.3,8.9,11.8,0,552679,1275000,0,850893,669643,133929,173214,0
만리재로35길,6,24,13960131,37.3,62.7,0,31.2,45.1,13.8,8.8,1.1,4953832,7301337,0,3283274,6076203,1635205,1076619,183868
만리재옛길,17,177,30502033,51.6,48.4,1.2,31.3,33.8,21.1,9.2,3.4,12364035,12460891,243477,6740437,8579575,5891867,2628238,741335
망우로10길,3,15,9776470,41.2,58.8,2.8,42.5,29.8,21.3,2.4,1.2,3763384,6013086,207538,3478439,2790578,2681126,496189,122600
망우로14길,6,36,259630,43.5,56.5,0,89.1,10.9,0,0,0,75371,135741,0,183334,27778,0,0,0
망우로16길,2,17,8882878,36.4,63.6,8.4,62.4,8.2,10.4,6.3,4.3,3146117,5736761,636640,5439702,756131,961474,645953,442978
망우로18다길,3,55,58602241,56.7,43.3,5.1,75.8,7.4,3.4,7.2,1,32006152,26596089,3175144,43527340,5002668,2310674,4098166,488249
망우로32길,4,175,48644975,44.6,55.4,3,42.8,27.4,17,8,1.7,21964286,26680689,1236160,20618287,13276272,8760029,3755525,998702
매봉길,8,142.5,56656321,49,51,0.8,22.9,39.1,22,9.4,5.8,25290366,24930986,269048,10245813,19492748,12266135,4795452,3152158
면목로27길,7,130,24987356,38.6,61.4,4.2,27.6,34,23.5,7.5,3.3,9445897,15541459,733780,5896050,8608851,6236847,2513241,998587
면목로33길,12,168.5,28124680,39.2,60.8,4.2,27.8,34.2,22.2,8.5,3,10693999,17430681,864141,6709492,9624474,6568719,3358014,999840
면목로35길,4,101,6152143,34.6,65.4,2.9,32.8,28.7,25.8,7.9,2,2429570,3722573,181643,1857950,1830518,1697066,516015,68951
면목로48길,7,151,56132036,45.6,54.4,1.8,36.6,29.2,17.6,10.8,4,23629730,32502306,921845,18729915,14566761,10038990,8661188,3213337
면목로54길,1,26,2740741,87.8,12.2,0,0,0,0,87.8,12.2,2246914,493827,0,0,0,0,2530864,209877
면목로74길,2,74,36445236,41.4,58.6,4.2,41.8,27,14.8,10.3,1.9,15259675,21185561,1335991,14021913,9586000,6324500,4182530,994302
면목로91길,2,124,8824324,66.2,33.8,0,21.5,21.5,25.9,20.1,10.9,6139639,2684685,0,1513514,2090090,2518017,1810811,891892
면목로92길,6,54,21683624,45.1,54.9,0.6,39.5,35.5,16.8,5.7,1.8,7359616,7056771,92000,5016149,4685087,2859138,1248188,515826
면목천로23길,2,98,12588180,48.9,51.1,0.7,29.9,36.1,17,13.9,2.4,5683735,5506901,55911,3359843,3558145,2005469,1865371,345899
명동길,19,376.5,285600329,49,51,0.6,23.2,29.7,23.8,14.2,8.5,103506206,124776918,1313883,48771249,65953015,55656541,35667049,20921388
명륜길,8,40,27574710,41.7,58.3,0.7,88.3,4.7,1.7,4,0.5,11412341,16162369,209424,23940140,1344658,858600,1031723,190165
명지대길,13,217,62427311,45.6,54.4,7.2,57.3,12.7,12.6,8.4,1.7,26847097,35580214,4443125,32375879,8828403,8940021,6477663,1362220
목동남로4길,6,81,44422794,47,53,2.6,27.9,26.6,23,14,5.9,19413949,21517221,833543,8763133,10933093,10638008,6739804,3023592
목동중앙남로10길,2,21,4242276,39.8,60.2,2.4,30,45.8,14.6,6,1.1,1451327,2790949,95505,1053108,1814585,840781,259226,179071
목동중앙남로13길,2,13,1605839,19.3,80.7,0,37.9,37.9,9.9,14.3,0,256170,1349669,0,424400,730275,271463,179701,0
목동중앙남로4길,3,23,11244608,50.7,49.3,13.7,16.6,26.5,32.4,9,1.8,4875902,5349693,1119191,1735405,2662959,3541638,968258,198143
목동중앙본로7길,3,171,92750054,42.7,57.3,5,31.3,29.4,19.4,11.2,3.7,35410948,47439933,2519457,23819634,26956286,15892010,10730292,2933202
목동중앙북로7길,3,118,63248593,42.1,57.9,3,28.5,34,21.6,9.9,3,24436150,30112217,1143403,14048403,17403030,12188049,7120048,2645435
목동중앙북로8라길,3,1,3514599,33.3,66.7,9.3,33.3,30.7,13.3,12.1,1.3,1127737,2189781,182482,1226277,864964,496350,503650,43796
목동중앙서로7길,7,38,11140464,36.3,63.7,2.5,24.7,25.2,32.3,13.1,2.2,3888507,7251957,189057,2612417,2815609,3690811,1592340,240230
무수막길,11,186,47537223,43.6,56.4,3.9,31,29.8,20.6,11,3.8,17589838,26127454,1332373,11130394,11841134,11787302,5620002,2006087
무학로14길,7,130,50709057,46,54,1.1,23.2,34.9,20.3,15.2,5.4,19388232,21114151,336707,8261668,13766762,9040739,6831726,2264783
무학로30길,3,36,9993334,46.6,53.4,0,24.4,42.6,22.2,6.3,4.5,6176297,2917037,0,1342963,2429629,4492593,509630,318518
무학로43길,2,40,1366667,60.8,39.2,0,26,26,17.8,26,4.1,485185,425926,0,351852,229630,162963,129630,37037
무학봉15길,1,37,24268202,42.1,57.9,3,39.1,26.5,19,7.5,4.9,8905596,13123310,518409,7896149,5794017,4392041,2057128,1371163
무학봉길,4,11,27874739,44.9,55.1,1.1,30.1,37.1,21,7.4,3.3,10435876,12593447,117504,5537183,9237282,4557324,2697755,882276
문성로30길,2,23,10380406,38.6,61.4,1.7,29.3,35.5,20.1,11,2.4,3409467,5299035,146902,2249403,2960157,1947761,996379,407904
미성길,3,40,13829683,50.8,49.2,5.1,29.3,28.3,24.3,11.1,1.9,6065136,6238773,530379,3203605,3756308,3046223,1435604,331790
바람드리길,6,220,45556266,38,62,7.8,41.4,22.8,11.4,10.7,6,15160964,23771259,2701791,14319086,8808296,4826863,5355847,2920343
바우뫼로37길,8,66.25,63435026,46.9,53.1,0.3,32.6,35.2,19.8,9.1,2.9,21472360,20710443,69504,11764967,15827799,8621550,4460984,1437999
바우뫼로39길,27,585,203405250,48.4,51.6,1.5,39.1,33.5,12.7,8.8,4.4,81507972,80460827,1980095,56308840,53493594,23946002,16513639,9726632
반포대로12길,5,27,9232625,55.6,44.4,0,24.2,43.7,21.6,8.1,2.4,4132147,2547411,0,1300680,3394937,1261386,574046,148510
반포대로19길,3,83,25072249,44,56,1.8,34.9,29.4,18.5,10.9,4.5,8933824,11043271,278612,6326051,5778681,4030160,2425472,1138122
반포대로21길,4,94,28322452,37.4,62.6,1.8,46,29.6,12.3,7.5,2.8,9429282,15600569,198758,10902413,7122128,3761696,2119905,924952
반포대로22길,6,133,52020982,45.1,54.9,0.6,38.2,31.6,22.6,5.6,1.4,20477679,19387388,222656,15519085,14115067,6570089,2360602,1077567
반포대로9길,11,372,87428845,52,48,1.4,28.5,24.9,28.9,10.4,5.8,38904134,32634120,874952,17459527,18690097,22914787,7762404,3836489
방배로15길,5,78,16115218,30.5,69.5,3.3,22.2,44.7,20.2,7,2.5,3696073,9417399,251131,2379260,5654514,2720171,1795620,312777
방배로23길,11,128.5,70098405,44.4,55.6,1,33.4,30.9,24.9,7.7,2,24400133,32690912,715183,17926752,17826049,14022706,5464083,1136272
방배로31길,14,179.5,96091753,53.4,46.6,3.3,37.6,30,16.6,7.4,5.2,41732386,39258428,1908377,27840496,25499504,15320075,5762372,4659991
방배로42길,11,188,123059700,42.8,57.2,0.8,28.7,27.6,25,11.9,5.9,42215411,61038676,614185,25238865,28700305,29119412,13767019,5814306
방배로6길,3,94,20384033,34.5,65.5,1.4,28.4,19.6,24.3,14.4,11.9,5616250,11037624,142770,4012359,2505556,5748434,2402499,1842258
방배천로4안길,8,139,57749013,41.3,58.7,0.7,20.8,28.8,24.5,13.2,12,18652477,27155421,292974,9475155,13697352,11873915,6044236,4424269
방울내로7길,2,49,11896667,30.7,69.3,6.9,48.6,30,7.7,5.4,1.5,2748363,9148304,538444,6292520,3628320,608444,793927,35012
방학로6길,10,194,53819684,41.7,58.3,6.1,34.9,24.7,17.6,12.7,4.1,20894367,29426495,2559536,16260527,12428398,9282857,7323980,2465568
방화동로5길,2,104,16570969,42.8,57.2,3.1,39,31.9,12.2,9.7,4.1,6419997,8565054,430547,5735372,4770469,1884843,1470874,692946
백범로16길,5,19,67726811,38.8,61.2,9.9,39.4,20.8,14.4,12.3,3.1,22830980,36623480,4439084,22528268,13906021,9175568,7382551,2022972
백범로25길,6,54,11010651,46.1,53.9,1.9,30.9,32.6,22.4,10.2,2,4927839,4891552,103968,2574212,2721096,2832831,1347825,239460
백범로26길,3,43,31179788,34.4,65.6,0.3,27.3,36.8,18.6,11.8,5.2,8950119,17366981,37594,6483393,9890236,5443825,3137236,1324817
백범로77길,2,7,3170074,78.6,21.4,0,17.5,45,27.2,9.3,1.1,2352894,627986,0,449634,1463736,640605,406319,20586
백범로87길,7,75,30549789,41,59,0.3,32.3,42.4,14.9,7.2,2.8,11205256,15022265,72369,7696131,11064505,4697806,1718141,978572
백범로90다길,4,72,45945693,53.5,46.5,0.5,21.7,39.6,22.7,11.5,4,20413443,16942663,167524,7462983,15441916,8960781,3739840,1583062
백범로90라길,6,79,29109551,40.2,59.8,0.3,32.5,43.3,14.8,7.1,2,10007875,14329170,72369,6926845,10940457,4084472,1667665,645239
백석동길,13,174.5,140005664,43.9,56.1,0.3,18.9,24.9,29.9,18.8,7.2,54202072,70070223,208333,19173310,30176284,37751425,27221514,9741428
백제고분로12길,4,65,15020529,47.9,52.1,0.6,25.6,27.5,24.4,14.7,7.2,5409395,6697672,48963,2859986,2836622,3074325,1924926,1362246
백제고분로18길,5,60,30778662,50.5,49.5,1.3,28.9,30.4,24.6,11.1,3.6,14325989,14353910,310242,8226193,8692996,6969948,3187781,1292740
백제고분로19길,10,159,131352774,40.1,59.9,6.7,24.8,23.4,19.8,12.7,12.6,48888795,70631339,6143219,25792265,25192035,26990896,17491505,17910218
백제고분로21길,6,40.66666667,18655734,49.8,50.2,1.5,38.9,29.3,19.9,8.8,1.5,7393677,8052426,159804,5877951,5101451,2667661,1324373,314866
백제고분로27길,9,213,65677839,43.2,56.8,1.6,35.4,31.9,16.3,12,2.7,26758541,34849565,741665,20300882,19742769,10659407,7999916,2163469
백제고분로31길,12,254.5,70705164,46.5,53.5,3.5,36.1,31.8,16,10.1,2.5,31489394,34816640,1584354,21838053,20543891,11925933,8228581,2185222
백제고분로32길,25,646.5,118509405,45.3,54.7,0.9,25.9,34.3,24.1,10.1,4.7,45774980,58459816,977700,22731058,34090864,26917182,12413436,7104566
백제고분로34길,5,145,23262497,40.9,59.1,1.2,26.1,38.1,18.3,12.1,4.2,7783694,11528797,189952,4315500,7143294,4129115,2572928,961702
백제고분로39길,16,129,48717512,42.7,57.3,1,30.4,34.7,19.1,9.8,5,20539190,23123967,402221,12636165,15025218,8424887,4868869,2305802
백제고분로40길,13,190.5,65538829,40.1,59.9,2.3,34.5,31.6,15.9,10.1,5.5,24340033,36862364,1199139,22462870,18596935,9822097,5843495,3277858
백제고분로41길,21,228.5,308597351,40,60,2.1,49.5,27.5,10.7,7.2,3,107346898,173394610,4896611,136667992,78108691,29939564,22361503,8767155
백제고분로42길,5,35,70453716,23.5,76.5,7,66.2,15.3,6.2,4.3,0.9,17141223,53312493,5409027,47799484,9758846,4180048,2393640,912671
백제고분로45길,26,196,391421608,31.4,68.6,2.1,59.2,23.8,7.9,5.9,1.1,109434720,281986888,7530671,241431647,90257971,27772080,20855917,3573322
백제고분로46길,11,264,57800803,27.8,72.2,1.3,51.3,26,9.8,7.1,4.5,12177268,35841646,309300,23774209,13133208,5390124,2936438,2475636
백제고분로50길,17,66,60305687,45.8,54.2,2.9,32.2,29.3,24,8.6,2.9,23130851,28905727,981810,13802138,14984082,13903271,5912455,2452825
범안로17길,1,42,4031884,39.5,60.5,1.1,36.1,27.9,16.2,15.1,3.5,1137681,2546377,54348,985507,1292029,778986,464493,108696
법원단지5길,1,25,6242017,29.1,70.9,2.5,12,26.5,35.9,21.4,1.7,1974828,4267189,118014,601957,1608899,2433300,1248913,230934
법원단지길,4,59,20395434,43.2,56.8,1.6,19.8,27.1,32.9,14.2,4.3,8648939,11746495,229542,3482755,5322040,7387744,2930201,1043152
보국문로11길,7,133.5,39377110,44,56,4.9,29.9,24.8,20.2,14,6.3,15958804,18645322,1581821,10002038,7858924,7501902,5349478,2309964
보국문로16길,2,9,29267954,50.1,49.9,6.6,47.8,22.2,13.7,7.4,2.3,13590654,13905293,1588320,11815835,6769958,3950280,2551572,819983
보국문로18길,2,9,29267954,50.1,49.9,6.6,47.8,22.2,13.7,7.4,2.3,13590654,13905293,1588320,11815835,6769958,3950280,2551572,819983
보국문로8길,5,90,44784109,49.2,50.8,4.7,40.3,22.5,18.8,10,3.7,19965257,21900475,1700278,16568484,9572322,8366304,4407653,1250694
보라매로2길,3,51,28698563,38.7,61.3,2.6,25.7,33.6,25.8,8.7,3.6,10093628,16402996,491041,6328646,9099670,6652993,2803005,1121271
보문로13다길,1,62,15512264,47,53,0,12.3,44.8,26.5,12.3,4.1,13661321,1205660,0,269811,4995283,7366038,2151887,83962
보문로19길,1,14,1843662,41.2,58.8,0,35.3,0,29.4,35.3,0,422535,1045775,0,431690,0,298592,738028,0
보문로23길,3,92,54059333,38.1,61.9,1.5,38.4,31.3,16.1,8.8,3.9,19312824,29023875,572849,16333435,15837103,8266574,5443460,1883279
보문로29다길,1,7,5407333,39.7,60.3,0,24.6,35.7,30.1,7.5,2.1,1892254,3515079,0,1210348,1808231,1762401,474973,151380
보문로30가길,4,161,7131543,23.8,76.2,5.5,74,9.9,2.8,7.8,0,1721073,5410470,519191,4933949,770988,355979,551436,0
보문로34길,21,194.9,175395195,12.1,87.9,11.2,66.2,9,6.2,6.8,0.7,29007188,146388007,16967268,107537498,18418497,15846671,15157085,1468176
보문로34나길,6,49,11021143,8.8,91.2,1,77.8,8.4,4.9,7.8,0,1342479,9678664,114698,8158569,1228826,742175,776875,0
보문로37길,4,18,7969202,52.4,47.6,1,30.8,28.1,18.5,16,5.7,3004406,3112716,41667,1589362,1730175,1329102,1098761,328054
보문로3길,3,25,17568511,41.6,58.4,1.5,33.8,24.3,22.5,11.2,6.8,6873168,9174313,189169,4817071,3878392,4134998,1963500,1064352
복은길,3,34,12493472,54.4,45.6,4.5,43.6,35.1,9.9,5.6,1.3,7161575,5331897,453649,5145674,4729798,1316724,644652,202975
봉우재로14길,1,10,1948000,41.5,58.5,0,22,36.6,14.6,17.1,9.8,1060000,888000,0,364000,512000,456000,308000,308000
봉우재로28길,2,5,8634091,34.7,65.3,2.8,49.6,36.8,6.2,4.2,0.3,2774625,5859466,245788,3952759,3623831,451051,347578,13084
봉우재로33길,2,9,17303425,79,21,0.8,17.8,55.6,20.9,4,0.8,3791096,914384,52055,617123,2526027,1261644,214384,34247
봉우재로70길,6,157,27884782,35.6,64.4,4.2,33.4,24.2,19.2,14.4,4.7,9142554,16206589,759817,7447401,5874076,5432259,4589628,1245969
봉천로13길,5,50.33333333,28475751,38.8,61.2,1.3,29.6,39.7,22.6,5.1,1.7,9068341,19407410,227384,6144850,15245265,5028273,1454145,375834
봉천로23길,1,33,1531250,100,0,0,0,0,14.8,85.2,0,1531250,0,0,0,0,290179,1241071,0
봉천로23나길,5,96,23939883,43.6,56.4,1.9,38.6,32.1,17.4,7.7,2.2,11202951,10498111,261193,9426598,5974657,3038698,2604015,395902
봉천로30길,1,8,21025600,48.6,51.4,5.8,34.2,20.5,17.9,15.8,5.8,9056800,9701600,815200,5527200,3774400,3792000,3409600,1440000
봉천로31길,3,5,3005714,46,54,0,62.8,16.8,8,12.4,0,968571,1462857,0,1477143,342857,202857,408571,0
봉천로33길,4,47,28678817,39.1,60.9,7.6,24.4,29.6,25.7,9,3.7,11300445,17378372,1676336,6070597,8766373,8082034,2954328,1129149
봉천로6길,13,79,48844827,46.2,53.8,1.1,37.8,36.3,13.5,7.1,4.1,20670249,25039629,398601,17840127,15693877,6662695,3151176,1963406
봉화산로30길,7,83,16109135,25.7,74.3,1.6,38.5,30.5,19.2,5.2,5,4582213,11526922,200130,5000863,5375444,4204011,789544,539143
봉화산로4길,4,100,18797204,40.4,59.6,3.2,40.5,31.6,12.3,9.5,2.9,8017156,10780048,754956,6776333,5619846,2740093,2155518,750458
봉화산로56길,14,139,74141358,43.4,56.6,2.4,15.3,25.9,32.9,17.4,6.1,29473787,38778062,861429,8321953,17560964,23376168,13485800,4645538
부일로15길,1,4,2800734,20.6,79.4,1.2,10.2,22.7,55.5,10.5,0,743489,2057245,39027,250099,659567,1601315,250726,0
북아현로12길,3,10,3120045,49.7,50.3,2.4,34.9,28.3,24.1,7.7,2.6,1522422,1597623,52428,1001005,942371,838116,207843,78282
북아현로14길,3,10,3120045,49.7,50.3,2.4,34.9,28.3,24.1,7.7,2.6,1522422,1597623,52428,1001005,942371,838116,207843,78282
북촌로5가길,30,498,226676396,36.4,63.6,2.9,34.8,29.2,18.9,10.4,3.8,73833697,122585751,3511720,65688030,53576883,39359620,25903093,8380110
북촌로5나길,31,210.2666667,183714096,38.2,61.8,2.4,45.3,27.4,13.6,8.3,3,65313943,105055579,3483473,75717262,45910558,24780796,15203771,5273665
북촌로6길,4,48.5,8520208,38,62,0,34,24.5,21.6,16,3.9,2181335,5448630,0,2868975,2098601,1380488,952632,329268
불광로18길,3,38,3895944,40.7,59.3,0,2.8,29.9,16.7,41.5,9.1,1462268,2070202,0,81561,972158,716091,1379378,383284
불광로2길,4,53,10182741,43.4,56.6,0,28.4,26.8,27.8,10.5,6.5,3951661,5156088,0,2071918,2799106,2562767,1107956,566004
사가정로27길,5,129,6760842,35.7,64.3,14.9,19.6,22.4,30.2,6.9,6,2077933,4682909,978950,1203253,1601602,2056226,543682,377129
사가정로51길,3,13,23039744,42.9,57.1,4.8,51.4,22.9,9.3,9.8,1.8,10084051,11733121,861412,10660506,5139797,2179799,2558950,416711
사근동11길,1,35,13233835,21.5,78.5,12.3,68.3,7.1,6.1,6.1,0,2808271,9727820,1373684,8335338,1296992,802256,727820,0
사근동8가길,1,24,12307629,16.7,83.3,9.3,66.2,5.3,6.8,10.8,1.5,2364694,9942935,1058065,7650093,815320,1091243,1538639,154269
사근동8길,2,68,6763963,55.9,44.1,3,54.3,12.4,12.5,13.8,3.9,3359763,2478713,177775,2784175,696025,845100,823213,512188
사근동길,31,410,448884052,44.4,55.6,9.4,59.4,10.7,9.3,9.4,1.9,187795705,231785984,33820830,229260587,56080423,46859586,42984895,10575368
사당로14가길,4,89,25939644,52.7,47.3,6.9,44.7,23.2,13,8.5,3.8,15786399,10153245,1162762,13366394,5052174,3048683,2003516,1306115
사당로16길,7,188,44611877,46.4,53.6,0.8,34.6,33.3,19.8,8,3.6,18786565,22709593,355853,12566995,12680886,9762991,4131367,1998066
사당로17길,4,79,50420571,45.7,54.3,3.8,34.5,28.1,17.9,11,4.7,20943979,25222359,1700323,14086576,12541045,8868337,5919661,3050397
사임당로12길,5,111,42332580,38.4,61.6,7.1,47,21.4,15.1,6.8,2.5,12476708,16853961,1853422,11524175,6476156,5827614,2761127,888177
사임당로1길,12,108,32338369,47.6,52.4,0.3,27.4,44,21,4.6,2.7,12468505,10489497,42087,5400941,9549885,5246066,1647411,1071616
사직로12길,4,40.6,87951639,35.8,64.2,1.1,41.9,29.2,17.6,8.6,1.6,29221311,41699180,411475,27560492,20009344,15627705,6076230,1235246
사직로8길,5,323,41280900,57.4,42.6,0.7,21.9,26.2,26.7,17.4,7.1,18344779,13007312,227967,5932928,8212266,9038608,6081865,1858458
사평대로22길,12,221,30395714,43.3,56.7,0.9,25.1,36.6,15.2,14,8.3,9924514,13711506,246467,5775399,7634195,4313979,3829388,1836592
사평대로28길,10,33,30151773,36.9,63.1,0.5,30.3,35,15.2,11.9,7.2,8831032,15577781,52817,6166770,8493840,3699886,3920420,2075082
사평대로2길,17,169,193024038,43.1,56.9,2.1,27.3,27.4,21,13.5,8.6,64841165,105188372,2334520,37653728,45614949,39287280,24272739,20866324
사평대로57길,1,12,454331,0,100,0,28.6,42.9,14.3,14.3,0,0,397638,0,99213,228346,47244,22835,0
살곶이8길,9,111,90016112,51.6,48.4,6.8,54.9,17.7,12.2,7,1.4,39005429,38283529,5823871,45186562,11406745,8793593,4934192,1143997
삼각산로22길,1,60,7934054,33.1,66.9,3.6,32.3,24.5,26.8,8.5,4.2,2390099,5080562,251824,2010670,1953182,2196981,668104,389901
삼선교로10길,14,127,46233774,45.4,54.6,14.1,52.8,15.9,8.4,7.4,1.3,21183330,25050444,5749029,23669607,8159771,4209144,3667617,778606
삼선교로14길,12,108,30531940,44.7,55.3,18.9,52.8,12.5,7,7.7,1.1,14048392,16483548,5067451,15646245,4374194,2390253,2577819,475978
삼선교로23길,7,68,28718886,52,48,0.7,32.1,26.4,21.4,13,6.4,11728870,10774205,101667,5819263,5727724,4521208,4620320,1712893
삼선교로4길,1,13,36552719,42.3,57.7,3.6,52.5,21.8,11.7,7.6,2.7,14659640,19627640,970790,16368150,8005492,4852939,2957316,1132597
삼성로100길,11,184,131384964,46.4,53.6,2.2,36.1,38.2,15.4,6,2,44326727,51706045,1468155,32009050,36865666,17161051,6079445,2449407
삼성로146길,3,4,7562925,39.8,60.2,0,38.3,36,15.4,7.2,3.2,2606595,3334877,0,2078746,2270371,957181,441355,193820
삼성로64길,4,119,47340587,51,49,3,12.7,24.4,34.2,19.9,5.8,18181790,19116756,543378,3485890,6993639,14776948,8947193,2551501
삼양로112길,2,3,590226,100,0,0,0,0,0,66.7,33.3,421053,0,0,0,0,0,398496,22556
삼양로139길,14,73.5,69859765,30.9,69.1,12.6,45.3,12.3,15.3,10.8,3.8,22696133,42983046,6557018,25597440,10045214,11755785,8650855,3072868
삼양로144길,19,321,129542825,14.6,85.4,9.9,60.5,8,10.4,9.7,1.6,25638151,103904674,11282622,68891518,14902547,18030581,13018921,3416636
삼양로173길,4,76,5583536,46.4,53.6,0,16.6,14.7,27.9,21.8,19,2280047,2482134,0,632745,653328,1184632,1074175,1217302
삼양로19길,9,99,11789678,27,73,0.2,15.3,33.3,36.7,11.7,2.8,4253860,7535818,12738,1317813,3290886,4845126,1767802,555313
삼양로20길,1,45,11283831,35,65,7.3,21.2,28.4,30.7,9.7,2.7,3994937,6619257,515904,1962428,3160704,3515470,1145821,313867
삼양로24길,2,75,1141791,50,50,11.7,11.7,26.7,38.3,11.7,0,649254,492537,104478,156716,186567,582090,111940,0
삼양로27길,5,62,20308329,46.2,53.8,1.6,21.1,28.1,30.3,14.9,4,8664271,10419824,221594,3394154,5418347,6306717,2921210,822075
삼양로32가길,1,21,19475250,36.4,63.6,5.7,30.6,24,21.1,11.7,6.8,6770385,11328191,726786,5076560,4235757,3953569,2575681,1530224
삼양로38길,2,36,5081343,66.3,33.7,0.8,36.1,30.3,18.5,10.1,4.2,3055970,2025373,29851,1663433,1414179,841791,884328,247761
삼양로73길,1,13,17908102,38.4,61.6,5.4,32.9,23.5,21.3,10.1,6.7,7257641,10650461,778439,5573917,4398776,4133446,1884172,1139352
삼양로74길,1,47,5566542,31.6,68.4,0,24.4,23.5,23.8,25.5,2.8,2076025,3490517,0,916836,1298516,1737424,1469241,144525
삼양로77가길,2,1,2348993,43.3,56.7,11.7,35.7,17.5,25.4,5.8,3.8,1.00E+06,1348993,151007,909396,506711,540268,114094,127517
삼양로8길,3,68,10665725,35.2,64.8,1.7,22.9,29.5,30.6,12.8,2.5,3284081,6364835,96014,2397773,2862736,2919202,1121396,251796
삼양로91길,2,25,6543196,47.6,52.4,0,0,61.9,23.8,14.3,0,39061,6504135,0,0,6477027,56460,9709,0
삼양로93길,1,31,1561078,28,72,4.7,32.3,25.7,25.7,11.7,0,404790,1156288,86228,398204,471257,479640,125749,0
삼양로99길,1,31,1561078,28,72,4.7,32.3,25.7,25.7,11.7,0,404790,1156288,86228,398204,471257,479640,125749,0
삼일대로32가길,8,65,20957376,50.9,49.1,1.5,29.4,22.7,22.8,12.7,11,9577611,7410020,200646,4490126,3430467,4036741,2664757,2164896
삼일대로32길,20,109,113891410,49,51,0.3,22.5,34.2,24.9,14.8,3.2,44566170,48219692,362026,20387082,28202467,23521384,14827076,5485831
삼일대로4길,5,32,17041573,45,55,0,45,35.9,14,4,1,7867270,8276796,0,7367898,5874957,2015766,763391,122055
삼청로5길,15,122,34486688,35.3,64.7,1.8,38.6,27.9,17.2,9.6,4.8,10015318,16568926,228277,8802532,7773826,5914907,2564194,1300508
상계로12길,4,100,37524800,36.4,63.6,0,28.4,21.8,29.6,15.8,4.4,7163819,14730308,0,4278489,4837979,6848895,4697633,1231134
상계로37길,7,82.5,51652518,25.6,74.4,28.4,42,6.5,13.4,8.2,1.5,14510092,37142426,13831031,21191806,3305336,7371964,4762810,1189571
상계로9가길,5,80.5,11936348,34.8,65.2,3.9,47.4,21,12.3,10.6,4.8,4827450,7108898,273913,5391402,2905576,1513099,1142758,709600
상도로15길,10,82,57963890,45.9,54.1,4,39.8,24.3,14.4,13.2,4.2,24008189,30779285,2208610,19486484,14665014,7970047,7608354,2848970
상봉로11길,2,9,744118,39.1,60.9,0,17.4,54.3,19.6,8.7,0,319770,424348,0,103070,417310,152343,71395,0
상원10길,3,106,15193524,45.7,54.3,0,28.3,38.3,22,8.3,3.2,6616703,4653882,0,2626088,4468111,3057322,872401,246664
상원길,19,358,162688235,48.1,51.9,2.1,30.7,34.2,23.8,7.5,1.7,63188016,63833647,2036217,35839838,44347064,31380423,10665624,2752506
상일로5길,4,81,16464488,57.6,42.4,7.3,21.1,26.8,29.8,14.1,1,7361587,8005728,590142,2026266,3573462,6086942,2953723,136782
새말로16길,8,125.5,61673059,51.3,48.7,4.8,35,34.7,14.8,8.7,2,25351934,36321125,2065390,18289693,18139505,9956805,12276035,945631
새창로33길,2,58,8315323,56.3,43.7,1.4,23,25.8,29.8,12.2,7.8,2773806,2203962,57340,844290,1235699,1800551,659815,380075
서강대길,3,1,17659813,51.9,48.1,5,57.6,21,6.1,8.7,1.6,8812446,8847367,946720,9958016,3848958,1143629,1476340,286150
서강로11길,8,148,23156036,33.6,66.4,1.9,52.7,24.6,9,8,3.8,9603938,10784553,362583,12421091,4243494,1452436,1260675,648215
서강로20길,5,108,49909033,43.4,56.6,5.3,65.6,12,9.4,6.3,1.4,19210746,22358334,1944105,26576689,5087396,4706766,2736503,517623
서달로14길,9,127.5,28782047,42.2,57.8,3.3,60.1,20.2,5.3,8.5,2.5,11322871,14263975,743194,13960839,5813188,2015542,2599655,454429
서달로15길,3,20,12855566,48.5,51.5,3,57.7,18.8,10.4,6.8,3.3,5463830,7391736,499959,7589389,2052394,1597730,860651,255443
