상권코드명,상권코드,기준년월코드,서비스업종코드.x,서비스업종코드명.x,평균영업개월수,X1년이하생존율,X1.2년생존율,X2.3년생존율,X3.5년생존율,X5년이상생존율,당월매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수.x,총상주인구수,남성상주인구수,여성상주인구수,연령대10상주인구수,연령대20상주인구수,연령대30상주인구수,연령대40상주인구수,연령대50상주인구수,연령대60이상상주인구수,서비스업종코드.y,서비스업종코드명.y,점포수.y,유사업종점포수,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,구
통일로25길,1540,201804,CS100009,커피음료,104,0,0,0,0,0,9872430.667,4615929.667,4709040,323383,2881033,2281888,2163813.333,1220594.333,454258.6667,3,655,319,336,95,94,83,100,120,163,CS100009,커피음료,2,2,92,33,59,0,25,18,23,15,11,7579,3815,3764,281,1201,1347,1686,1641,1422,서대문구
통일로37길,1544,201804,CS100009,커피음료,171,100,100,100,100,0,13168496.67,5492815.833,7675680.833,860528.1667,5749989.667,2215971.167,2228736.833,1559722.667,553548.1667,6,990,446,544,81,112,110,154,200,333,CS100009,커피음료,8,11,366,118,248,0,77,102,102,54,31,28952,13527,15425,1938,6072,5282,5252,5459,4948,서대문구
통일로39가길,1545,201804,CS100009,커피음료,72.5,100,50,0,0,0,6218200.833,1999948.167,3799348.333,323155,2478949.333,991624.1667,866819.6667,891962.5,246786.1667,6,818,387,431,85,129,92,113,165,234,CS100009,커피음료,4,8,217,106,111,0,12,22,47,71,65,94962,43987,50975,6309,20809,15154,15950,18819,17922,서대문구
통일로40길,1546,201804,CS100009,커피음료,1,0,0,0,0,0,7749152,2453086,4334700,124212,1009054,998199,2263551,1603251,789520,1,289,143,146,31,37,29,46,51,95,CS100009,커피음료,1,2,114,32,82,0,7,13,23,26,45,30822,14358,16464,2072,6835,4816,5124,6190,5785,서대문구
통일로63길,1548,201804,CS100009,커피음료,52,0,0,0,0,0,4892963.5,2194828.5,2208566,30426.5,1503180,870631.5,984418,678360,336378.5,2,1582,737,845,179,223,256,237,267,420,CS100009,커피음료,2,3,86,25,61,0,5,11,34,20,16,63119,30225,32894,2021,13546,10344,10941,14241,12025,은평구
통일로66길,1549,201804,CS100009,커피음료,11,0,0,0,0,0,3856287,2308383,952096,62874,356287,742515,970060,733533,395210,1,322,154,168,28,64,85,41,46,58,CS100009,커피음료,2,3,13,2,11,0,0,4,0,7,2,10632,5157,5475,315,1993,2016,1987,2222,2100,은평구
통일로67길,1550,201804,CS100009,커피음료,109,0,0,0,0,0,22319057.25,10064774.75,12254282.5,1546862.75,10031560,4180607.25,3154551,2162175.25,1243301,4,1043,458,585,100,224,265,154,111,189,CS100009,커피음료,3,3,171,58,113,2,27,37,46,32,27,164925,78307,86617,9634,38182,29750,27283,31653,28423,은평구
통일로68길,1551,201804,CS100009,커피음료,38,0,0,0,0,0,14057124.67,4730870,9326254.667,253486.3333,3658185,3865508,3958257.333,1578515.667,743172.3333,3,1554,762,792,183,217,212,246,255,441,CS100009,커피음료,1,2,190,89,101,3,24,56,55,30,22,35323,16242,19081,1236,7694,6223,5930,7406,6834,은평구
통일로69길,1552,201804,CS100009,커피음료,36,66.67,66.67,66.67,0,0,1552774.5,579172,973602.5,0,311295,715064.5,408445,35327.5,82642.5,2,2277,1079,1198,310,304,350,364,377,572,CS100009,커피음료,3,4,69,27,42,0,2,10,32,13,12,35873,16234,19639,1160,6964,7371,7087,7185,6106,은평구
통일로71길,1553,201804,CS100009,커피음료,62,100,100,100,0,0,4915000,3610915,1304085,65359.5,585135.5,772956.5,1867032.5,969205.5,655310.5,2,1665,796,869,242,230,250,284,282,377,CS100009,커피음료,1,2,52,23,29,0,4,11,17,12,8,59558,24887,34672,3419,10761,11606,12069,11738,9965,은평구
통일로73길,1554,201804,CS100009,커피음료,140,0,0,0,0,0,3231630,1496064,1280759.333,119971,309726.6667,713950.6667,574658,504234.3333,554283,3,1965,906,1059,266,300,293,299,324,483,CS100009,커피음료,7,9,207,97,110,0,19,21,51,57,59,27828,12305,15523,1783,5736,5437,4595,4794,5484,은평구
통일로77길,1555,201804,CS100009,커피음료,32,0,0,0,0,0,8802469.5,3684014.5,5118455,197757.5,2579565,2387501.5,1922098,1354242.5,361305,2,1456,678,778,163,317,294,199,196,287,CS100009,커피음료,1,2,82,40,42,1,12,25,24,10,10,51082,24876,26206,5043,15533,9660,8130,6707,6009,은평구
통일로78길,1556,201804,CS100009,커피음료,188,100,100,100,100,100,4827631.333,1895008,2609222.333,77000.5,1052044,1325987,926413.8333,727280,395505.1667,6,3218,1570,1648,412,454,510,524,523,795,CS100009,커피음료,4,8,400,131,269,6,81,88,86,88,51,62500,30146,32354,5002,16058,11259,9792,10512,9877,은평구
통일로83길,1557,201804,CS100009,커피음료,184,0,0,0,0,0,10480467.56,3966160.333,5977434.444,186201.5556,3693884.111,2329643.222,2079226.333,1255628.889,399010.6667,9,1678,808,870,207,265,320,247,262,377,CS100009,커피음료,8,12,404,205,199,4,44,108,116,79,53,70924,32754,38170,10000,20428,12193,12398,8430,7476,은평구
통일로85길,1558,201804,CS100009,커피음료,96,0,0,0,0,0,8471289.5,3684668,4786621.5,39250.5,2361267,1917177,2100221.5,1644281.5,409092,2,1492,726,766,178,261,285,213,225,330,CS100009,커피음료,2,3,234,108,126,4,19,52,69,59,31,48027,23242,24785,5479,11985,8721,8654,6836,6352,은평구
통일로87길,1559,201804,CS100009,커피음료,103,0,0,0,0,0,1692996.25,679892.5,920982.5,11589.5,548733.25,488513.5,292670,201047.5,58321.75,4,1429,682,747,179,235,242,248,210,315,CS100009,커피음료,5,5,274,156,118,2,25,43,70,87,47,65112,32630,32482,5944,15481,12148,11182,10507,9850,은평구
통일로92길,1561,201804,CS100009,커피음료,83,0,0,0,0,0,6334676.6,2400305.8,3439837.4,127298.4,1214984.2,1559232.4,1585534.2,811004.8,542089.4,5,9877,4877,5000,1284,1367,1394,1572,1724,2536,CS100009,커피음료,3,6,300,68,232,1,38,52,104,72,33,135634,70759,64875,12805,24235,24238,22627,26195,25534,은평구
퇴계로10길,1563,201804,CS100009,커피음료,114,0,0,0,0,0,8735221.5,2853889,4744868.5,279302,1350912.5,3387927,1664762.5,500406.5,415447,2,294,149,145,38,26,51,37,37,105,CS100009,커피음료,2,3,98,45,53,0,13,24,17,23,21,19729,9381,10347,256,3358,5404,4478,3328,2904,중구
퇴계로20길,1564,201804,CS100009,커피음료,140,100,0,0,0,0,16201656.8,1882517.4,14319139.4,5380411.8,5433802.6,1663524.2,2208105,1308477.2,207336,5,52,26,26,5,7,7,5,8,20,CS100009,커피음료,5,7,7762,2741,5021,36,2888,3323,1150,280,85,8786,3421,5365,1357,2321,1785,1416,1106,801,중구
퇴계로28길,1565,201804,CS100009,커피음료,3,0,0,0,0,0,4306903,1203540,1815752,53097,333628,964425,676991,964602,26549,1,80,48,32,8,8,8,13,13,30,CS100009,커피음료,1,1,696,347,349,1,243,149,139,112,52,15227,9181,6045,636,3265,3820,3572,2447,1486,중구
퇴계로28길,1565,201804,CS100009,커피음료,3,0,0,0,0,0,4306903,1203540,1815752,53097,333628,964425,676991,964602,26549,1,80,48,32,8,8,8,13,13,30,CS100009,커피음료,1,1,696,347,349,1,243,149,139,112,52,15227,9181,6045,636,3265,3820,3572,2447,1486,중구
퇴계로32길,1566,201804,CS100009,커피음료,60,0,0,0,0,0,18482905.5,6462700.5,8373135.5,376307.5,4034097,4373256.5,3037408,2351572.5,663195,2,171,79,92,14,20,16,30,32,59,CS100009,커피음료,1,3,186,95,91,0,20,50,53,36,27,4731,2798,1932,259,1186,1077,998,706,504,중구
퇴계로32길,1566,201804,CS100009,커피음료,60,0,0,0,0,0,18482905.5,6462700.5,8373135.5,376307.5,4034097,4373256.5,3037408,2351572.5,663195,2,171,79,92,14,20,16,30,32,59,CS100009,커피음료,1,3,186,95,91,0,20,50,53,36,27,4731,2798,1932,259,1186,1077,998,706,504,중구
퇴계로32길,1566,201804,CS100009,커피음료,60,0,0,0,0,0,18482905.5,6462700.5,8373135.5,376307.5,4034097,4373256.5,3037408,2351572.5,663195,2,171,79,92,14,20,16,30,32,59,CS100009,커피음료,1,3,186,95,91,0,20,50,53,36,27,4731,2798,1932,259,1186,1077,998,706,504,중구
퇴계로46길,1567,201804,CS100009,커피음료,62,100,100,100,0,0,10848205,3836000.333,5761436.667,208708,2468440.333,4254461.667,1696316.667,507488.6667,462022.3333,3,102,56,46,8,16,20,11,18,29,CS100009,커피음료,3,5,284,198,86,0,23,75,75,67,44,90384,46464,43920,9882,35337,19011,11948,8572,5635,중구
퇴계로4길,1568,201804,CS100009,커피음료,131.5,0,0,0,0,0,10986340.6,3895174.4,5450250,397523,2135679,2903420,2277573,1261017.2,370212.4,5,1510,792,718,98,116,166,196,245,689,CS100009,커피음료,9,12,1044,435,609,9,214,305,233,165,118,80786,39842,40944,974,13057,20646,17115,15401,13593,중구
퇴계로4길,1568,201804,CS100009,커피음료,131.5,0,0,0,0,0,10986340.6,3895174.4,5450250,397523,2135679,2903420,2277573,1261017.2,370212.4,5,1510,792,718,98,116,166,196,245,689,CS100009,커피음료,9,12,1044,435,609,9,214,305,233,165,118,80786,39842,40944,974,13057,20646,17115,15401,13593,중구
퇴계로53길,1569,201804,CS100009,커피음료,81,0,0,0,0,0,16279762,4467991.167,8862389.333,89804.33333,3589844.167,4519795.333,4200368.167,795151.5,135417.6667,6,385,202,183,7,14,37,50,89,188,CS100009,커피음료,5,7,591,242,349,8,373,111,48,32,19,7990,4799,3192,48,2574,2411,1463,938,555,중구
퇴계로56길,1570,201804,CS100009,커피음료,11,0,0,0,0,0,9093221,3006516,4802027,0,3214444,3071180,1096015,377008,49896,1,959,494,465,94,134,129,147,160,295,CS100009,커피음료,3,3,204,133,71,0,18,44,54,52,36,34800,19131,15669,788,9169,8659,6349,5492,4343,중구
퇴계로56길,1570,201804,CS100009,커피음료,11,0,0,0,0,0,9093221,3006516,4802027,0,3214444,3071180,1096015,377008,49896,1,959,494,465,94,134,129,147,160,295,CS100009,커피음료,3,3,204,133,71,0,18,44,54,52,36,34800,19131,15669,788,9169,8659,6349,5492,4343,중구
퇴계로74길,1571,201804,CS100009,커피음료,50,0,0,0,0,0,4010877,1510275.5,1164511.5,30702,647343.5,525940,650313,661967.5,158521.5,2,244,134,110,18,22,22,44,56,82,CS100009,커피음료,4,5,209,76,133,0,37,39,47,56,30,64626,33669,30957,2190,17562,16975,11590,9886,6423,중구
퇴계로74길,1571,201804,CS100009,커피음료,50,0,0,0,0,0,4010877,1510275.5,1164511.5,30702,647343.5,525940,650313,661967.5,158521.5,2,244,134,110,18,22,22,44,56,82,CS100009,커피음료,4,5,209,76,133,0,37,39,47,56,30,64626,33669,30957,2190,17562,16975,11590,9886,6423,중구
퇴계로76길,1572,201804,CS100009,커피음료,252,100,100,100,100,100,9960979.4,4273562,4634989.6,92761.2,2521536.4,2680801.8,1783442.6,1445879.2,384130.8,5,1311,719,592,89,201,162,204,282,373,CS100009,커피음료,4,6,425,172,253,2,83,76,101,104,59,148115,79040,69075,4576,40792,37926,28775,22879,13168,중구
퇴계로76길,1572,201804,CS100009,커피음료,252,100,100,100,100,100,9960979.4,4273562,4634989.6,92761.2,2521536.4,2680801.8,1783442.6,1445879.2,384130.8,5,1311,719,592,89,201,162,204,282,373,CS100009,커피음료,4,6,425,172,253,2,83,76,101,104,59,148115,79040,69075,4576,40792,37926,28775,22879,13168,중구
퇴계로83길,1573,201804,CS100009,커피음료,5,0,0,0,0,0,12916807,6060504,4820168,92437,3845378,3552941,1594958,1431933,363025,1,880,488,392,79,102,120,116,139,324,CS100009,커피음료,1,1,131,98,33,1,10,42,36,29,13,104449,56966,47483,1882,21341,19723,17772,22949,20782,중구
퇴계로87길,1574,201804,CS100009,커피음료,11,100,100,100,100,100,11294784.67,4614208.333,5816673,482971.3333,3647150,2708773.333,1085838,1440432.667,1106576,3,3417,1757,1660,306,530,588,500,580,913,CS100009,커피음료,7,12,1333,830,503,5,261,326,266,282,193,204077,110773,93304,6182,41843,38372,34192,44705,38782,중구
퇴계로88길,1575,201804,CS100009,커피음료,18,100,100,100,100,0,4957848,1624978.5,2950369.5,265602,1196789,1383463.5,625484.5,611780.5,492228.5,2,1510,777,733,172,227,186,248,290,387,CS100009,커피음료,3,3,2296,994,1302,14,590,967,528,119,78,72410,39867,32543,4877,14572,14257,12144,14898,11663,중구
퇴계로88길,1575,201804,CS100009,커피음료,18,100,100,100,100,0,4957848,1624978.5,2950369.5,265602,1196789,1383463.5,625484.5,611780.5,492228.5,2,1510,777,733,172,227,186,248,290,387,CS100009,커피음료,3,3,2296,994,1302,14,590,967,528,119,78,72410,39867,32543,4877,14572,14257,12144,14898,11663,중구
퇴계로8길,1576,201804,CS100009,커피음료,231.5,0,0,0,0,0,12567123.2,4150081.7,5901135.1,248666.3,2975839.4,3167804.8,2205620,1116525,336761.9,10,2636,1336,1300,220,243,311,398,422,1042,CS100009,커피음료,14,19,16634,7852,8782,67,2239,5772,5303,3002,251,138271,67510,70761,3214,23749,34967,29223,25452,21667,중구
퇴계로90길,1577,201804,CS100009,커피음료,48,66.67,66.67,66.67,33.33,0,4308611,1389785.667,2505827.333,187965.6667,1094315,1156130.667,781884.3333,444017.6667,231300.6667,3,2964,1468,1496,366,469,409,518,539,663,CS100009,커피음료,3,4,508,189,319,1,78,134,121,114,60,32817,17592,15225,2278,7302,7712,5226,5870,4429,중구
팔판길,1578,201804,CS100009,커피음료,122,100,100,100,100,0,5747781.333,1669219.667,2761487.667,38046.16667,1467088.667,1295637.667,985817.8333,427365.6667,216751.3333,6,354,164,190,45,43,47,43,64,112,CS100009,커피음료,11,15,95,48,47,0,10,20,24,30,11,5925,2605,3320,125,1733,1401,1226,995,445,종로구
팔판길,1578,201804,CS100009,커피음료,122,100,100,100,100,0,5747781.333,1669219.667,2761487.667,38046.16667,1467088.667,1295637.667,985817.8333,427365.6667,216751.3333,6,354,164,190,45,43,47,43,64,112,CS100009,커피음료,11,15,95,48,47,0,10,20,24,30,11,5925,2605,3320,125,1733,1401,1226,995,445,종로구
평창11길,1579,201804,CS100009,커피음료,35,100,33.33,0,0,0,15426608.5,5337980,9276013.5,1571157.5,3843012,2352452.5,3196267.5,2829107.5,821997.5,2,2409,1133,1276,371,380,286,383,426,563,CS100009,커피음료,2,3,397,188,209,1,43,86,74,105,88,9886,3778,6108,644,1174,1567,2186,2555,1761,종로구
평창길,1580,201804,CS100009,커피음료,36,100,50,0,0,0,7997906.5,2374041.25,5095987.25,761141.25,1914377.75,1400938.5,1425655.75,1370993,596922.75,4,3485,1689,1796,510,468,426,548,611,922,CS100009,커피음료,4,5,506,236,270,0,50,117,105,119,115,9969,4204,5765,798,2008,1476,1979,2037,1672,종로구
평창길,1580,201804,CS100009,커피음료,36,100,50,0,0,0,7997906.5,2374041.25,5095987.25,761141.25,1914377.75,1400938.5,1425655.75,1370993,596922.75,4,3485,1689,1796,510,468,426,548,611,922,CS100009,커피음료,4,5,506,236,270,0,50,117,105,119,115,9969,4204,5765,798,2008,1476,1979,2037,1672,종로구
포방터길,1582,201804,CS100009,커피음료,96,100,100,100,100,100,6506634.5,1695164,1929932,13603,570303.5,656983.5,1143148.5,876717.5,364340,2,2092,1020,1072,252,293,248,313,382,604,CS100009,커피음료,3,5,42,20,22,0,3,10,13,7,9,27515,14238,13277,2350,5148,3864,5540,5508,5106,서대문구
포방터길,1582,201804,CS100009,커피음료,96,100,100,100,100,100,6506634.5,1695164,1929932,13603,570303.5,656983.5,1143148.5,876717.5,364340,2,2092,1020,1072,252,293,248,313,382,604,CS100009,커피음료,3,5,42,20,22,0,3,10,13,7,9,27515,14238,13277,2350,5148,3864,5540,5508,5106,서대문구
풍성로25길,1583,201804,CS100009,커피음료,85,50,50,50,50,50,4819202.5,2183333,2166666.5,117753.5,1113043.5,996014.5,1068478,615942,438768,2,857,438,419,99,117,132,114,179,216,CS100009,커피음료,2,3,30,16,14,0,5,3,7,7,8,28876,14060,14816,735,5536,5244,4895,6506,5961,송파구
풍성로37가길,1584,201804,CS100009,커피음료,153,50,50,50,50,50,3028289,1219481,1435643.333,25658,432997.6667,1360382.333,333528,369967.3333,132592,3,2545,1297,1248,302,355,438,427,485,538,CS100009,커피음료,3,3,135,29,106,0,23,32,25,31,24,36669,17102,19567,787,6664,7527,6740,7847,7104,강동구
풍성로54길,1585,201804,CS100009,커피음료,0,0,0,0,0,0,6092766.5,2442132,3225888.5,62817.5,697589,1279695.5,1953299.5,1099619.5,575000,2,1904,937,967,303,282,310,295,333,381,CS100009,커피음료,2,2,77,29,48,2,8,14,30,16,7,26997,14054,12944,1979,5003,4747,5321,5624,4324,강동구
필운대로1길,1586,201804,CS100009,커피음료,233,100,100,100,100,100,6434213.714,1228397.143,5205816.571,1376400.429,2058595.143,1032587,1045272.429,776513.4286,144845.2857,7,703,334,369,125,87,83,148,104,156,CS100009,커피음료,8,11,470,174,296,0,46,138,149,79,58,19670,8732,10938,2425,4153,3706,4019,3087,2279,종로구
필운대로1길,1586,201804,CS100009,커피음료,233,100,100,100,100,100,6434213.714,1228397.143,5205816.571,1376400.429,2058595.143,1032587,1045272.429,776513.4286,144845.2857,7,703,334,369,125,87,83,148,104,156,CS100009,커피음료,8,11,470,174,296,0,46,138,149,79,58,19670,8732,10938,2425,4153,3706,4019,3087,2279,종로구
필운대로5가길,1587,201804,CS100009,커피음료,85,66.67,33.33,33.33,33.33,0,9312684.333,1884271.667,7428412.667,95615.66667,3049652.333,3153020,1278070.333,1583414,152912,3,844,385,459,142,107,137,153,125,180,CS100009,커피음료,5,6,52,21,31,0,11,19,13,9,0,46157,17277,28880,7061,12629,9364,7705,6066,3332,종로구
필운대로5가길,1587,201804,CS100009,커피음료,85,66.67,33.33,33.33,33.33,0,9312684.333,1884271.667,7428412.667,95615.66667,3049652.333,3153020,1278070.333,1583414,152912,3,844,385,459,142,107,137,153,125,180,CS100009,커피음료,5,6,52,21,31,0,11,19,13,9,0,46157,17277,28880,7061,12629,9364,7705,6066,3332,종로구
필운대로6길,1588,201804,CS100009,커피음료,169.5,100,100,100,100,100,5116513,2121393.667,2363723.833,29330.5,739060.1667,1481406,1108701.667,924445,202174.6667,6,715,361,354,108,89,88,125,103,202,CS100009,커피음료,9,11,588,256,332,3,192,222,100,40,31,22189,8957,13232,2709,6050,4925,3925,3099,1481,종로구
필운대로6길,1588,201804,CS100009,커피음료,169.5,100,100,100,100,100,5116513,2121393.667,2363723.833,29330.5,739060.1667,1481406,1108701.667,924445,202174.6667,6,715,361,354,108,89,88,125,103,202,CS100009,커피음료,9,11,588,256,332,3,192,222,100,40,31,22189,8957,13232,2709,6050,4925,3925,3099,1481,종로구
필운대로7길,1589,201804,CS100009,커피음료,55,100,100,100,100,100,5351600.5,1783537.5,2827722.5,30242,1870789,1573587.5,545585.5,373314,217742,2,904,401,503,161,103,148,160,131,201,CS100009,커피음료,7,10,13,8,5,0,1,2,9,0,1,17572,7010,10562,2393,5003,3669,2997,2420,1091,종로구
학동로20길,1591,201804,CS100009,커피음료,79,100,0,0,0,0,4064946.6,1667574.2,1862010,44112.2,1220171.2,1297097.8,528472.8,255061.4,184668.6,5,2013,937,1076,139,317,472,442,292,351,CS100009,커피음료,7,8,521,307,214,4,120,148,146,61,42,24261,12788,11473,476,9282,6557,3322,2638,1986,강남구
한강대로104마길,1593,201804,CS100009,커피음료,42,0,0,0,0,0,2799237,945802,364122,0,33588,293130,435115,302290,245802,1,968,573,395,80,128,116,160,209,275,CS100009,커피음료,1,2,23,10,13,0,2,5,4,7,5,24263,14442,9821,251,5953,6531,5068,4064,2395,용산구
한강대로104마길,1593,201804,CS100009,커피음료,42,0,0,0,0,0,2799237,945802,364122,0,33588,293130,435115,302290,245802,1,968,573,395,80,128,116,160,209,275,CS100009,커피음료,1,2,23,10,13,0,2,5,4,7,5,24263,14442,9821,251,5953,6531,5068,4064,2395,용산구
한강대로10길,1594,201804,CS100009,커피음료,20,0,0,0,0,0,11172206,5628425.5,4735152.5,0,1424353.5,8098676.5,329741.5,207420,303387,2,271,138,133,37,43,42,30,50,69,CS100009,커피음료,4,7,78,30,48,0,12,23,19,17,7,5508,3326,2182,381,937,1240,1209,995,746,용산구
한강대로15길,1595,201804,CS100009,커피음료,195,0,0,0,0,0,8574605,3378436.333,3425792.333,27098.33333,2288411.333,2087346,1061326.667,941141,398905.3333,3,445,237,208,34,48,76,71,74,142,CS100009,커피음료,3,4,861,464,397,4,140,197,183,193,144,9265,5536,3729,195,1937,2249,1813,1675,1397,용산구
한강대로21길,1596,201804,CS100009,커피음료,191,0,0,0,0,0,7630253,2825208.5,2997321.5,0,1941250,1563393,838393,940848,538646,2,162,94,68,16,18,29,23,27,49,CS100009,커피음료,2,3,384,186,198,0,36,52,57,136,103,7719,5080,2639,320,1983,1808,1341,1359,908,용산구
한강대로23길,1597,201804,CS100009,커피음료,6,0,0,0,0,0,6098345,1462878,1819209,0,1126619,1733165,253237,143885,25180,1,6,4,2,1,0,2,1,0,2,CS100009,커피음료,1,1,134,68,66,1,5,22,19,35,52,9929,6012,3918,473,2587,2219,1801,1618,1231,용산구
한강대로38길,1598,201804,CS100009,커피음료,127,0,0,0,0,0,25978158.2,8139427.2,14455127.6,78519.6,7194529.6,8918855.4,3694790,1967958,739902.2,5,176,79,97,4,6,15,19,50,82,CS100009,커피음료,4,6,4264,3357,907,0,230,1036,1794,1156,48,8463,4913,3550,128,2086,2400,1881,1188,781,용산구
한강대로38길,1598,201804,CS100009,커피음료,127,0,0,0,0,0,25978158.2,8139427.2,14455127.6,78519.6,7194529.6,8918855.4,3694790,1967958,739902.2,5,176,79,97,4,6,15,19,50,82,CS100009,커피음료,4,6,4264,3357,907,0,230,1036,1794,1156,48,8463,4913,3550,128,2086,2400,1881,1188,781,용산구
한강대로40길,1599,201804,CS100009,커피음료,93.5,0,0,0,0,0,5765843.333,2896272.333,2473888,9387,1144724,1811752.667,1641822.333,508766.6667,253707.6667,3,115,60,55,2,15,31,14,15,38,CS100009,커피음료,2,3,4885,3657,1228,2,310,1151,1949,1330,143,23786,14239,9547,461,6305,7080,5146,2999,1794,용산구
한강대로40길,1599,201804,CS100009,커피음료,93.5,0,0,0,0,0,5765843.333,2896272.333,2473888,9387,1144724,1811752.667,1641822.333,508766.6667,253707.6667,3,115,60,55,2,15,31,14,15,38,CS100009,커피음료,2,3,4885,3657,1228,2,310,1151,1949,1330,143,23786,14239,9547,461,6305,7080,5146,2999,1794,용산구
한강대로40길,1599,201804,CS100009,커피음료,93.5,0,0,0,0,0,5765843.333,2896272.333,2473888,9387,1144724,1811752.667,1641822.333,508766.6667,253707.6667,3,115,60,55,2,15,31,14,15,38,CS100009,커피음료,2,3,4885,3657,1228,2,310,1151,1949,1330,143,23786,14239,9547,461,6305,7080,5146,2999,1794,용산구
한강대로43길,1600,201804,CS100009,커피음료,98,0,0,0,0,0,8546616.6,4029931,2694566.4,94371.6,1878134.2,2227858.8,1762818.8,505777.4,255537.6,5,864,422,442,67,118,252,136,118,173,CS100009,커피음료,6,9,875,488,387,4,115,224,267,151,114,43642,24771,18870,656,11544,13496,9166,5414,3366,용산구
한강대로52길,1601,201804,CS100009,커피음료,184,75,25,25,25,0,9034478.125,3072873.625,3511001.125,87287.25,1857936.375,2297193.375,1543020,606066.625,192371.375,8,434,222,212,34,60,98,67,72,103,CS100009,커피음료,8,10,690,475,215,0,118,201,152,115,104,120250,63720,56529,5023,45720,38511,17717,8295,4983,용산구
한강대로52길,1601,201804,CS100009,커피음료,184,75,25,25,25,0,9034478.125,3072873.625,3511001.125,87287.25,1857936.375,2297193.375,1543020,606066.625,192371.375,8,434,222,212,34,60,98,67,72,103,CS100009,커피음료,8,10,690,475,215,0,118,201,152,115,104,120250,63720,56529,5023,45720,38511,17717,8295,4983,용산구
한강대로52길,1601,201804,CS100009,커피음료,184,75,25,25,25,0,9034478.125,3072873.625,3511001.125,87287.25,1857936.375,2297193.375,1543020,606066.625,192371.375,8,434,222,212,34,60,98,67,72,103,CS100009,커피음료,8,10,690,475,215,0,118,201,152,115,104,120250,63720,56529,5023,45720,38511,17717,8295,4983,용산구
한강대로62가길,1602,201804,CS100009,커피음료,61,0,0,0,0,0,8471552,4519828,3325862,0,1376724,2968103,2173276,793103,534483,1,57,33,24,4,5,3,8,11,26,CS100009,커피음료,3,5,673,255,418,1,67,195,198,174,38,4119,1698,2421,0,1208,1931,533,387,59,용산구
한강대로62가길,1602,201804,CS100009,커피음료,61,0,0,0,0,0,8471552,4519828,3325862,0,1376724,2968103,2173276,793103,534483,1,57,33,24,4,5,3,8,11,26,CS100009,커피음료,3,5,673,255,418,1,67,195,198,174,38,4119,1698,2421,0,1208,1931,533,387,59,용산구
한강대로62길,1603,201804,CS100009,커피음료,168,0,0,0,0,0,9880247.286,5335676,3380357.286,36690.71429,2870402.143,2870636.286,1855352.143,839379.5714,243572.4286,7,898,450,448,71,153,166,128,158,222,CS100009,커피음료,5,10,714,439,275,0,114,227,174,122,77,26234,14732,11503,513,7160,7869,5091,3527,2075,용산구
한강대로62길,1603,201804,CS100009,커피음료,168,0,0,0,0,0,9880247.286,5335676,3380357.286,36690.71429,2870402.143,2870636.286,1855352.143,839379.5714,243572.4286,7,898,450,448,71,153,166,128,158,222,CS100009,커피음료,5,10,714,439,275,0,114,227,174,122,77,26234,14732,11503,513,7160,7869,5091,3527,2075,용산구
한강대로62다길,1604,201804,CS100009,커피음료,187,0,0,0,0,0,6216188,2983323.25,2365206.5,7040.25,905662.75,1536308.5,1513049.5,1005785.25,380683.25,4,435,225,210,48,61,101,66,69,90,CS100009,커피음료,2,2,5217,3538,1679,11,586,1274,1983,1273,90,10187,6377,3810,123,2050,2403,2471,1917,1223,용산구
한강대로62다길,1604,201804,CS100009,커피음료,187,0,0,0,0,0,6216188,2983323.25,2365206.5,7040.25,905662.75,1536308.5,1513049.5,1005785.25,380683.25,4,435,225,210,48,61,101,66,69,90,CS100009,커피음료,2,2,5217,3538,1679,11,586,1274,1983,1273,90,10187,6377,3810,123,2050,2403,2471,1917,1223,용산구
한강대로7길,1605,201804,CS100009,커피음료,201,0,0,0,0,0,8637812.286,2649021.857,3416640.714,31254.28571,1441815.857,2122179.857,1552639.429,669449.1429,248324.4286,7,1096,567,529,127,94,155,165,190,365,CS100009,커피음료,8,10,1855,542,1313,36,803,537,178,110,191,33767,17907,15861,558,6535,8459,7140,5846,5228,용산구
한강대로88길,1606,201804,CS100009,커피음료,10,0,0,0,0,0,21371681,3532358,17839323,500721,18371907,805706,701009,587209,405129,1,107,79,28,2,11,9,20,29,36,CS100009,커피음료,1,1,1626,1137,489,7,206,418,377,261,357,19481,11825,7656,2246,5947,3307,3080,2700,2202,용산구
한강대로96길,1607,201804,CS100009,커피음료,426,100,100,100,100,100,7568208.7,2989018.8,3678206.2,61561,1631557.9,1311064.1,2757201.1,764967,140874.2,10,2904,1528,1376,279,400,435,469,487,834,CS100009,커피음료,7,9,26,3,23,1,5,8,2,7,3,41872,24082,17790,3351,11423,8793,7250,6185,4869,용산구
