상권코드명,상권코드,기준년월코드,서비스업종코드.x,서비스업종코드명.x,평균영업개월수,X1년이하생존율,X1.2년생존율,X2.3년생존율,X3.5년생존율,X5년이상생존율,당월매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수.x,총상주인구수,남성상주인구수,여성상주인구수,연령대10상주인구수,연령대20상주인구수,연령대30상주인구수,연령대40상주인구수,연령대50상주인구수,연령대60이상상주인구수,서비스업종코드.y,서비스업종코드명.y,점포수.y,유사업종점포수,총직장인구수,남성직장인구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수,구
삼일대로32길,755,201803,CS100009,커피음료,92,66.67,66.67,33.33,0,0,15097106.83,6570652.667,6747573.333,13436.66667,2581840.167,4419149.333,3209960.5,2333992.667,759847.3333,6,1084,610,474,107,146,178,202,184,267,CS100009,커피음료,15,15,9078,4594,4484,490,1631,2615,2776,1108,458,44970,25852,19118,658,12298,10415,8101,7130,6368,종로구
삼일대로4길,756,201803,CS100009,커피음료,31,0,0,0,0,0,16637517,7685372,8952145,44243,7676848,5706899,2229308,855705,124514,1,5,1,4,0,0,0,1,0,4,CS100009,커피음료,3,4,1172,449,723,23,299,313,233,167,137,13577,7703,5874,173,3145,3376,3372,2113,1398,중구
삼청로5길,758,201803,CS100009,커피음료,119,100,100,100,100,0,4414498.833,1488225.333,2327429.5,19143.16667,1619994.667,954537.5,581179.1667,498957.8333,141842.6667,6,354,164,190,45,43,47,43,64,112,CS100009,커피음료,11,11,95,48,47,0,10,20,24,30,11,5156,2358,2798,54,1638,1319,978,875,292,종로구
상계로12길,759,201803,CS100009,커피음료,96,0,0,0,0,0,6145438.6,1071111,2719832.4,2072.2,525598.6,826755,1429750.6,714403.4,292363.8,5,1809,926,883,183,278,245,304,314,485,CS100009,커피음료,4,4,287,68,219,2,40,35,67,96,47,16489,8054,8435,1328,4198,2362,2893,3019,2690,노원구
상계로37길,761,201803,CS100009,커피음료,80.5,100,100,100,100,100,17143165.33,4733442.333,12409723,4443546.667,7260492,1236708.333,2442148.667,1270482.333,489787.3333,3,752,374,378,89,108,92,124,146,193,CS100009,커피음료,4,5,37,18,19,0,6,3,12,15,1,9957,5198,4759,392,1453,1087,2017,2499,2509,노원구
상계로9가길,762,201803,CS100009,커피음료,78.5,100,100,100,100,100,2738722.75,1248731.75,1489991,60635.25,1037572,805583.75,392082.75,210548.5,232300.5,4,1802,911,891,251,231,268,273,306,473,CS100009,커피음료,5,5,45,27,18,0,2,6,15,16,6,79483,40554,38929,6666,14125,11913,13896,17423,15460,노원구
상계로9가길,762,201803,CS100009,커피음료,78.5,100,100,100,100,100,2738722.75,1248731.75,1489991,60635.25,1037572,805583.75,392082.75,210548.5,232300.5,4,1802,911,891,251,231,268,273,306,473,CS100009,커피음료,5,5,45,27,18,0,2,6,15,16,6,79483,40554,38929,6666,14125,11913,13896,17423,15460,노원구
상도로15길,763,201803,CS100009,커피음료,76,0,0,0,0,0,9512161,3991681.5,4993342.167,300353.8333,3421555.5,2277266.333,1327138,1222559.167,436151.3333,6,3070,1479,1591,256,675,707,415,402,615,CS100009,커피음료,4,8,281,143,138,1,19,51,86,69,55,160409,80271,80138,6964,42502,33074,24369,27381,26119,동작구
상도로15길,763,201803,CS100009,커피음료,76,0,0,0,0,0,9512161,3991681.5,4993342.167,300353.8333,3421555.5,2277266.333,1327138,1222559.167,436151.3333,6,3070,1479,1591,256,675,707,415,402,615,CS100009,커피음료,4,8,281,143,138,1,19,51,86,69,55,160409,80271,80138,6964,42502,33074,24369,27381,26119,동작구
상원10길,765,201803,CS100009,커피음료,104,0,0,0,0,0,8797946,4110967.5,2869166,0,1425685.5,2823602,1967400.5,512518,250928,2,1147,603,544,118,206,213,191,205,214,CS100009,커피음료,2,2,206,120,86,0,27,47,48,51,33,13317,7404,5913,425,3114,3528,2464,2175,1611,성동구
상원길,766,201803,CS100009,커피음료,349,0,0,0,0,0,14124490.92,5262151.083,5651884.417,166072.1667,3043551.083,3976933.75,2628571.167,837287,261620.9167,12,1109,539,570,179,205,224,187,156,158,CS100009,커피음료,11,17,3273,2115,1158,11,674,1013,861,492,222,92333,51938,40395,2000,22737,26492,19228,13937,7939,성동구
상일로5길,767,201803,CS100009,커피음료,78,0,0,0,0,0,3900659.5,2258441.5,1177421.5,115977.5,558992.25,931081.5,783841.75,1004751.75,41218.75,4,1443,733,710,247,235,192,219,288,262,CS100009,커피음료,3,4,74,32,42,0,5,13,31,21,4,21771,10302,11469,7735,2325,2752,3804,3635,1520,강동구
새말로16길,768,201803,CS100009,커피음료,121.5,0,0,0,0,0,13964973,5439934.8,8525038.2,156296.6,4118879.2,3596538,2745545.2,2366793.8,980920.2,5,2307,1137,1170,293,400,505,313,350,446,CS100009,커피음료,7,7,1103,472,631,6,534,342,115,75,31,75734,38221,37513,3386,21914,18405,11956,10469,9605,구로구
새창로33길,770,201803,CS100009,커피음료,57,0,0,0,0,0,9311945,3466074,2363456,169725,1393256,1413400,1983523,673300,196325,1,865,457,408,88,114,143,136,129,255,CS100009,커피음료,2,2,344,209,135,1,42,78,74,37,112,27041,16519,10522,557,5449,6063,5743,5280,3949,용산구
새창로33길,770,201803,CS100009,커피음료,57,0,0,0,0,0,9311945,3466074,2363456,169725,1393256,1413400,1983523,673300,196325,1,865,457,408,88,114,143,136,129,255,CS100009,커피음료,2,2,344,209,135,1,42,78,74,37,112,27041,16519,10522,557,5449,6063,5743,5280,3949,용산구
서강대길,773,201803,CS100009,커피음료,22,0,0,0,0,0,23570749,19752792,3817957,725279,19212675,1977685,676513,869664,108933,1,1015,502,513,207,142,179,214,150,123,CS100009,커피음료,2,2,282,174,108,5,34,76,82,66,19,46581,29784,16797,9357,27598,3167,2698,2321,1439,마포구
서강대길,773,201803,CS100009,커피음료,22,0,0,0,0,0,23570749,19752792,3817957,725279,19212675,1977685,676513,869664,108933,1,1015,502,513,207,142,179,214,150,123,CS100009,커피음료,2,2,282,174,108,5,34,76,82,66,19,46581,29784,16797,9357,27598,3167,2698,2321,1439,마포구
서강로11길,774,201803,CS100009,커피음료,181,100,100,100,50,0,7291699.75,2072162,4487280.5,57339.5,3688968.25,1651986.25,663249,429665.75,68234,4,676,339,337,53,185,130,91,81,136,CS100009,커피음료,5,6,213,96,117,0,44,56,27,34,52,20431,9673,10758,1669,8892,4124,3072,1513,1162,마포구
서강로20길,775,201803,CS100009,커피음료,105,100,66.67,66.67,66.67,33.33,11220230.5,5166657.75,5465310.25,586447,5958939,2241118,978520.75,707839.5,159103.75,4,793,426,367,60,247,139,102,103,142,CS100009,커피음료,2,5,23,14,9,0,4,6,4,6,3,125100,64329,60771,14234,59463,19035,13037,11178,8153,마포구
서달로14길,777,201803,CS100009,커피음료,133.5,50,50,50,50,50,5555383,1901694.333,3073313.333,108260,2764576.333,1078244.167,437427,454239.1667,132261.1667,6,454,215,239,40,77,69,52,68,148,CS100009,커피음료,7,7,71,26,45,2,8,13,21,20,7,69495,33754,35741,4157,18817,10898,11227,12595,11801,동작구
서달로15길,778,201803,CS100009,커피음료,18,0,0,0,0,0,6550242,2599994,3950248,250350,4097891.5,592316,1087579.5,414627.5,107477.5,2,266,141,125,32,34,48,37,42,73,CS100009,커피음료,3,3,30,14,16,1,1,5,10,6,7,120847,63915,56932,22439,62156,10188,9487,9488,7089,동작구
서래로5길,779,201803,CS100009,커피음료,299,0,0,0,0,0,5353814.143,1449642.571,3063602.143,21313.14286,972186.8571,1597510.857,1028036.714,583479.4286,310718,7,2189,1039,1150,402,309,364,400,340,374,CS100009,커피음료,9,10,1439,796,643,2,238,398,440,261,100,55530,26126,29404,5740,8450,11853,13723,8596,7169,서초구
서림3길,780,201803,CS100009,커피음료,7,0,0,0,0,0,7072136,4230822,2841314,19889,3617323,2186318,713048,305174,230384,1,3334,2150,1184,197,1142,861,442,287,405,CS100009,커피음료,1,1,22,17,5,0,1,5,7,3,6,124165,72606,51559,6361,67291,21324,10135,8760,10296,관악구
서순라길,783,201803,CS100009,커피음료,19,0,0,0,0,0,1437051,314974,963454,0,426923,414198,240835.5,89228,107244.5,2,206,108,98,17,22,27,36,31,73,CS100009,커피음료,5,5,1561,961,600,2,327,319,298,356,259,14609,8337,6272,117,4521,3669,2728,2015,1558,종로구
서순라길,783,201803,CS100009,커피음료,19,0,0,0,0,0,1437051,314974,963454,0,426923,414198,240835.5,89228,107244.5,2,206,108,98,17,22,27,36,31,73,CS100009,커피음료,5,5,1561,961,600,2,327,319,298,356,259,14609,8337,6272,117,4521,3669,2728,2015,1558,종로구
서순라길,783,201803,CS100009,커피음료,19,0,0,0,0,0,1437051,314974,963454,0,426923,414198,240835.5,89228,107244.5,2,206,108,98,17,22,27,36,31,73,CS100009,커피음료,5,5,1561,961,600,2,327,319,298,356,259,14609,8337,6272,117,4521,3669,2728,2015,1558,종로구
서오릉로13길,784,201803,CS100009,커피음료,132,0,0,0,0,0,5555065.5,1692962.5,2594047.5,0,530517,1525421.5,1078049,646077.5,506944.5,2,4244,1974,2270,680,608,675,733,652,896,CS100009,커피음료,4,4,363,179,184,0,42,74,121,88,38,55157,26858,28299,8647,10050,9747,9573,9209,7931,은평구
서오릉로21길,786,201803,CS100009,커피음료,152,40,20,0,0,0,2628161.25,727140.5,1663984,38585.125,595729.125,702052.125,510665,339063.25,205030.375,8,14813,7714,7099,2389,1831,2103,2527,2468,3495,CS100009,커피음료,14,14,1751,1060,691,2,114,238,401,752,244,280405,124317,156089,33125,48965,49520,51096,53904,43794,은평구
서오릉로7길,788,201803,CS100009,커피음료,28,0,0,0,0,0,6522330,2635190,3384600,239543.5,1603828.5,2069554.5,1382227,475807,248830.5,2,955,466,489,138,121,169,152,144,231,CS100009,커피음료,1,3,128,50,78,0,9,30,35,42,12,11572,5194,6378,132,2146,2825,2100,2350,2020,은평구
서오릉로8길,789,201803,CS100009,커피음료,11,0,0,0,0,0,8.00E+05,283333,516667,0,210000,143333,336667,73333,36667,1,2536,1227,1309,320,352,373,411,425,655,CS100009,커피음료,1,1,129,41,88,0,7,14,43,34,31,22096,9809,12287,604,2997,5946,3894,4952,3703,은평구
서운로11길,790,201803,CS100009,커피음료,98,0,0,0,0,0,4165434.5,1980353,1425154.5,0,593237,1596444,690954.5,300771,224100.5,2,1058,534,524,164,160,208,204,152,170,CS100009,커피음료,3,3,739,516,223,3,137,217,173,129,80,31849,16723,15126,1323,6297,7323,7258,5235,4414,서초구
서울숲2길,791,201803,CS100009,커피음료,172,0,0,0,0,0,13718521,4541501.429,7806307.571,135743.7143,5969726.143,3674709.429,1317492.429,920748.1429,329389.4286,7,2352,1174,1178,287,385,383,376,399,522,CS100009,커피음료,15,16,378,186,192,0,76,107,80,55,60,71477,35932,35544,6304,19222,15413,11356,11180,8002,성동구
서울숲2길,791,201803,CS100009,커피음료,172,0,0,0,0,0,13718521,4541501.429,7806307.571,135743.7143,5969726.143,3674709.429,1317492.429,920748.1429,329389.4286,7,2352,1174,1178,287,385,383,376,399,522,CS100009,커피음료,15,16,378,186,192,0,76,107,80,55,60,71477,35932,35544,6304,19222,15413,11356,11180,8002,성동구
서울시립대로27길,792,201803,CS100009,커피음료,94,0,0,0,0,0,11349879.67,6394695.333,4955184.333,507101,6003042,2229090.667,1270603,915820.3333,424222.6667,3,720,374,346,66,127,95,97,115,220,CS100009,커피음료,4,5,90,52,38,1,3,18,37,19,12,35594,18787,16807,1778,12394,5689,4527,5927,5279,동대문구
서울시립대로29길,793,201803,CS100009,커피음료,74,100,100,100,100,100,12290250,6299016,5991234,493709,7988281,2017330,1136504,490974,163452,1,1340,692,648,152,361,208,146,179,294,CS100009,커피음료,0,1,37,26,11,0,3,8,12,7,7,52899,30705,22194,8530,28228,5144,4126,4116,2753,동대문구
서울시립대로29길,793,201803,CS100009,커피음료,74,100,100,100,100,100,12290250,6299016,5991234,493709,7988281,2017330,1136504,490974,163452,1,1340,692,648,152,361,208,146,179,294,CS100009,커피음료,0,1,37,26,11,0,3,8,12,7,7,52899,30705,22194,8530,28228,5144,4126,4116,2753,동대문구
서울시립대로2길,794,201803,CS100009,커피음료,56,100,0,0,0,0,5525644,2145951,2762882.333,64002.33333,1524656.667,1536140.333,797558.6667,740130.6667,246344.6667,3,1242,616,626,192,149,213,216,183,289,CS100009,커피음료,2,3,180,108,72,1,24,28,53,46,28,31128,17346,13782,1409,7049,7875,5765,5371,3658,동대문구
서울시립대로2길,794,201803,CS100009,커피음료,56,100,0,0,0,0,5525644,2145951,2762882.333,64002.33333,1524656.667,1536140.333,797558.6667,740130.6667,246344.6667,3,1242,616,626,192,149,213,216,183,289,CS100009,커피음료,2,3,180,108,72,1,24,28,53,46,28,31128,17346,13782,1409,7049,7875,5765,5371,3658,동대문구
서울시립대로5길,795,201803,CS100009,커피음료,83,100,100,100,100,100,1630023,1595373,34650,0,0,0,34650,478744,1116629,1,548,301,247,44,70,55,84,99,196,CS100009,커피음료,1,1,43,19,24,0,5,6,9,14,9,4513,2433,2080,582,593,1111,693,777,756,동대문구
서초대로19길,796,201803,CS100009,커피음료,106.5,100,0,0,0,0,8567646.667,3672117.333,3707264.778,238938.3333,2504383.667,2649769.889,1197267.444,564042.7778,224980.4444,9,6020,2747,3273,1015,901,1123,1062,835,1084,CS100009,커피음료,7,8,2453,1553,900,8,331,563,571,526,454,140531,72411,68120,8446,30934,32842,26518,21056,20734,서초구
서초대로1길,797,201803,CS100009,커피음료,86,0,0,0,0,0,17186982.5,6685182.75,9043982.75,644703.25,4962807,4210556.25,2966864.75,2131242,812992.75,4,993,448,545,260,116,136,211,137,133,CS100009,커피음료,6,8,115,67,48,0,29,30,23,19,14,146848,73240,73608,9896,40277,28716,22821,23178,21960,서초구
서초대로23길,798,201803,CS100009,커피음료,156.5,100,100,0,0,0,5570838.615,2338198.923,2222465.692,26381.61538,1367738,1666305.846,877549.8462,372845,249844.6923,13,4468,2091,2377,705,645,882,749,638,849,CS100009,커피음료,13,14,2204,1178,1026,4,339,655,525,391,290,118607,59618,58989,4769,26076,28627,22349,18351,18435,서초구
서초대로25길,799,201803,CS100009,커피음료,196.3333333,0,0,0,0,0,19566176.1,6265772.3,10374378.1,141939,4824107.9,5859279.4,3265725,1746927.7,802171.7,10,1115,529,586,178,176,222,168,159,212,CS100009,커피음료,13,14,2127,1321,806,23,519,663,544,258,120,69489,34525,34963,2777,14782,15979,13332,11621,10998,서초구
서초대로26길,800,201803,CS100009,커피음료,74,33.33,33.33,33.33,33.33,33.33,27280285,8903498.333,13723455,650194.6667,7419908.333,6933991,3862114.333,2305272,1455473.667,3,1437,670,767,198,244,351,214,173,257,CS100009,커피음료,4,6,590,365,225,3,119,163,143,85,77,35508,16375,19133,1592,9331,9041,6234,4919,4391,서초구
서초대로33길,801,201803,CS100009,커피음료,225.3333333,0,0,0,0,0,18818047.1,5922416.7,9939165.1,110472.9,4553994.3,5573563.6,3097628.3,1718806.4,807116.5,10,3893,1852,2041,725,549,630,645,619,725,CS100009,커피음료,12,12,1843,1048,795,9,429,534,444,256,171,82989,40245,42744,2106,17549,20279,16694,14317,12044,서초구
서초대로34길,802,201803,CS100009,커피음료,12,0,0,0,0,0,7131562,3294563.5,2099632.5,18939.5,1113012.5,1759581,1514215.5,521301.5,467146,2,799,387,412,125,92,137,129,112,204,CS100009,커피음료,3,3,470,290,180,8,109,121,121,71,40,18699,9579,9120,318,4164,4768,3801,3171,2477,서초구
서초대로38길,803,201803,CS100009,커피음료,58.5,100,100,100,0,0,18720194,7679024.6,7315471.8,190106.6,3651982.4,3503980.4,3231430.4,3409941.8,1007055.4,5,1546,751,795,199,267,241,231,283,325,CS100009,커피음료,4,4,1479,846,633,7,193,333,394,337,215,42041,22537,19504,4064,7772,9928,9055,6729,4493,서초구
서초대로4길,804,201803,CS100009,커피음료,1,0,0,0,0,0,9567143,3555714,4915714,87143,4505714,2277857,775714,825000,0,1,1319,623,696,208,192,225,221,199,274,CS100009,커피음료,1,1,495,362,133,6,67,135,142,81,64,51807,22485,29323,8473,8853,9396,8701,8913,7471,서초구
서초대로54길,805,201803,CS100009,커피음료,290,33.33,33.33,33.33,0,0,9796980,3917727.25,4398944.75,785371,3083943.25,1713377.5,1303798.5,775982.75,654199.25,4,1451,699,752,198,213,231,226,254,329,CS100009,커피음료,4,6,611,370,241,3,111,170,153,103,71,34020,17340,16681,3071,9940,6092,5744,4139,5035,서초구
서초대로65길,806,201803,CS100009,커피음료,41,100,0,0,0,0,5303879,1280172,2612069,0,0,187500,3006466,411638,286638,1,870,423,447,248,96,89,216,125,96,CS100009,커피음료,1,1,18,12,6,2,2,3,8,2,1,3196,1454,1742,855,222,595,723,413,387,서초구
서초중앙로31길,808,201803,CS100009,커피음료,129,0,0,0,0,0,8848457.5,3655752,3749575.5,20401.5,1348282.5,3076540,1784676.5,682061,493366,2,1166,576,590,266,149,143,238,184,186,CS100009,커피음료,1,1,2039,1080,959,3,155,248,361,454,818,24432,11739,12693,3010,3202,4913,5714,3967,3626,서초구
서초중앙로33길,809,201803,CS100009,커피음료,464,50,50,50,50,50,21006347.17,7368462.667,8340893.167,755296.3333,3063536.167,4276824.667,4601688.833,1850005.167,1162005.333,6,332,154,178,69,47,53,53,50,60,CS100009,커피음료,3,5,2267,1136,1131,6,301,547,506,335,572,58866,28812,30054,6952,8088,12192,14756,9069,7809,서초구
서해안로24길,810,201803,CS100009,커피음료,26,0,0,0,0,0,8570268,3119632.5,4555436.5,117120,1736933.5,1992100,1933948.5,1238593,656374.5,2,653,307,346,72,66,85,109,145,176,CS100009,커피음료,3,3,54,12,42,0,1,6,17,10,20,2481,1157,1324,129,422,626,547,407,350,구로구
석계로13길,811,201803,CS100009,커피음료,275,100,100,100,100,0,4380223.667,2634082,1746141.667,102150,2680215.333,523791,385018.6667,472459.6667,216589,3,1688,894,794,298,352,228,270,202,338,CS100009,커피음료,3,3,107,62,45,0,20,22,32,20,13,6776,5010,1765,1272,3003,398,835,527,740,노원구
석계로18길,812,201803,CS100009,커피음료,77,0,0,0,0,0,10548234.5,4511067,4872139.5,187063.5,3208345.5,1969019.5,1845925.5,1565474,607379.5,2,82,50,32,12,15,15,6,12,22,CS100009,커피음료,2,3,57,35,22,0,11,14,11,10,11,42152,23518,18634,5114,12153,6281,5844,6351,6410,노원구
석계로7길,813,201803,CS100009,커피음료,236,100,100,100,100,50,23363083.67,9387709.333,13975374.33,686714.8333,10085622.83,5534166.833,4170969.333,2276677.167,608932.6667,6,953,508,445,97,136,129,144,160,287,CS100009,커피음료,2,6,131,36,95,2,10,11,24,41,43,35271,18025,17246,2922,8828,5775,6139,6043,5564,노원구
석촌호수로18길,814,201803,CS100009,커피음료,135,100,0,0,0,0,6214871.231,2688480.077,2646441.231,15298,1664673.077,1669527.923,756201.1538,753484.8462,475736.7692,13,6578,3124,3454,859,1104,1605,1012,896,1102,CS100009,커피음료,13,14,1061,566,495,7,113,219,311,300,111,118639,59927,58712,2583,30382,30460,21480,18096,15638,송파구
선릉로130길,815,201803,CS100009,커피음료,24,0,0,0,0,0,11756983,4374224,5078448,31034,3099224,3565431,1884655,587845,284483,1,991,487,504,262,123,113,234,130,129,CS100009,커피음료,1,1,1743,333,1410,6,136,222,414,749,216,84080,41992,42088,4691,20209,22981,16713,10814,8671,강남구
선릉로6길,816,201803,CS100009,커피음료,119,0,0,0,0,0,5941328,2656021.333,2397005.667,74684.66667,870749.3333,764893,1067833.333,1450716.667,824151,3,397,189,208,78,48,62,66,57,86,CS100009,커피음료,2,3,138,66,72,0,20,34,31,37,16,11732,6307,5425,2476,2059,1304,1849,2281,1762,강남구
선유로33길,817,201803,CS100009,커피음료,34,0,0,0,0,0,18881483,6092669.667,8829119.667,15134,4105397.333,6006190,3097279.333,1435319.667,262469,3,782,387,395,153,94,177,121,88,149,CS100009,커피음료,2,4,183,127,56,0,24,59,48,36,16,57804,30552,27253,2737,11799,15882,12577,7827,6982,영등포구
선유로43가길,819,201803,CS100009,커피음료,5,0,0,0,0,0,1585552,650049,935503,0,209822,621341,629071,57568,67750,1,169,85,84,36,24,11,34,19,45,CS100009,커피음료,1,1,362,282,80,0,31,102,91,88,50,6951,3981,2970,662,1251,1616,1503,1131,788,영등포구
선유로9나길,820,201803,CS100009,커피음료,39,0,0,0,0,0,10256997.33,3078373,5805083.333,35446.33333,3936743.667,2614624.667,1870551.667,343240.6667,82850,3,893,459,434,157,136,203,150,98,149,CS100009,커피음료,3,3,107,77,30,0,4,16,30,32,25,8908,5138,3770,487,1300,2212,2110,1574,1225,영등포구
선유서로25길,822,201803,CS100009,커피음료,68,0,0,0,0,0,5784686.429,2310815.143,2670909.143,50062.71429,1269485,2209119.143,845459.2857,436172.2857,171426.2857,7,1391,771,620,127,248,293,233,210,280,CS100009,커피음료,8,9,1183,943,240,2,113,255,330,290,193,19065,11578,7487,170,3924,5564,3716,3210,2482,영등포구
성균관로9길,824,201803,CS100009,커피음료,14,0,0,0,0,0,20311261,8280168,10988235,331092,15602521,1628067,749580,592437,364706,1,310,144,166,30,79,44,40,39,78,CS100009,커피음료,1,1,5,5,0,0,1,0,2,1,1,12848,6162,6686,2454,7846,841,940,541,224,종로구
성균관로9길,824,201803,CS100009,커피음료,14,0,0,0,0,0,20311261,8280168,10988235,331092,15602521,1628067,749580,592437,364706,1,310,144,166,30,79,44,40,39,78,CS100009,커피음료,1,1,5,5,0,0,1,0,2,1,1,12848,6162,6686,2454,7846,841,940,541,224,종로구
성대로1길,825,201803,CS100009,커피음료,82,100,100,100,100,100,25081694.5,7195153.5,6383330,13100,1993353.5,3948084.5,4329912.5,1491536.5,1802496.5,2,375,210,165,35,65,79,50,67,79,CS100009,커피음료,2,3,133,67,66,0,9,32,47,29,16,22700,11207,11494,789,6134,4768,3589,3980,3441,동작구
성덕정11길,826,201803,CS100009,커피음료,7.5,100,0,0,0,0,3218595,766115.5,2175206.5,12396.5,1504545.5,886363.5,265289.5,231405,41322.5,2,782,405,377,114,117,96,137,147,171,CS100009,커피음료,3,3,218,143,75,0,19,38,62,70,29,36071,18538,17533,1059,6420,10066,8112,6823,3591,성동구
성덕정11길,826,201803,CS100009,커피음료,7.5,100,0,0,0,0,3218595,766115.5,2175206.5,12396.5,1504545.5,886363.5,265289.5,231405,41322.5,2,782,405,377,114,117,96,137,147,171,CS100009,커피음료,3,3,218,143,75,0,19,38,62,70,29,36071,18538,17533,1059,6420,10066,8112,6823,3591,성동구
성덕정19길,828,201803,CS100009,커피음료,91,0,0,0,0,0,15538826,4899742,9391540,167643.5,7607560.5,4392403,980370.5,959899,183407.5,2,1452,760,692,186,206,216,202,295,347,CS100009,커피음료,2,2,209,115,94,0,16,38,70,60,25,44841,25101,19740,2257,9618,9352,8052,9795,5765,성동구
성덕정3길,829,201803,CS100009,커피음료,12,0,0,0,0,0,18250435,4420000,12055652,0,8414783,4858261,2792174,323478,86957,1,990,514,476,135,166,125,160,187,217,CS100009,커피음료,1,1,74,46,28,0,2,11,26,28,7,9107,5235,3872,969,1618,2037,1545,1862,1077,성동구
성덕정길,831,201803,CS100009,커피음료,93.5,100,0,0,0,0,10129711.13,2905667.125,6317974.625,40621.375,3614561.125,2349225,1323177.5,690696.875,1205360.5,8,6655,3496,3159,839,1029,939,1085,1326,1437,CS100009,커피음료,9,9,1034,679,355,2,156,248,293,230,105,117266,65774,51491,4083,23431,24649,20420,27437,17246,성동구
성덕정길,831,201803,CS100009,커피음료,93.5,100,0,0,0,0,10129711.13,2905667.125,6317974.625,40621.375,3614561.125,2349225,1323177.5,690696.875,1205360.5,8,6655,3496,3159,839,1029,939,1085,1326,1437,CS100009,커피음료,9,9,1034,679,355,2,156,248,293,230,105,117266,65774,51491,4083,23431,24649,20420,27437,17246,성동구
성미산로1길,832,201803,CS100009,커피음료,140,100,100,0,0,0,14584357.67,6631257.667,5601690.667,108400.3333,2034122.333,3706039.667,3567575.667,2147227,669584.3333,3,2061,1004,1057,320,313,382,394,267,385,CS100009,커피음료,6,6,799,568,231,3,113,187,201,124,171,49647,25231,24415,3082,13051,12379,9864,7032,4239,마포구
성미산로29길,833,201803,CS100009,커피음료,92.25,0,0,0,0,0,3954789.5,1107109.167,2847680.333,53163,2532801.833,956194,304180.6667,97315,11135,6,973,468,505,85,144,140,164,157,283,CS100009,커피음료,5,5,55,34,21,1,8,24,14,7,1,22995,9839,13157,109,7943,5774,3389,2937,2843,마포구
성북로14가길,834,201803,CS100009,커피음료,69,100,100,100,100,100,12161688,4922078,5859091,94156,2035714,2633766,2946753,2601299,469481,1,751,347,404,133,94,119,160,99,146,CS100009,커피음료,1,1,33,14,19,0,4,6,10,9,4,2641,1524,1117,588,565,515,423,385,166,성북구
성북로15길,835,201803,CS100009,커피음료,16,0,0,0,0,0,4148551,1938009,2210542,0,2006142,1744965,264962,132482,0,1,372,165,207,59,52,40,81,50,90,CS100009,커피음료,1,1,141,108,33,0,8,36,49,37,11,2973,1318,1655,193,541,693,701,627,219,성북구
성북로18길,836,201803,CS100009,커피음료,29.5,0,0,0,0,0,3851515.333,1598917.667,1984199.333,24675.33333,570779.3333,921428.6667,1127272.667,745021.6667,193939.3333,3,557,274,283,97,77,77,117,77,112,CS100009,커피음료,4,4,122,46,76,0,23,22,29,31,17,2075,867,1208,91,363,513,503,453,151,성북구
성북로31길,838,201803,CS100009,커피음료,303,100,100,100,100,100,67114500.25,30920714.25,26748190.5,47352,6385661,15946555.25,12389219.25,13202196.5,9697921,4,455,219,236,52,52,47,79,86,139,CS100009,커피음료,3,4,135,49,86,2,29,27,26,28,23,2715,1257,1458,22,258,643,713,621,457,성북구
성북로8길,839,201803,CS100009,커피음료,3,0,0,0,0,0,1731666.5,899839,831827.5,0,508513.5,450616.5,626051,95913,50572.5,2,1263,607,656,181,202,199,223,199,259,CS100009,커피음료,4,4,486,159,327,1,41,209,176,39,20,32553,13932,18621,4363,8476,6387,5345,4541,3440,성북구
성수이로7가길,840,201803,CS100009,커피음료,14,100,100,0,0,0,15745561,6360179,3576023,21178,2815229,3809121,2095623,879345,315706,1,467,257,210,34,140,111,54,64,64,CS100009,커피음료,2,2,1687,1035,652,10,323,534,488,240,92,32999,20198,12801,1156,7986,8832,6630,5321,3074,성동구
성수일로1길,841,201803,CS100009,커피음료,15,0,0,0,0,0,7703933,2680575.667,3837985.667,94004.66667,1907913.667,1920887.333,1860623.667,534292.6667,200839.3333,3,299,146,153,56,41,67,50,35,50,CS100009,커피음료,1,5,148,107,41,2,23,43,40,29,11,9257,4937,4319,1009,1957,2247,1772,1389,883,성동구
성수일로4길,842,201803,CS100009,커피음료,108,50,50,0,0,0,17157910.14,5001498.571,8497014.286,103486.5714,5458341.143,4987489.714,1875864.571,831486.7143,241844.4286,7,1175,621,554,107,170,180,176,239,303,CS100009,커피음료,12,14,3122,2164,958,20,661,986,801,481,173,27976,16541,11435,1033,7712,7432,5222,4094,2482,성동구
성수일로4길,842,201803,CS100009,커피음료,108,50,50,0,0,0,17157910.14,5001498.571,8497014.286,103486.5714,5458341.143,4987489.714,1875864.571,831486.7143,241844.4286,7,1175,621,554,107,170,180,176,239,303,CS100009,커피음료,12,14,3122,2164,958,20,661,986,801,481,173,27976,16541,11435,1033,7712,7432,5222,4094,2482,성동구
