"상권코드","기준년월코드","상권코드명","서비스업종코드.x","서비스업종코드명.x","평균영업개월수","X1년이하생존율","X1.2년생존율","X2.3년생존율","X3.5년생존율","X5년이상생존율","당월매출금액","남성매출비율","여성매출비율","연령대10매출비율","연령대20매출비율","연령대30매출비율","연령대40매출비율","연령대50매출비율","연령대60이상매출비율","남성매출금액","여성매출금액","연령대10매출금액","연령대20매출금액","연령대30매출금액","연령대40매출금액","연령대50매출금액","연령대60이상매출금액","점포수.x","총상주인구수","남성상주인구수","여성상주인구수","연령대10상주인구수","연령대20상주인구수","연령대30상주인구수","연령대40상주인구수","연령대50상주인구수","연령대60이상상주인구수","서비스업종코드.y","서비스업종코드명.y","점포수.y","유사업종점포수","총직장인구수","남성직장인구수","여성직장인구수","연령대10직장인구수","연령대20직장인구수","연령대30직장인구수","연령대40직장인구수","연령대50직장인구수","연령대60이상직장인구수","총유동인구수","남성유동인구수","여성유동인구수","연령대10유동인구수","연령대20유동인구수","연령대30유동인구수","연령대40유동인구수","연령대50유동인구수","연령대60이상유동인구수"
734,201804,"삼양로27길","CS100009","커피음료",62,100,0,0,0,0,20308329,46.2,53.8,1.6,21.1,28.1,30.3,14.9,4,8664271,10419824,221594,3394154,5418347,6306717,2921210,822075,3,623,289,334,118,63,91,120,98,133,"CS100009","커피음료",2,5,173,60,113,1,18,33,59,39,23,31749,15560,16188,2924,5312,5239,6275,6028,5971
736,201804,"삼양로32가길","CS100009","커피음료",21,0,0,0,0,0,19475250,36.4,63.6,5.7,30.6,24,21.1,11.7,6.8,6770385,11328191,726786,5076560,4235757,3953569,2575681,1530224,1,247,120,127,27,31,28,37,48,76,"CS100009","커피음료",0,1,33,17,16,0,2,9,11,6,5,2187,769,1418,254,223,316,489,492,412
739,201804,"삼양로38길","CS100009","커피음료",36,0,0,0,0,0,5081343,66.3,33.7,0.8,36.1,30.3,18.5,10.1,4.2,3055970,2025373,29851,1663433,1414179,841791,884328,247761,1,1688,859,829,206,226,207,268,309,472,"CS100009","커피음료",1,2,90,44,46,2,19,17,13,22,17,10157,4379,5778,881,1923,1501,1765,2649,1438
745,201804,"삼양로73길","CS100009","커피음료",13,0,0,0,0,0,17908102,38.4,61.6,5.4,32.9,23.5,21.3,10.1,6.7,7257641,10650461,778439,5573917,4398776,4133446,1884172,1139352,2,928,464,464,80,80,92,157,163,356,"CS100009","커피음료",0,1,15,5,10,0,0,2,4,4,5,12181,6189,5992,903,2540,1884,2072,2634,2147
746,201804,"삼양로74길","CS100009","커피음료",47,100,100,100,0,0,5566542,31.6,68.4,0,24.4,23.5,23.8,25.5,2.8,2076025,3490517,0,916836,1298516,1737424,1469241,144525,1,1079,529,550,135,131,132,149,196,336,"CS100009","커피음료",1,1,61,24,37,0,4,2,14,25,16,31857,16197,15660,2504,6228,5346,4912,6427,6441
747,201804,"삼양로77가길","CS100009","커피음료",1,100,100,100,100,100,2348993,43.3,56.7,11.7,35.7,17.5,25.4,5.8,3.8,1e+06,1348993,151007,909396,506711,540268,114094,127517,1,1597,798,799,214,202,219,240,282,440,"CS100009","커피음료",1,2,77,37,40,0,28,14,13,13,9,10169,4653,5515,421,2675,1250,1611,2688,1524
750,201804,"삼양로8길","CS100009","커피음료",68,0,0,0,0,0,10665725,35.2,64.8,1.7,22.9,29.5,30.6,12.8,2.5,3284081,6364835,96014,2397773,2862736,2919202,1121396,251796,3,934,453,481,100,124,115,136,172,287,"CS100009","커피음료",1,3,161,77,84,1,36,39,39,30,16,18512,8691,9821,2499,3216,3239,3365,3198,2996
751,201804,"삼양로91길","CS100009","커피음료",25,0,0,0,0,0,6543196,47.6,52.4,0,0,61.9,23.8,14.3,0,39061,6504135,0,0,6477027,56460,9709,0,1,929,449,480,129,129,103,144,151,273,"CS100009","커피음료",1,2,20,4,16,0,1,0,4,11,4,14319,6800,7520,419,2722,2669,2592,2908,3008
752,201804,"삼양로93길","CS100009","커피음료",31,0,0,0,0,0,1561078,28,72,4.7,32.3,25.7,25.7,11.7,0,404790,1156288,86228,398204,471257,479640,125749,0,1,1061,522,539,166,133,129,164,189,280,"CS100009","커피음료",1,1,62,25,37,0,3,9,18,24,8,28924,13343,15581,1255,5672,5163,4986,6025,5822
753,201804,"삼양로99길","CS100009","커피음료",31,0,0,0,0,0,1561078,28,72,4.7,32.3,25.7,25.7,11.7,0,404790,1156288,86228,398204,471257,479640,125749,0,1,478,232,246,93,72,65,83,73,92,"CS100009","커피음료",1,1,16,11,5,0,1,3,5,4,3,4401,1976,2424,126,897,749,823,891,916
754,201804,"삼일대로32가길","CS100009","커피음료",65,0,0,0,0,0,20957376,50.9,49.1,1.5,29.4,22.7,22.8,12.7,11,9577611,7410020,200646,4490126,3430467,4036741,2664757,2164896,3,897,501,396,79,128,160,166,157,207,"CS100009","커피음료",6,8,3209,2198,1011,5,474,1082,1015,445,188,28412,16328,12085,371,8080,6108,5005,4691,4158
755,201804,"삼일대로32길","CS100009","커피음료",109,66.67,66.67,33.33,0,0,113891410,49,51,0.3,22.5,34.2,24.9,14.8,3.2,44566170,48219692,362026,20387082,28202467,23521384,14827076,5485831,7,1084,610,474,107,146,178,202,184,267,"CS100009","커피음료",17,20,9078,4594,4484,490,1631,2615,2776,1108,458,44785,25707,19078,716,11694,10103,8205,7522,6545
756,201804,"삼일대로4길","CS100009","커피음료",32,0,0,0,0,0,17041573,45,55,0,45,35.9,14,4,1,7867270,8276796,0,7367898,5874957,2015766,763391,122055,1,5,1,4,0,0,0,1,0,4,"CS100009","커피음료",3,5,1172,449,723,23,299,313,233,167,137,13911,7996,5916,184,3043,3453,3395,2322,1514
758,201804,"삼청로5길","CS100009","커피음료",122,100,100,100,100,0,34486688,35.3,64.7,1.8,38.6,27.9,17.2,9.6,4.8,10015318,16568926,228277,8802532,7773826,5914907,2564194,1300508,6,354,164,190,45,43,47,43,64,112,"CS100009","커피음료",11,15,95,48,47,0,10,20,24,30,11,5925,2605,3320,125,1733,1401,1226,995,445
759,201804,"상계로12길","CS100009","커피음료",100,0,0,0,0,0,37524800,36.4,63.6,0,28.4,21.8,29.6,15.8,4.4,7163819,14730308,0,4278489,4837979,6848895,4697633,1231134,5,1809,926,883,183,278,245,304,314,485,"CS100009","커피음료",4,4,287,68,219,2,40,35,67,96,47,19824,9929,9895,1809,4556,2670,3665,3823,3302
761,201804,"상계로37길","CS100009","커피음료",82.5,100,100,100,100,100,51652518,25.6,74.4,28.4,42,6.5,13.4,8.2,1.5,14510092,37142426,13831031,21191806,3305336,7371964,4762810,1189571,3,752,374,378,89,108,92,124,146,193,"CS100009","커피음료",4,7,37,18,19,0,6,3,12,15,1,9821,5324,4498,456,1293,1229,2082,2382,2379
762,201804,"상계로9가길","CS100009","커피음료",80.5,100,100,100,100,100,11936348,34.8,65.2,3.9,47.4,21,12.3,10.6,4.8,4827450,7108898,273913,5391402,2905576,1513099,1142758,709600,4,1802,911,891,251,231,268,273,306,473,"CS100009","커피음료",5,5,45,27,18,0,2,6,15,16,6,73998,38009,35988,5837,14162,11625,12138,16697,13539
763,201804,"상도로15길","CS100009","커피음료",82,0,0,0,0,0,57963890,45.9,54.1,4,39.8,24.3,14.4,13.2,4.2,24008189,30779285,2208610,19486484,14665014,7970047,7608354,2848970,6,3070,1479,1591,256,675,707,415,402,615,"CS100009","커피음료",4,10,281,143,138,1,19,51,86,69,55,153815,77274,76541,6385,38565,32014,23973,27714,25164
764,201804,"상봉로11길","CS100009","커피음료",9,0,0,0,0,0,744118,39.1,60.9,0,17.4,54.3,19.6,8.7,0,319770,424348,0,103070,417310,152343,71395,0,1,1471,724,747,201,190,207,219,282,372,"CS100009","커피음료",1,2,246,123,123,0,27,34,79,70,36,24485,12064,12421,253,4633,4642,4291,5765,4901
765,201804,"상원10길","CS100009","커피음료",106,0,0,0,0,0,15193524,45.7,54.3,0,28.3,38.3,22,8.3,3.2,6616703,4653882,0,2626088,4468111,3057322,872401,246664,2,1147,603,544,118,206,213,191,205,214,"CS100009","커피음료",2,3,206,120,86,0,27,47,48,51,33,11958,6841,5117,295,2752,3065,2255,2102,1489
766,201804,"상원길","CS100009","커피음료",358,0,0,0,0,0,162688235,48.1,51.9,2.1,30.7,34.2,23.8,7.5,1.7,63188016,63833647,2036217,35839838,44347064,31380423,10665624,2752506,12,1109,539,570,179,205,224,187,156,158,"CS100009","커피음료",11,19,3273,2115,1158,11,674,1013,861,492,222,105211,60559,44651,2497,26920,30413,21435,15564,8382
767,201804,"상일로5길","CS100009","커피음료",81,0,0,0,0,0,16464488,57.6,42.4,7.3,21.1,26.8,29.8,14.1,1,7361587,8005728,590142,2026266,3573462,6086942,2953723,136782,4,1443,733,710,247,235,192,219,288,262,"CS100009","커피음료",3,4,74,32,42,0,5,13,31,21,4,14218,8723,5494,2078,2079,2265,3367,3074,1355
768,201804,"새말로16길","CS100009","커피음료",125.5,0,0,0,0,0,61673059,51.3,48.7,4.8,35,34.7,14.8,8.7,2,25351934,36321125,2065390,18289693,18139505,9956805,12276035,945631,5,2307,1137,1170,293,400,505,313,350,446,"CS100009","커피음료",6,8,1103,472,631,6,534,342,115,75,31,69375,35023,34352,2744,19185,17309,11315,10475,8347
770,201804,"새창로33길","CS100009","커피음료",58,0,0,0,0,0,8315323,56.3,43.7,1.4,23,25.8,29.8,12.2,7.8,2773806,2203962,57340,844290,1235699,1800551,659815,380075,1,865,457,408,88,114,143,136,129,255,"CS100009","커피음료",2,2,344,209,135,1,42,78,74,37,112,26914,16116,10798,599,5047,6356,5539,5035,4339
773,201804,"서강대길","CS100009","커피음료",1,0,0,0,0,0,17659813,51.9,48.1,5,57.6,21,6.1,8.7,1.6,8812446,8847367,946720,9958016,3848958,1143629,1476340,286150,1,1015,502,513,207,142,179,214,150,123,"CS100009","커피음료",2,3,282,174,108,5,34,76,82,66,19,43976,27674,16302,9074,26146,2946,2599,2074,1137
774,201804,"서강로11길","CS100009","커피음료",148,100,100,100,50,0,23156036,33.6,66.4,1.9,52.7,24.6,9,8,3.8,9603938,10784553,362583,12421091,4243494,1452436,1260675,648215,4,676,339,337,53,185,130,91,81,136,"CS100009","커피음료",5,8,213,96,117,0,44,56,27,34,52,16410,8163,8248,1166,6827,4113,2212,1166,926
775,201804,"서강로20길","CS100009","커피음료",108,100,66.67,66.67,66.67,33.33,49909033,43.4,56.6,5.3,65.6,12,9.4,6.3,1.4,19210746,22358334,1944105,26576689,5087396,4706766,2736503,517623,4,793,426,367,60,247,139,102,103,142,"CS100009","커피음료",2,5,23,14,9,0,4,6,4,6,3,108986,55267,53719,9053,49381,18299,12831,11088,8334
777,201804,"서달로14길","CS100009","커피음료",127.5,50,50,50,50,50,28782047,42.2,57.8,3.3,60.1,20.2,5.3,8.5,2.5,11322871,14263975,743194,13960839,5813188,2015542,2599655,454429,6,454,215,239,40,77,69,52,68,148,"CS100009","커피음료",7,9,71,26,45,2,8,13,21,20,7,65344,31565,33779,3969,16536,11143,11002,11384,11310
778,201804,"서달로15길","CS100009","커피음료",20,0,0,0,0,0,12855566,48.5,51.5,3,57.7,18.8,10.4,6.8,3.3,5463830,7391736,499959,7589389,2052394,1597730,860651,255443,2,266,141,125,32,34,48,37,42,73,"CS100009","커피음료",3,3,30,14,16,1,1,5,10,6,7,100426,53402,47024,16667,48547,10205,8988,8871,7148
779,201804,"서래로5길","CS100009","커피음료",278,0,0,0,0,0,34135252,45.2,54.8,1.5,28.5,34.2,21.7,10.3,3.8,12334880,14894452,348920,6585382,9631819,6182220,3244630,1236363,6,2189,1039,1150,402,309,364,400,340,374,"CS100009","커피음료",8,11,1439,796,643,2,238,398,440,261,100,52288,25441,26847,3807,8876,11576,13148,8465,6416
780,201804,"서림3길","CS100009","커피음료",8,0,0,0,0,0,6794832,64.9,35.1,0,51.5,35.4,6.6,5.2,1.3,4109782,2685050,0,3197504,2533166,603718,391276,69168,1,3334,2150,1184,197,1142,861,442,287,405,"CS100009","커피음료",1,1,22,17,5,0,1,5,7,3,6,103687,60486,43201,4007,53710,19695,9054,8689,8533
783,201804,"서순라길","CS100009","커피음료",13,0,0,0,0,0,2143248,51.2,48.8,0,26.7,51.9,11.4,7.1,2.9,961845,851989,0,499148,627426,266237,131250,289773,1,206,108,98,17,22,27,36,31,73,"CS100009","커피음료",5,6,1561,961,600,2,327,319,298,356,259,16253,8779,7473,312,4496,4033,2997,2503,1911
784,201804,"서오릉로13길","CS100009","커피음료",134,0,0,0,0,0,9057516,41.2,58.8,0.5,18.1,33.2,29.7,13.4,5.1,2975490,4511928,61111,1078268,2449347,2285458,1204902,408333,2,4244,1974,2270,680,608,675,733,652,896,"CS100009","커피음료",4,6,363,179,184,0,42,74,121,88,38,49447,24369,25078,4856,9493,9465,9328,9310,6995
786,201804,"서오릉로21길","CS100009","커피음료",147,40,20,0,0,0,25546263,33.5,66.5,1.7,21.5,25.7,24.6,17.7,8.8,7598142,16100702,460180,4027166,6755043,5914349,4231738,2310371,8,14813,7714,7099,2389,1831,2103,2527,2468,3495,"CS100009","커피음료",13,16,1751,1060,691,2,114,238,401,752,244,261619,117851,143768,27130,48835,46543,44667,51682,42762
788,201804,"서오릉로7길","CS100009","커피음료",30,0,0,0,0,0,16521144,46.3,53.7,3.5,29.3,35.8,20,6.8,4.6,6912246,8415107,444645,4115577,5675787,2957194,1098972,1035180,2,955,466,489,138,121,169,152,144,231,"CS100009","커피음료",2,5,128,50,78,0,9,30,35,42,12,12007,5314,6694,135,2553,2887,2239,2341,1853
789,201804,"서오릉로8길","CS100009","커피음료",12,0,0,0,0,0,590000,50,50,0,10.8,45,22.5,10.8,10.8,256667,333333,0,60000,253333,96667,63333,116667,1,2536,1227,1309,320,352,373,411,425,655,"CS100009","커피음료",1,1,129,41,88,0,7,14,43,34,31,24051,10603,13448,511,4472,6272,4057,5042,3696
790,201804,"서운로11길","CS100009","커피음료",100,0,0,0,0,0,9047990,61.5,38.5,0,10.8,53.7,16.9,11.8,6.7,4810240,2795443,0,804193,4489400,1144374,631342,536375,2,1058,534,524,164,160,208,204,152,170,"CS100009","커피음료",3,4,739,516,223,3,137,217,173,129,80,31282,16668,14615,1467,6111,7439,6673,5509,4084
791,201804,"서울숲2길","CS100009","커피음료",178,0,0,0,0,0,100486635,35.8,64.2,1.1,46.9,28.1,11.5,8.9,3.5,31612903,56909321,823699,40410383,25609015,10081985,7798010,3799134,7,2352,1174,1178,287,385,383,376,399,522,"CS100009","커피음료",15,19,378,186,192,0,76,107,80,55,60,66035,32956,33079,3055,19976,15427,10325,10077,7176
792,201804,"서울시립대로27길","CS100009","커피음료",97,0,0,0,0,0,35302547,53.1,46.9,10.2,55.4,14.5,8.8,8.4,2.8,17094942,16269764,2709043,17494327,6123812,3166595,2878766,992165,3,720,374,346,66,127,95,97,115,220,"CS100009","커피음료",4,6,90,52,38,1,3,18,37,19,12,25023,12772,12250,1070,7743,3747,3818,4201,4445
793,201804,"서울시립대로29길","CS100009","커피음료",75,100,100,100,100,100,11898562,49.9,50.1,4,65.5,15.9,7.1,6.4,1.2,5951381,5947181,495509,7281028,2278129,867862,762108,213926,1,1340,692,648,152,361,208,146,179,294,"CS100009","커피음료",0,1,37,26,11,0,3,8,12,7,7,39809,23041,16768,5026,19898,4309,3604,4300,2672
794,201804,"서울시립대로2길","CS100009","커피음료",59,100,0,0,0,0,18039311,39.1,60.9,0.4,38,27.5,18.6,11.5,3.9,6405703,10281149,31859,5856039,4735101,2712332,2260976,1090546,3,1242,616,626,192,149,213,216,183,289,"CS100009","커피음료",2,4,180,108,72,1,24,28,53,46,28,28132,15308,12824,172,6692,7328,5336,4439,4166
795,201804,"서울시립대로5길","CS100009","커피음료",84,100,100,100,100,100,1921862,100,0,0,0,0,11.3,17,71.7,1921862,0,0,0,0,213034,633484,1075344,1,548,301,247,44,70,55,84,99,196,"CS100009","커피음료",1,1,43,19,24,0,5,6,9,14,9,3587,2018,1569,42,468,1131,498,565,883
796,201804,"서초대로19길","CS100009","커피음료",122.5,100,0,0,0,0,78960362,51.2,48.8,3.5,42.4,31,15.2,5.3,2.5,33708478,34696291,1696604,26787035,21309523,12353752,3973898,2283959,9,6020,2747,3273,1015,901,1123,1062,835,1084,"CS100009","커피음료",7,9,2453,1553,900,8,331,563,571,526,454,138916,71142,67774,8823,29897,32396,26831,21214,19756
797,201804,"서초대로1길","CS100009","커피음료",89,0,0,0,0,0,77257869,40,60,5.8,33.2,24.5,21.6,10.9,4,29288025,40751435,3449161,22210619,16898036,15073509,9019780,3388353,4,993,448,545,260,116,136,211,137,133,"CS100009","커피음료",6,11,115,67,48,0,29,30,23,19,14,139389,69786,69604,8787,38018,27466,21786,22216,21117
798,201804,"서초대로23길","CS100009","커피음료",175.5,100,100,0,0,0,88860028,47.4,52.6,0.6,33.2,35.7,16.5,7.6,6.4,35516368,38794457,263386,22838568,26554659,13689800,5966932,4997482,13,4468,2091,2377,705,645,882,749,638,849,"CS100009","커피음료",13,16,2204,1178,1026,4,339,655,525,391,290,114507,58050,56457,4810,23848,27829,22163,18333,17524
799,201804,"서초대로25길","CS100009","커피음료",203.3333333,0,0,0,0,0,226145046,37.1,62.9,0.9,31.5,33.3,20.9,9.6,3.7,72976948,116902388,1236981,54098056,61534931,43250428,19622795,10136146,11,1115,529,586,178,176,222,168,159,212,"CS100009","커피음료",13,16,2127,1321,806,23,519,663,544,258,120,68297,34388,33909,2785,13798,15757,13567,11585,10805
800,201804,"서초대로26길","CS100009","커피음료",77,33.33,33.33,33.33,33.33,33.33,74960546,36.5,63.5,3.6,36.1,28.4,16.9,10.1,4.9,23584991,36710883,1960826,20302702,17186729,10836975,6254534,3754110,3,1437,670,767,198,244,351,214,173,257,"CS100009","커피음료",4,7,590,365,225,3,119,163,143,85,77,33977,16810,17167,1528,8610,8152,5936,4870,4882
801,201804,"서초대로33길","CS100009","커피음료",231.3333333,0,0,0,0,0,189007593,35.9,64.1,0.7,32,33.5,20.6,9.4,3.8,58940876,98106673,885408,46102164,51594678,34831406,15931517,7702377,10,3893,1852,2041,725,549,630,645,619,725,"CS100009","커피음료",12,14,1843,1048,795,9,429,534,444,256,171,113640,57499,56141,3438,23128,26483,22370,20263,17957
802,201804,"서초대로34길","CS100009","커피음료",13,0,0,0,0,0,15147906,56.6,43.4,0.5,24.5,37.9,21.7,6.7,8.8,6613793,5266957,52942,2683779,4504167,2691355,774510,1173997,2,799,387,412,125,92,137,129,112,204,"CS100009","커피음료",2,2,470,290,180,8,109,121,121,71,40,24341,12736,11605,516,5027,6241,4321,4384,3852
803,201804,"서초대로38길","CS100009","커피음료",62.5,100,100,100,0,0,87404934,51.1,48.9,1.9,32.5,26.1,18.7,14.1,6.6,34646177,31715298,777532,16701474,17657017,14454642,10970050,5800763,5,1546,751,795,199,267,241,231,283,325,"CS100009","커피음료",4,5,1479,846,633,7,193,333,394,337,215,36155,19359,16797,1044,7809,9106,7560,6152,4485
804,201804,"서초대로4길","CS100009","커피음료",2,0,0,0,0,0,12617857,45.5,54.5,1.5,45,34,8.4,8.9,2.1,5021429,5560000,175000,4382857,4156429,927857,775000,164286,1,1319,623,696,208,192,225,221,199,274,"CS100009","커피음료",1,1,495,362,133,6,67,135,142,81,64,46536,21370,25166,4719,9107,9223,8910,8162,6414
805,201804,"서초대로54길","CS100009","커피음료",293,33.33,33.33,33.33,0,0,38081179,44.9,55.1,7.6,44.2,21.9,12.9,9.2,4.3,14107684,16974331,2400293,12393498,6604181,4775619,3001215,1907212,4,1451,699,752,198,213,231,226,254,329,"CS100009","커피음료",4,8,611,370,241,3,111,170,153,103,71,32185,17576,14609,2271,7885,6336,6006,4358,5329
806,201804,"서초대로65길","CS100009","커피음료",42,100,0,0,0,0,5217672,40.6,59.4,0,2.1,7.8,64.4,14.9,10.8,1907328,2105603,0,116379,247845,2441810,581897,625000,1,870,423,447,248,96,89,216,125,96,"CS100009","커피음료",1,2,18,12,6,2,2,3,8,2,1,2553,1231,1322,209,190,557,728,462,406
808,201804,"서초중앙로31길","CS100009","커피음료",131,0,0,0,0,0,16746694,50.8,49.2,0.6,25.6,28.4,32.5,11,1.9,7340779,6392556,53435,3273526,4412650,4531988,1112641,349095,2,1166,576,590,266,149,143,238,184,186,"CS100009","커피음료",1,1,2039,1080,959,3,155,248,361,454,818,24140,11672,12467,3052,3001,4876,5657,3989,3565
809,201804,"서초중앙로33길","CS100009","커피음료",469,50,50,50,50,50,126716883,45.3,54.7,8.6,21.6,23.5,29.3,13.2,3.9,44506965,52072131,6342347,18992549,22930423,30583177,12954987,4775612,6,332,154,178,69,47,53,53,50,60,"CS100009","커피음료",3,6,2267,1136,1131,6,301,547,506,335,572,57390,28339,29051,6788,7662,11747,14147,9232,7816
810,201804,"서해안로24길","CS100009","커피음료",27,0,0,0,0,0,16132994,42.7,57.3,0.8,24.8,28.3,22.6,17.3,6.3,5908060,8949941,59702,3246160,4152156,3709959,2648227,1041798,2,653,307,346,72,66,85,109,145,176,"CS100009","커피음료",3,4,54,12,42,0,1,6,17,10,20,2167,951,1216,119,279,543,468,400,359
811,201804,"석계로13길","CS100009","커피음료",49,100,100,100,100,0,12694228,60.1,39.9,2.8,72.2,5.3,5.5,9.4,4.7,7318323,5375905,302627,8345939,1055825,795184,1381193,813460,3,1688,894,794,298,352,228,270,202,338,"CS100009","커피음료",5,6,107,62,45,0,20,22,32,20,13,5172,3584,1588,494,2318,522,541,509,788
812,201804,"석계로18길","CS100009","커피음료",79,0,0,0,0,0,22333368,57.3,42.7,2,41.7,20.4,19.2,10.7,6,11294006,8918715,386785,7221705,4358893,4170995,2642656,1431688,2,82,50,32,12,15,15,6,12,22,"CS100009","커피음료",2,4,57,35,22,0,11,14,11,10,11,24464,13446,11018,2657,7308,3633,3305,3759,3802
813,201804,"석계로7길","CS100009","커피음료",240,100,100,100,100,50,127921476,42.6,57.4,4.4,46.4,21.4,16.1,9.1,2.6,51166603,69464182,4454912,51830295,27957054,20906958,11815615,3665954,6,953,508,445,97,136,129,144,160,287,"CS100009","커피음료",2,7,131,36,95,2,10,11,24,41,43,32714,17118,15596,2777,8102,5540,5644,5476,5175
814,201804,"석촌호수로18길","CS100009","커피음료",145,100,0,0,0,0,108496335,50.1,49.9,1.4,35.5,31.4,15.8,11.9,3.8,42148685,54871025,1657600,39182437,27156061,14145028,9838876,5039716,13,6578,3124,3454,859,1104,1605,1012,896,1102,"CS100009","커피음료",14,19,1061,566,495,7,113,219,311,300,111,118670,61506,57164,3553,30591,30586,20368,18081,15491
815,201804,"선릉로130길","CS100009","커피음료",25,0,0,0,0,0,10044828,48.8,51.2,0.5,36.5,45,12.8,4.7,0.5,4375862,5132759,21724,3105000,3972672,1466121,702586,240517,1,991,487,504,262,123,113,234,130,129,"CS100009","커피음료",1,1,1743,333,1410,6,136,222,414,749,216,82253,41704,40549,4059,19550,22282,16927,10811,8624
816,201804,"선릉로6길","CS100009","커피음료",122,0,0,0,0,0,18328655,49.3,50.7,2.5,24.5,25,20.3,20.9,6.8,7375144,7765632,300175,3058021,3428403,3573670,3481300,1299211,3,397,189,208,78,48,62,66,57,86,"CS100009","커피음료",2,3,138,66,72,0,20,34,31,37,16,10464,5449,5016,699,1721,1495,1875,2411,2263
817,201804,"선유로33길","CS100009","커피음료",37,0,0,0,0,0,59868352,47.3,52.7,0.4,25.9,43.5,21.4,6.9,1.9,20189592,27007675,130779,10411347,21253883,10528642,4065705,806913,3,782,387,395,153,94,177,121,88,149,"CS100009","커피음료",2,5,183,127,56,0,24,59,48,36,16,44600,23277,21323,2067,9006,12455,9464,6082,5525
819,201804,"선유로43가길","CS100009","커피음료",6,0,0,0,0,0,1395059,28.4,71.6,0,7.1,67.6,22.2,1.3,1.8,355460,1039599,0,85624,1016058,259979,15855,17543,1,169,85,84,36,24,11,34,19,45,"CS100009","커피음료",1,1,362,282,80,0,31,102,91,88,50,6169,3536,2633,419,1005,1570,1315,1038,821
820,201804,"선유로9나길","CS100009","커피음료",41,0,0,0,0,0,37313883,37.2,62.8,0.5,45.5,30.3,19,2.9,1.8,12703192,18546950,174649,12687437,10624933,5733777,1382004,647343,3,893,459,434,157,136,203,150,98,149,"CS100009","커피음료",3,4,107,77,30,0,4,16,30,32,25,8820,5157,3663,200,1368,2509,2190,1425,1129
822,201804,"선유서로25길","CS100009","커피음료",65,0,0,0,0,0,41896099,44.4,55.6,0.4,26.6,46.6,14.6,8.3,3.5,15995948,18448259,105348,8534267,15925954,5000201,3630336,1248106,6,1391,771,620,127,248,293,233,210,280,"CS100009","커피음료",7,8,1183,943,240,2,113,255,330,290,193,17842,10826,7016,90,3882,5786,3493,2636,1955
824,201804,"성균관로9길","CS100009","커피음료",15,0,0,0,0,0,17152101,42.3,57.7,0.5,88,3.5,3,4,0.9,6678151,9463025,70588,13834454,646218,749580,657143,183193,1,310,144,166,30,79,44,40,39,78,"CS100009","커피음료",1,1,5,5,0,0,1,0,2,1,1,8224,4346,3878,1723,4377,498,937,501,188
825,201804,"성대로1길","CS100009","커피음료",84,100,100,100,100,100,87788387,49.4,50.6,0.4,26.6,36.2,19.5,12.1,5.2,21428473,20875511,30467,6592764,12050907,11472653,7767090,4390103,2,375,210,165,35,65,79,50,67,79,"CS100009","커피음료",1,2,133,67,66,0,9,32,47,29,16,24070,11994,12076,805,5936,4917,4165,4240,4005
826,201804,"성덕정11길","CS100009","커피음료",8.5,100,0,0,0,0,5468595,32.9,67.1,0,43.2,20.9,16.4,16.4,3.1,1735537,3220661,0,2018182,954545,826446,1020661,136364,2,782,405,377,114,117,96,137,147,171,"CS100009","커피음료",3,4,218,143,75,0,19,38,62,70,29,33826,17599,16227,780,6058,9445,7619,6441,3483
828,201804,"성덕정19길","CS100009","커피음료",93,0,0,0,0,0,31896084,30.8,69.2,4.2,49.4,30.4,9.9,4.7,1.5,8274258,20765343,654931,14533961,9625399,2442907,1350894,431507,2,1452,760,692,186,206,216,202,295,347,"CS100009","커피음료",2,2,209,115,94,0,16,38,70,60,25,41995,23766,18229,1623,8741,9445,7645,9080,5460
829,201804,"성덕정3길","CS100009","커피음료",13,0,0,0,0,0,20325217,23.1,76.9,4.1,43.6,35.9,9.7,6.2,0.5,5821370,14503847,790534,8319815,7891944,1956238,1089776,276910,1,990,514,476,135,166,125,160,187,217,"CS100009","커피음료",1,2,74,46,28,0,2,11,26,28,7,8665,5044,3621,696,1620,1796,1576,1896,1081
831,201804,"성덕정길","CS100009","커피음료",100.5,100,0,0,0,0,76375161,36.6,63.4,1.7,41.5,32.6,13.7,7.9,2.6,22338167,48059177,1079693,27231187,26144628,9621060,4702380,1618396,8,6655,3496,3159,839,1029,939,1085,1326,1437,"CS100009","커피음료",9,12,1034,679,355,2,156,248,293,230,105,110932,63406,47526,3290,21615,22338,20656,26640,16393
832,201804,"성미산로1길","CS100009","커피음료",147,100,100,0,0,0,35937333,46.9,53.1,0.8,22.4,27.2,25.9,16.4,7.2,15478429,14793702,190233,5371677,8226198,8330349,5946631,2207044,4,2061,1004,1057,320,313,382,394,267,385,"CS100009","커피음료",6,7,799,568,231,3,113,187,201,124,171,47759,24037,23721,2546,12796,12373,9150,6827,4068
833,201804,"성미산로29길","CS100009","커피음료",95.25,0,0,0,0,0,23432091,27.5,72.5,0.7,55.2,34.3,8.2,1.3,0.4,5046531,16279275,220588,12931128,6614811,1256668,152548,150063,6,973,468,505,85,144,140,164,157,283,"CS100009","커피음료",5,7,55,34,21,1,8,24,14,7,1,21994,9814,12180,232,7754,5752,3700,2803,1753
