profit,livingPeople,numberStore,workingPeople,movingPeople,rent,gu,region
4528828.5,2832,2,103,30332,44.7,금천구,기타지역
6970096,2404,4,159,23828,44.7,금천구,기타지역
7873563,1347,5,788,17740,44.7,금천구,기타지역
4640487.333,2763,3,682,82082,44.7,금천구,기타지역
2927374,2753,2,123,24467,44.7,금천구,기타지역
4939990,2222,3,406,31808,44.7,금천구,기타지역
5122994.75,2945,9,2402,40807,44.7,금천구,기타지역
2462223,2753,1,123,26360,44.7,금천구,기타지역
14241484,444,1,386,11901,44.7,금천구,기타지역
5046988.333,1403,3,86,11648,44.7,금천구,기타지역
2164628.333,1014,3,195,7933,44.7,금천구,기타지역
6467761.5,1115,3,65,10437,44.7,금천구,기타지역
5932540,2297,1,197,28788,44.7,금천구,기타지역
3913203,2832,3,103,29572,44.7,금천구,기타지역
20852857,5233,1,474,19046,44.7,금천구,기타지역
4946879.5,1716,1,76,11882,44.7,금천구,기타지역
5525119.5,2222,3,406,33869,44.7,금천구,기타지역
2077932,1877,4,323,31853,44.7,금천구,기타지역
3075701,1597,1,29,6375,44.7,금천구,기타지역
4528828.5,2832,2,103,30332,44.7,금천구,기타지역
4601990,763,1,31,10096,44.7,금천구,기타지역
6467761.5,3743,3,159,72884,44.7,금천구,기타지역
4202912.5,7471,11,283,44476,44.7,금천구,기타지역
4939990,2222,3,406,31808,44.7,금천구,기타지역
9070028.5,2612,3,248,25833,44.7,금천구,기타지역
4891898.333,6146,5,155,59315,44.7,금천구,기타지역
5623746,6146,6,155,59341,44.7,금천구,기타지역
5071094,1138,4,243,30542,44.7,금천구,기타지역
10731640.5,1299,1,41,6270,44.7,노원구,기타지역
4586908.333,2198,5,241,28763,44.7,노원구,기타지역
21320246,953,7,131,32714,44.7,노원구,기타지역
7523998.667,883,5,230,25532,44.7,노원구,기타지역
7868134.625,4403,20,1469,87433,44.7,노원구,기타지역
6092824,2315,4,71,66443,44.7,노원구,기타지역
11602709.8,253,6,140,21354,44.7,노원구,기타지역
3693051.5,1043,2,214,14903,44.7,노원구,기타지역
7960202,67,4,197,25249,44.7,노원구,기타지역
17926667,48,2,35,61413,44.7,노원구,기타지역
4755422,298,1,9,17262,44.7,노원구,기타지역
17317083.2,1298,6,181,5847,44.7,노원구,기타지역
7557950.625,4403,18,1469,91776,44.7,노원구,기타지역
4188224.25,1651,4,733,40761,44.7,노원구,기타지역
2527236.667,1210,3,49,16762,44.7,노원구,기타지역
5141322,37,1,2,342,44.7,노원구,기타지역
8304238,225,12,181,18034,44.7,노원구,기타지역
9353061,1085,1,436,6512,44.7,노원구,기타지역
6381581,2756,1,699,66415,44.7,노원구,기타지역
10427833.6,253,7,140,21260,44.7,노원구,기타지역
3949632.5,1043,2,214,15379,44.7,노원구,기타지역
8134949.667,67,4,197,26021,44.7,노원구,기타지역
16009684,935,3,124,54180,44.7,노원구,기타지역
8741490.5,1085,2,436,5955,44.7,노원구,기타지역
7435542,564,1,50,26403,44.7,노원구,기타지역
11166684,82,4,57,24464,44.7,노원구,기타지역
5434012,1651,4,733,37158,44.7,노원구,기타지역
13633899.5,952,4,30,5236,44.7,노원구,기타지역
8989759.111,385,12,180,61174,44.7,노원구,기타지역
6192925.5,2315,7,71,55493,44.7,노원구,기타지역
8986122.667,883,4,230,31238,44.7,노원구,기타지역
5116755.5,1025,2,131,84658,44.7,노원구,기타지역
16991966.4,1298,6,181,6282,44.7,노원구,기타지역
7076554.25,937,12,160,46318,44.7,노원구,기타지역
9201979.5,1299,1,41,6271,44.7,노원구,기타지역
14194876,952,2,30,5460,44.7,노원구,기타지역
8741490.5,1085,2,436,5955,44.7,노원구,기타지역
4923615.333,2198,5,241,29239,44.7,노원구,기타지역
3756824.8,2488,5,658,85689,44.7,노원구,기타지역
5945455,37,1,2,216,44.7,노원구,기타지역
8591809.75,725,10,221,6688,44.7,노원구,기타지역
8663917,725,15,221,4974,44.7,노원구,기타지역
8825188,403,4,182,2748,44.7,노원구,기타지역
9353061,1085,1,436,6512,44.7,노원구,기타지역
7453251.5,1556,3,233,109963,44.7,노원구,기타지역
2738722.75,1802,5,45,79483,44.7,노원구,기타지역
22999028.63,745,11,363,96790,44.7,노원구,기타지역
7383905,530,1,92,14194,44.7,노원구,기타지역
3388554,298,1,9,13828,44.7,노원구,기타지역
11714893.33,327,6,41,103440,44.7,노원구,기타지역
6545772,1556,4,233,103495,44.7,노원구,기타지역
6766867,564,1,50,23917,44.7,노원구,기타지역
9578411,699,1,44,10522,44.7,노원구,기타지역
7607820.875,937,10,160,49266,44.7,노원구,기타지역
26829751,724,1,78,6936,44.7,노원구,기타지역
12733984.75,57,4,122,22597,44.7,노원구,기타지역
9911504.2,550,4,182,56424,44.7,노원구,기타지역
17435746,935,4,124,42254,44.7,노원구,기타지역
23810900.43,745,8,363,117114,44.7,노원구,기타지역
2738722.75,1802,5,45,79483,44.7,노원구,기타지역
22999028.63,745,11,363,96790,44.7,노원구,기타지역
6875712.5,1025,3,131,76819,44.7,노원구,기타지역
2984087,1802,5,45,73998,44.7,노원구,기타지역
23810900.43,745,8,363,117114,44.7,노원구,기타지역
3445174,590,1,63,20333,44.7,노원구,기타지역
4231409.333,1688,6,107,5172,44.7,노원구,기타지역
234783,429,1,37,28283,44.7,노원구,기타지역
8938523,403,3,182,2752,44.7,노원구,기타지역
23363083.67,953,6,131,35271,44.7,노원구,기타지역
8451707,530,1,92,15074,44.7,노원구,기타지역
17143165.33,752,5,37,9957,44.7,노원구,기타지역
8388374.333,5642,7,266,143810,44.7,노원구,기타지역
3184293,590,2,63,18559,44.7,노원구,기타지역
9429768.333,385,10,180,61524,44.7,노원구,기타지역
8938523,403,3,182,2752,44.7,노원구,기타지역
10548234.5,82,3,57,42152,44.7,노원구,기타지역
6596292,1868,8,480,53877,44.7,노원구,기타지역
22522222,48,3,35,45443,44.7,노원구,기타지역
26829751,724,1,78,6936,44.7,노원구,기타지역
30852989,724,2,78,6354,44.7,노원구,기타지역
12896063.5,57,4,122,23287,44.7,노원구,기타지역
13366127.17,5642,8,266,133856,44.7,노원구,기타지역
30852989,724,2,78,6354,44.7,노원구,기타지역
1199761.333,3249,5,234,167913,44.7,노원구,기타지역
5238559.833,1868,6,480,61908,44.7,노원구,기타지역
4206549.5,345,2,59,19856,44.7,노원구,기타지역
4920864,2756,4,699,50946,44.7,노원구,기타지역
6145438.6,1809,4,287,16489,44.7,노원구,기타지역
6755695.8,550,4,182,57152,44.7,노원구,기타지역
2784412,1210,6,49,16830,44.7,노원구,기타지역
2984087,1802,5,45,73998,44.7,노원구,기타지역
1159253.667,3249,4,234,150925,44.7,노원구,기타지역
12050267,699,1,44,10913,44.7,노원구,기타지역
7504960,1809,4,287,19824,44.7,노원구,기타지역
3900194,345,3,59,17689,44.7,노원구,기타지역
3263477.4,2488,6,658,79779,44.7,노원구,기타지역
17217506,752,7,37,9821,44.7,노원구,기타지역
11015253.33,327,6,41,112173,44.7,노원구,기타지역
8825188,403,4,182,2748,44.7,노원구,기타지역
4380223.667,1688,3,107,6776,44.7,노원구,기타지역
6306008,225,14,181,18102,44.7,노원구,기타지역
10318845,2904,4,233,19636,44.7,도봉구,기타지역
10171296.33,54,2,188,10588,44.7,도봉구,기타지역
13463903,783,1,495,12727,44.7,도봉구,기타지역
6885876,1484,1,72,189,44.7,도봉구,기타지역
12410696.33,1803,5,171,60541,44.7,도봉구,기타지역
9949118,54,3,188,9967,44.7,도봉구,기타지역
4720833,1159,1,243,28303,44.7,도봉구,기타지역
9108689.5,4189,7,224,47599,44.7,도봉구,기타지역
4818795.333,5100,10,281,96230,44.7,도봉구,기타지역
4018817.333,1524,5,59,6889,44.7,도봉구,기타지역
2956257,1844,4,166,30069,44.7,도봉구,기타지역
12472224.5,1803,7,171,59370,44.7,도봉구,기타지역
18961588.5,915,8,211,8670,44.7,도봉구,기타지역
10318845,533,5,147,5572,44.7,도봉구,기타지역
13463903,783,1,495,12727,44.7,도봉구,기타지역
7610126,1327,2,67,16271,44.7,도봉구,기타지역
13465348.5,2537,4,525,95689,44.7,도봉구,기타지역
16990613.5,2203,3,95,103629,44.7,도봉구,기타지역
6727460.5,5275,10,436,151297,44.7,도봉구,기타지역
12914067.25,2537,4,525,104544,44.7,도봉구,기타지역
13465348.5,2537,4,525,95689,44.7,도봉구,기타지역
6254082.125,5275,8,436,160899,44.7,도봉구,기타지역
5808475,1484,1,72,196,44.7,도봉구,기타지역
4689001.625,5100,9,281,100426,44.7,도봉구,기타지역
1800597.429,8452,6,563,89272,44.7,도봉구,기타지역
10186929.67,533,4,147,5598,44.7,도봉구,기타지역
6897113.833,1907,9,183,56988,44.7,도봉구,기타지역
6795863.5,783,3,495,13231,44.7,도봉구,기타지역
4595999.111,3776,7,634,64725,44.7,도봉구,기타지역
4120444.222,3776,8,634,63295,44.7,도봉구,기타지역
4120444.222,3776,8,634,63295,44.7,도봉구,기타지역
8043264.5,1327,2,67,16925,44.7,도봉구,기타지역
3475000,1159,1,243,28285,44.7,도봉구,기타지역
11231201.5,2945,6,317,68411,44.7,도봉구,기타지역
12954282.5,456,19,580,15854,44.7,도봉구,기타지역
10186929.67,2904,3,233,19817,44.7,도봉구,기타지역
12914067.25,2537,4,525,104544,44.7,도봉구,기타지역
4595999.111,3776,7,634,64725,44.7,도봉구,기타지역
6795863.5,783,3,495,13231,44.7,도봉구,기타지역
3033699,1844,3,166,31241,44.7,도봉구,기타지역
7127574.667,1907,9,183,58967,44.7,도봉구,기타지역
8992203.75,4189,11,224,45385,44.7,도봉구,기타지역
3101160.143,8452,9,563,81610,44.7,도봉구,기타지역
7034139.667,2306,3,307,21383,44.7,도봉구,기타지역
11050656.5,456,14,580,19129,44.7,도봉구,기타지역
11400426.5,2945,5,317,69063,44.7,도봉구,기타지역
16502661.5,2203,5,95,88207,44.7,도봉구,기타지역
16318171.57,915,9,211,8958,44.7,도봉구,기타지역
3200000,1524,4,59,6928,44.7,도봉구,기타지역
6606769.667,538,3,64,10358,44.7,도봉구,기타지역
6183871,2306,3,307,22566,44.7,도봉구,기타지역
5543019.667,538,3,64,10886,44.7,도봉구,기타지역
4727748.333,1295,2,117,80558,38.41111111,동대문구,기타지역
5882192.5,663,1,253,102528,38.41111111,동대문구,기타지역
17882361,755,5,125,29400,38.41111111,동대문구,기타지역
4343411,456,1,111,9296,38.41111111,동대문구,기타지역
4193372,819,5,62,17712,38.41111111,동대문구,기타지역
19417339,1860,4,765,56576,38.41111111,동대문구,기타지역
3048739,2721,1,34,94162,38.41111111,동대문구,기타지역
7133425.667,579,3,286,23173,38.41111111,동대문구,기타지역
9851930,220,5,18,46993,38.41111111,동대문구,기타지역
25907,427,1,83,29178,38.41111111,동대문구,기타지역
2269886,685,4,16,93757,38.41111111,동대문구,기타지역
18806228.5,628,10,25,140841,38.41111111,동대문구,기타지역
15894824.86,364,13,38,103423,38.41111111,동대문구,기타지역
3408141,1923,2,140,129327,38.41111111,동대문구,기타지역
18806228.5,628,10,25,140841,38.41111111,동대문구,기타지역
472603,917,1,59,28837,38.41111111,동대문구,기타지역
1391892,768,1,18,37390,38.41111111,동대문구,기타지역
14130996.67,3179,9,1795,126180,38.41111111,동대문구,기타지역
16976708.17,399,8,76,313908,38.41111111,동대문구,기타지역
12838020.11,1020,12,30,140068,38.41111111,동대문구,기타지역
10629041.25,4529,17,728,108135,38.41111111,동대문구,기타지역
5882192.5,663,1,253,102528,38.41111111,동대문구,기타지역
7133425.667,579,3,286,23173,38.41111111,동대문구,기타지역
17158428.33,755,5,125,31073,38.41111111,동대문구,기타지역
1625758.5,3583,3,177,150132,38.41111111,동대문구,기타지역
3380421,1464,5,124,25727,38.41111111,동대문구,기타지역
19706140,1357,3,390,18250,38.41111111,동대문구,기타지역
8114516,1975,8,224,28177,38.41111111,동대문구,기타지역
17882361,755,5,125,29400,38.41111111,동대문구,기타지역
1391892,768,1,18,37390,38.41111111,동대문구,기타지역
12290250,1340,1,37,52899,38.41111111,동대문구,기타지역
17695610.63,658,10,54,186039,38.41111111,동대문구,기타지역
2632595,723,2,598,19607,38.41111111,동대문구,기타지역
18801050,970,2,5,42798,38.41111111,동대문구,기타지역
6334484,1684,5,200,59350,38.41111111,동대문구,기타지역
1366667,1015,2,114,25796,38.41111111,동대문구,기타지역
23370927.4,535,5,175,40346,38.41111111,동대문구,기타지역
2722796,1225,3,601,63541,38.41111111,동대문구,기타지역
6013103.667,1242,4,180,28132,38.41111111,동대문구,기타지역
6398913,1611,4,245,33125,38.41111111,동대문구,기타지역
11837369.88,1308,11,212,34714,38.41111111,동대문구,기타지역
18801186.27,2640,9,119,242914,38.41111111,동대문구,기타지역
15996951.67,2003,3,149,20594,38.41111111,동대문구,기타지역
13417173.25,4627,8,743,66673,38.41111111,동대문구,기타지역
7562736.5,289,1,27,9928,38.41111111,동대문구,기타지역
17412110.83,2640,9,119,297758,38.41111111,동대문구,기타지역
16538710.5,1290,3,463,20325,38.41111111,동대문구,기타지역
19706140,1357,3,390,18250,38.41111111,동대문구,기타지역
4996667,1151,3,307,81923,38.41111111,동대문구,기타지역
17158428.33,755,5,125,31073,38.41111111,동대문구,기타지역
10626470.5,6818,3,369,354795,38.41111111,동대문구,기타지역
13507400.5,3179,13,1795,122734,38.41111111,동대문구,기타지역
9751037.4,646,6,95,130106,38.41111111,동대문구,기타지역
1567568,768,1,18,24578,38.41111111,동대문구,기타지역
3106422,958,1,234,60054,38.41111111,동대문구,기타지역
11184650.43,1141,9,569,47113,38.41111111,동대문구,기타지역
2604507.5,1464,4,124,24890,38.41111111,동대문구,기타지역
21538935,435,2,40,77514,38.41111111,동대문구,기타지역
4702813,1295,6,160,17032,38.41111111,동대문구,기타지역
15962513.75,748,8,203,11224,38.41111111,동대문구,기타지역
15874849.25,748,5,203,13064,38.41111111,동대문구,기타지역
1928440,1326,4,80,50087,38.41111111,동대문구,기타지역
7093853.571,956,11,196,131412,38.41111111,동대문구,기타지역
8631814,1975,9,224,27588,38.41111111,동대문구,기타지역
10953030,660,1,45,28147,38.41111111,동대문구,기타지역
15927281,328,4,91,39508,38.41111111,동대문구,기타지역
4073486.333,783,3,341,44403,38.41111111,동대문구,기타지역
11122576.25,2430,3,247,44588,38.41111111,동대문구,기타지역
4719000,663,2,253,98652,38.41111111,동대문구,기타지역
12290250,1340,1,37,52899,38.41111111,동대문구,기타지역
4401686,2050,3,595,81452,38.41111111,동대문구,기타지역
2470098,1238,3,33,53103,38.41111111,동대문구,기타지역
2602597,3002,3,814,28843,38.41111111,동대문구,기타지역
4315185,1151,2,307,96255,38.41111111,동대문구,기타지역
13445641,329,3,299,37503,38.41111111,동대문구,기타지역
18888232,113,1,4862,12878,38.41111111,동대문구,기타지역
6132113,579,3,286,23666,38.41111111,동대문구,기타지역
6425714,902,2,678,13762,38.41111111,동대문구,기타지역
12337152,3774,4,656,61582,38.41111111,동대문구,기타지역
23792725,3712,1,657,63594,38.41111111,동대문구,기타지역
12287515.8,1020,17,30,98428,38.41111111,동대문구,기타지역
24085096,205,3,15,11844,38.41111111,동대문구,기타지역
472603,917,1,59,28837,38.41111111,동대문구,기타지역
5134212,776,2,196,6932,38.41111111,동대문구,기타지역
14494616,329,4,299,36793,38.41111111,동대문구,기타지역
7562736.5,289,1,27,9928,38.41111111,동대문구,기타지역
23268160.25,2223,3,29,75373,38.41111111,동대문구,기타지역
1753164.5,456,2,111,8804,38.41111111,동대문구,기타지역
9273951.6,646,7,95,89299,38.41111111,동대문구,기타지역
24116728,535,5,175,30797,38.41111111,동대문구,기타지역
7133425.667,579,3,286,23173,38.41111111,동대문구,기타지역
9751037.4,646,6,95,130106,38.41111111,동대문구,기타지역
5654671,723,1,598,21311,38.41111111,동대문구,기타지역
1567568,768,1,18,24578,38.41111111,동대문구,기타지역
1921862,548,1,43,3587,38.41111111,동대문구,기타지역
9439395.286,2093,9,162,112735,38.41111111,동대문구,기타지역
10265503.5,1860,6,765,52259,38.41111111,동대문구,기타지역
9009825.5,289,1,27,8864,38.41111111,동대문구,기타지역
25872281,3712,1,657,58818,38.41111111,동대문구,기타지역
29276729.5,322,3,24,31191,38.41111111,동대문구,기타지역
6384880.5,2550,3,353,55399,38.41111111,동대문구,기타지역
26432602,322,2,24,47001,38.41111111,동대문구,기타지역
8631814,1975,9,224,27588,38.41111111,동대문구,기타지역
23419709,2208,1,198,83317,38.41111111,동대문구,기타지역
6132113,579,3,286,23666,38.41111111,동대문구,기타지역
938356,917,1,59,24434,38.41111111,동대문구,기타지역
938356,917,1,59,24434,38.41111111,동대문구,기타지역
11349879.67,720,5,90,35594,38.41111111,동대문구,기타지역
11720887.23,1215,17,151,138729,38.41111111,동대문구,기타지역
8114516,1975,8,224,28177,38.41111111,동대문구,기타지역
5378328.333,1295,2,117,82014,38.41111111,동대문구,기타지역
2291743,958,1,234,67607,38.41111111,동대문구,기타지역
16083063,113,1,4862,15078,38.41111111,동대문구,기타지역
1325000,642,3,5,30235,38.41111111,동대문구,기타지역
10855444.38,4529,16,728,120945,38.41111111,동대문구,기타지역
2894668,1225,4,601,66481,38.41111111,동대문구,기타지역
2722796,1744,3,637,57101,38.41111111,동대문구,기타지역
4326164,1295,6,160,21911,38.41111111,동대문구,기타지역
9526016,456,1,11,5643,38.41111111,동대문구,기타지역
15912141.57,399,11,76,242927,38.41111111,동대문구,기타지역
8580535.125,2093,13,162,72420,38.41111111,동대문구,기타지역
24159930,2208,1,198,118885,38.41111111,동대문구,기타지역
22786755,435,3,40,54256,38.41111111,동대문구,기타지역
9009825.5,289,1,27,8864,38.41111111,동대문구,기타지역
29301120.5,970,3,5,28657,38.41111111,동대문구,기타지역
11639200.67,3774,8,656,59449,38.41111111,동대문구,기타지역
3811071,642,4,5,27797,38.41111111,동대문구,기타지역
4330993.333,783,3,341,37005,38.41111111,동대문구,기타지역
2131083.5,1684,4,200,62822,38.41111111,동대문구,기타지역
15790122,328,6,91,35359,38.41111111,동대문구,기타지역
15924784.71,364,10,38,146757,38.41111111,동대문구,기타지역
3146292,685,3,16,127560,38.41111111,동대문구,기타지역
15239607.67,4627,4,743,73326,38.41111111,동대문구,기타지역
6013103.667,1242,4,180,28132,38.41111111,동대문구,기타지역
11898562,1340,1,37,39809,38.41111111,동대문구,기타지역
5141300,2050,4,595,67834,38.41111111,동대문구,기타지역
3258823.333,1238,3,33,38512,38.41111111,동대문구,기타지역
23370927.4,535,5,175,40346,38.41111111,동대문구,기타지역
5525644,1242,3,180,31128,38.41111111,동대문구,기타지역
1893864,3351,2,772,113422,38.41111111,동대문구,기타지역
4813642.75,819,7,62,17440,38.41111111,동대문구,기타지역
1678327.5,672,3,474,116973,38.41111111,동대문구,기타지역
12071430.75,1308,14,212,29796,38.41111111,동대문구,기타지역
7729014.5,1611,4,245,24020,38.41111111,동대문구,기타지역
14978620.5,1290,3,463,21648,38.41111111,동대문구,기타지역
24116728,535,5,175,30797,38.41111111,동대문구,기타지역
19228444.67,2003,2,149,23724,38.41111111,동대문구,기타지역
6221550.5,2550,2,353,57554,38.41111111,동대문구,기타지역
23708068,2223,4,29,49249,38.41111111,동대문구,기타지역
1630023,548,1,43,4513,38.41111111,동대문구,기타지역
11767515.67,720,6,90,25023,38.41111111,동대문구,기타지역
21797581,922,2,34,13382,38.41111111,동대문구,기타지역
4441439,1923,2,140,105454,38.41111111,동대문구,기타지역
12877042.5,1141,7,569,47822,38.41111111,동대문구,기타지역
11640076.62,1215,15,151,177180,38.41111111,동대문구,기타지역
10855444.38,4529,16,728,120945,38.41111111,동대문구,기타지역
17681470,1357,2,390,20406,38.41111111,동대문구,기타지역
20719337.83,628,12,25,101558,38.41111111,동대문구,기타지역
11898562,1340,1,37,39809,38.41111111,동대문구,기타지역
27042161.5,922,1,34,15177,38.41111111,동대문구,기타지역
9273951.6,646,7,95,89299,38.41111111,동대문구,기타지역
4719000,663,2,253,98652,38.41111111,동대문구,기타지역
259630,2028,6,76,58141,38.41111111,동대문구,기타지역
6132113,579,3,286,23666,38.41111111,동대문구,기타지역
10279441.25,220,6,18,35439,38.41111111,동대문구,기타지역
11232227.5,2430,4,247,43148,38.41111111,동대문구,기타지역
2202431.5,3351,2,772,118870,38.41111111,동대문구,기타지역
5525644,1242,3,180,31128,38.41111111,동대문구,기타지역
3202618,672,4,474,98913,38.41111111,동대문구,기타지역
4177845.5,776,2,196,7547,38.41111111,동대문구,기타지역
21797581,922,2,34,13382,38.41111111,동대문구,기타지역
24036469,205,2,15,14275,38.41111111,동대문구,기타지역
12124886.5,6818,5,369,315359,38.41111111,동대문구,기타지역
11653659,456,1,11,5937,38.41111111,동대문구,기타지역
571560,1326,7,80,34345,38.41111111,동대문구,기타지역
1107407,1015,1,114,29201,38.41111111,동대문구,기타지역
7460617.571,956,14,196,120189,38.41111111,동대문구,기타지역
5275366.5,1797,1,38,31170,38.41111111,동대문구,기타지역
2580350,3583,5,177,129330,38.41111111,동대문구,기타지역
20719337.83,628,12,25,101558,38.41111111,동대문구,기타지역
27042161.5,922,1,34,15177,38.41111111,동대문구,기타지역
2894668,1744,4,637,49239,38.41111111,동대문구,기타지역
17681470,1357,2,390,20406,38.41111111,동대문구,기타지역
3930252,2721,1,34,73651,38.41111111,동대문구,기타지역
10629041.25,4529,17,728,108135,38.41111111,동대문구,기타지역
2110797.75,3002,3,814,29439,38.41111111,동대문구,기타지역
7077143,902,2,678,10036,38.41111111,동대문구,기타지역
7612879,660,2,45,20190,38.41111111,동대문구,기타지역
3582170.5,1797,2,38,29307,38.41111111,동대문구,기타지역
17635943.5,658,11,54,145033,38.41111111,동대문구,기타지역
5555383,454,7,71,69495,57.03333333,동작구,기타지역
6550242,266,3,30,120847,57.03333333,동작구,기타지역
14096820,2944,3,628,51953,57.03333333,동작구,기타지역
5778403.667,650,15,2391,97052,57.03333333,동작구,기타지역
16806857,1847,4,636,68174,57.03333333,동작구,기타지역
6427783,266,3,30,100426,57.03333333,동작구,기타지역
43894193.5,375,2,133,24070,57.03333333,동작구,기타지역
9334192.143,1545,7,153,76064,57.03333333,동작구,기타지역
4797007.833,454,9,71,65344,57.03333333,동작구,기타지역
10987979.5,438,4,62,18704,57.03333333,동작구,기타지역
8922375.4,3519,7,240,147901,57.03333333,동작구,기타지역
18261880,1847,3,636,67658,57.03333333,동작구,기타지역
4747120,1605,3,144,17785,57.03333333,동작구,기타지역
3966548.857,2485,7,145,66071,57.03333333,동작구,기타지역
9512161,3070,8,281,160409,57.03333333,동작구,기타지역
9512161,3070,8,281,160409,57.03333333,동작구,기타지역
19485772,929,4,595,46975,57.03333333,동작구,기타지역
25081694.5,375,3,133,22700,57.03333333,동작구,기타지역
9496884.429,1545,10,153,72759,57.03333333,동작구,기타지역
18701904.5,929,4,595,55762,57.03333333,동작구,기타지역
5572852.25,650,21,2391,97891,57.03333333,동작구,기타지역
8272334.6,3519,6,240,157177,57.03333333,동작구,기타지역
4072837,2485,11,145,65808,57.03333333,동작구,기타지역
10078545.75,2944,4,628,61120,57.03333333,동작구,기타지역
9660648.333,3070,10,281,153815,57.03333333,동작구,기타지역
8646548,438,4,62,23664,57.03333333,동작구,기타지역
9660648.333,3070,10,281,153815,57.03333333,동작구,기타지역
5060460.667,1605,6,144,15561,57.03333333,동작구,기타지역
4865161.5,273,2,294,35882,49.72222222,마포구,영등포신촌지역
5180261.571,2555,13,1465,96396,49.72222222,마포구,영등포신촌지역
5887287.667,2555,10,1465,101614,49.72222222,마포구,영등포신촌지역
3692248,1137,2,296,10086,49.72222222,마포구,영등포신촌지역
5887287.667,2555,10,1465,101614,49.72222222,마포구,영등포신촌지역
10483341.18,2618,36,1924,162934,49.72222222,마포구,영등포신촌지역
6097158,2113,4,94,79423,49.72222222,마포구,영등포신촌지역
6091113.6,4048,11,2407,156899,49.72222222,마포구,영등포신촌지역
23570749,1015,2,282,46581,49.72222222,마포구,영등포신촌지역
5614470.9,1344,15,86,40411,49.72222222,마포구,영등포신촌지역
7291699.75,676,6,213,20431,49.72222222,마포구,영등포신촌지역
3008555,1915,5,2709,159483,49.72222222,마포구,영등포신촌지역
18524824.75,851,5,1780,62286,49.72222222,마포구,영등포신촌지역
17659813,1015,3,282,43976,49.72222222,마포구,영등포신촌지역
9507468.556,553,14,249,72224,49.72222222,마포구,영등포신촌지역
18128361.43,823,32,227,58043,49.72222222,마포구,영등포신촌지역
9560949.5,738,11,361,63738,49.72222222,마포구,영등포신촌지역
8645284.556,553,17,249,66993,49.72222222,마포구,영등포신촌지역
6391779.75,1229,12,192,60556,49.72222222,마포구,영등포신촌지역
6452291.5,1636,2,150,38311,49.72222222,마포구,영등포신촌지역
6100406.6,4048,17,2407,149737,49.72222222,마포구,영등포신촌지역
2780155.5,3840,3,232,48586,49.72222222,마포구,영등포신촌지역
5614470.9,1344,15,86,40411,49.72222222,마포구,영등포신촌지역
20341150.61,2357,33,3243,151979,49.72222222,마포구,영등포신촌지역
6790942.222,1344,11,86,43533,49.72222222,마포구,영등포신촌지역
3193110,1915,4,2709,193539,49.72222222,마포구,영등포신촌지역
14501099.33,3799,15,169,72733,49.72222222,마포구,영등포신촌지역
8174074.8,148,8,531,32365,49.72222222,마포구,영등포신촌지역
5948333.5,1636,2,150,36586,49.72222222,마포구,영등포신촌지역
6100406.6,4048,17,2407,149737,49.72222222,마포구,영등포신촌지역
16773852.25,495,20,71,58523,49.72222222,마포구,영등포신촌지역
14472723.06,1751,18,2213,155753,49.72222222,마포구,영등포신촌지역
23570749,1015,2,282,46581,49.72222222,마포구,영등포신촌지역
931305,839,1,19,29516,49.72222222,마포구,영등포신촌지역
16327908.5,521,11,396,36987,49.72222222,마포구,영등포신촌지역
7798945.818,6022,22,2715,102254,49.72222222,마포구,영등포신촌지역
7798945.818,6022,22,2715,102254,49.72222222,마포구,영등포신촌지역
13092389.71,3799,12,169,82497,49.72222222,마포구,영등포신촌지역
9649904.706,839,22,41,13557,49.72222222,마포구,영등포신촌지역
4061114.5,273,2,294,31434,49.72222222,마포구,영등포신촌지역
6091113.6,4048,11,2407,156899,49.72222222,마포구,영등포신촌지역
16931702.75,621,5,126,64696,49.72222222,마포구,영등포신촌지역
11220230.5,793,5,23,125100,49.72222222,마포구,영등포신촌지역
14909343.63,1751,25,2213,149438,49.72222222,마포구,영등포신촌지역
14815786.89,1926,9,1662,100296,49.72222222,마포구,영등포신촌지역
7873738.412,2033,18,345,146514,49.72222222,마포구,영등포신촌지역
7029893.4,5632,14,795,129996,49.72222222,마포구,영등포신촌지역
8221948.944,839,32,41,13361,49.72222222,마포구,영등포신촌지역
7605051,261,3,58,12032,49.72222222,마포구,영등포신촌지역
21289676.55,5712,19,894,75174,49.72222222,마포구,영등포신촌지역
2780155.5,3840,3,232,48586,49.72222222,마포구,영등포신촌지역
3184496,1137,2,296,10386,49.72222222,마포구,영등포신촌지역
5887287.667,2555,10,1465,101614,49.72222222,마포구,영등포신촌지역
17966692,44,7,1676,42525,49.72222222,마포구,영등포신촌지역
17966692,44,7,1676,42525,49.72222222,마포구,영등포신촌지역
5601977.462,192,13,45,44571,49.72222222,마포구,영등포신촌지역
12577161.25,686,10,393,59391,49.72222222,마포구,영등포신촌지역
9438124,738,16,361,48534,49.72222222,마포구,영등포신촌지역
6410569,686,3,68,13186,49.72222222,마포구,영등포신촌지역
4206132.846,192,15,45,40335,49.72222222,마포구,영등포신촌지역
25705779.75,1539,6,1233,17451,49.72222222,마포구,영등포신촌지역
181805,3181,2,160,38277,49.72222222,마포구,영등포신촌지역
12105719.33,569,5,174,63390,49.72222222,마포구,영등포신촌지역
4825533,1189,2,21,20890,49.72222222,마포구,영등포신촌지역
1213222,839,1,19,40446,49.72222222,마포구,영등포신촌지역
5180261.571,2555,13,1465,96396,49.72222222,마포구,영등포신촌지역
