"상권코드","기준년월코드","상권코드명","서비스업종코드.x","서비스업종코드명.x","평균영업개월수","X1년이하생존율","X1.2년생존율","X2.3년생존율","X3.5년생존율","X5년이상생존율","당월매출금액","남성매출비율","여성매출비율","연령대10매출비율","연령대20매출비율","연령대30매출비율","연령대40매출비율","연령대50매출비율","연령대60이상매출비율","남성매출금액","여성매출금액","연령대10매출금액","연령대20매출금액","연령대30매출금액","연령대40매출금액","연령대50매출금액","연령대60이상매출금액","점포수.x","총상주인구수","남성상주인구수","여성상주인구수","연령대10상주인구수","연령대20상주인구수","연령대30상주인구수","연령대40상주인구수","연령대50상주인구수","연령대60이상상주인구수","서비스업종코드.y","서비스업종코드명.y","점포수.y","유사업종점포수","총직장인구수","남성직장인구수","여성직장인구수","연령대10직장인구수","연령대20직장인구수","연령대30직장인구수","연령대40직장인구수","연령대50직장인구수","연령대60이상직장인구수","총유동인구수","남성유동인구수","여성유동인구수","연령대10유동인구수","연령대20유동인구수","연령대30유동인구수","연령대40유동인구수","연령대50유동인구수","연령대60이상유동인구수"
1009,201803,"아차산로7가길","CS100009","커피음료",107,0,0,0,0,0,25752670,45.2,54.8,2.1,30.2,34.9,18.8,8,6,10286480,12539993,389803,6938989,7650986,4577301,2090235,1179161,2,268,149,119,25,49,68,34,47,45,"CS100009","커피음료",2,2,65,36,29,0,10,14,18,16,7,15694,8579,7115,376,3457,4011,2631,3118,2100
1010,201803,"아차산로7길","CS100009","커피음료",247,100,100,100,50,0,75637998,47.6,52.4,1.7,32.7,34.9,16.7,9.4,4.6,31661238,33315377,918107,20326733,21310195,12933295,6702883,2785403,7,842,454,388,100,173,173,117,146,133,"CS100009","커피음료",8,10,2893,1341,1552,28,592,836,734,456,247,46936,26665,20271,842,11615,12165,7957,8726,5629
1011,201803,"안암로5길","CS100009","커피음료",60,0,0,0,0,0,44638473,41,59,1.1,35.9,35,15.2,10.1,2.6,15884267,22334601,295974,11422614,14760811,6474334,3996412,1268723,4,655,319,336,74,107,109,108,110,147,"CS100009","커피음료",5,6,165,103,62,0,22,28,49,48,18,18773,11066,7707,2120,5151,3265,2901,3444,1893
1012,201803,"안암로6길","CS100009","커피음료",5,0,0,0,0,0,2291743,51.8,48.2,0,41.2,46.3,7,3.5,1.9,790367,707798,0,628440,686239,71101,89450,22936,1,958,550,408,83,240,190,114,119,212,"CS100009","커피음료",1,1,234,141,93,0,39,65,63,38,29,67607,43011,24597,10969,31704,8984,5922,6034,3995
1013,201803,"안암로9가길","CS100009","커피음료",130,0,0,0,0,0,49687466,76.4,23.6,0.9,71.4,16.8,4.4,5,1.4,35198678,11834426,352949,31892154,8358213,3220956,2164633,1044199,5,883,513,370,77,311,165,98,108,124,"CS100009","커피음료",8,8,220,132,88,0,35,49,58,58,20,86517,55262,31255,14283,48619,9674,5783,5388,2771
1014,201803,"안암로9나길","CS100009","커피음료",52,0,0,0,0,0,8453020,41.8,58.2,2.9,30.1,25.2,25.2,7.8,8.7,2221477,3577181,114094,1550336,1295302,1728188,385906,724832,1,735,378,357,101,143,129,120,104,138,"CS100009","커피음료",1,1,312,200,112,0,40,66,101,70,35,29460,17987,11473,4445,8546,4757,4213,4344,3155
1015,201803,"압구정로29길","CS100009","커피음료",89,0,0,0,0,0,79545263,42.7,57.3,0.7,10.4,23.4,36.4,17.9,11.2,24415935,32804029,285739,5010641,13157808,20810360,11006769,6948650,4,968,459,509,226,92,126,212,94,218,"CS100009","커피음료",3,3,333,221,112,1,8,31,79,116,98,1984,900,1084,131,202,471,557,316,308
1016,201803,"압구정로4길","CS100009","커피음료",113.6666667,33.33,33.33,0,0,0,119169084,31.5,68.5,2,52.7,29.1,9.7,4.5,2,29021350,69508305,1660437,51187894,26884675,11329693,5270129,2196826,8,716,316,400,107,124,152,134,84,115,"CS100009","커피음료",8,9,498,288,210,4,135,139,134,58,28,47378,20808,26571,2517,18082,13522,7334,3294,2630
1018,201803,"약령서길","CS100009","커피음료",4,100,100,50,50,50,6425714,51.3,48.7,0,49.6,37.8,6.3,4.6,1.8,3319828,3105886,0,2338514,2881543,595771,535600,74286,1,902,451,451,87,189,144,105,128,249,"CS100009","커피음료",2,2,678,339,339,8,200,243,123,78,26,13762,6964,6798,1087,4786,1576,1663,2447,2203
1020,201803,"양녕로1길","CS100009","커피음료",32,0,0,0,0,0,9540715,44,56,1.4,24.8,30.7,28.4,9.1,5.6,3775827,4759229,105558,1979260,2522876,2465345,735986,726032,2,1082,544,538,104,220,217,160,135,246,"CS100009","커피음료",2,3,258,165,93,5,42,49,59,50,53,43007,20960,22047,2170,11817,9090,6499,6839,6593
1021,201803,"양녕로2길","CS100009","커피음료",59.5,0,0,0,0,0,21295621,51.1,48.9,4.1,31,32.4,21,7.6,3.9,11791853,6574222,455771,4380384,4692095,4083594,2184879,2569354,5,2656,1316,1340,268,579,533,346,354,576,"CS100009","커피음료",4,5,199,83,116,0,29,54,46,37,33,81923,40603,41321,2206,22965,18237,13842,13424,11250
1022,201803,"양산로19길","CS100009","커피음료",221.5,100,66.67,66.67,66.67,66.67,160271002,43.3,56.7,1.8,34.3,31.4,19.2,9.8,3.4,55840582,80743094,2253006,44459671,43136319,26674807,14209045,5850828,13,774,380,394,58,174,179,103,90,170,"CS100009","커피음료",13,17,991,631,360,3,191,349,231,135,82,37281,19984,17298,344,8544,8563,6701,7026,6104
1023,201803,"양산로23길","CS100009","커피음료",137,100,100,100,100,0,12900369,53.4,46.6,1.1,22.3,29,21.4,20.6,5.6,5970659,5192300,96698,1930900,3419351,2750864,2177251,787895,2,462,217,245,36,86,105,44,79,112,"CS100009","커피음료",3,3,18,14,4,0,0,1,6,6,5,19003,11506,7497,222,3984,3924,2825,4525,3523
1024,201803,"양재대로103길","CS100009","커피음료",50,100,50,50,50,50,8008462,53.1,46.9,0,39.4,42.9,11.6,4.1,2,4185385,3342308,0,2715385,3657692,816154,230769,107692,1,1979,1006,973,226,298,503,293,295,364,"CS100009","커피음료",3,3,468,246,222,0,62,117,115,90,84,148308,73761,74546,5013,33854,34366,26775,26928,21372
1025,201803,"양재대로124길","CS100009","커피음료",58.5,0,0,0,0,0,11962843,50.6,49.4,2.8,24.9,35.2,18.6,9.9,8.7,5049062,6199036,187699,2795756,3244851,2049882,1182809,1787103,4,3197,1600,1597,485,461,568,478,582,623,"CS100009","커피음료",4,4,399,245,154,0,38,61,85,105,110,38556,19755,18802,3924,6458,7619,6997,7730,5828
1026,201803,"양재대로128길","CS100009","커피음료",80,0,0,0,0,0,68961351,40.6,59.4,3.5,38,26.9,17.3,9.2,5.1,26398578,42562773,2030597,24555586,19654392,12933957,6757040,3029779,6,1704,828,876,203,278,291,235,294,403,"CS100009","커피음료",6,8,112,48,64,0,8,14,36,27,27,68072,34519,33554,8714,15247,12612,10885,11066,9548
1028,201803,"양재대로85길","CS100009","커피음료",337,100,0,0,0,0,125391416,44.5,55.5,6.9,34.7,23.6,19.7,11.6,3.5,51017084,64910384,7669104,38529292,25650420,24683016,14937521,4458118,13,4255,2160,2095,699,574,706,718,724,834,"CS100009","커피음료",14,15,1052,665,387,1,156,314,269,219,93,98450,52565,45885,12075,19810,17634,17358,17049,14525
1029,201803,"양재천로19길","CS100009","커피음료",143,66.67,66.67,66.67,33.33,33.33,41325272,44,56,2.1,33.2,38.7,16.6,6.1,3.2,13336023,16797237,494861,9087917,12054071,5020560,1927296,1548559,6,215,108,107,15,37,61,23,36,43,"CS100009","커피음료",8,10,1508,1100,408,4,268,424,407,266,139,20214,12003,8211,732,4707,5636,4556,3030,1553
1030,201803,"양천로14길","CS100009","커피음료",139,0,0,0,0,0,12617912,34.6,65.4,0.8,13,48.9,23.7,7.5,6.1,5091973,6732085,63331,1349613,4743960,3355088,1251095,1060972,3,3681,1803,1878,631,518,538,605,623,766,"CS100009","커피음료",3,3,154,83,71,0,9,28,58,40,19,36541,19134,17407,3692,7505,7654,5795,6768,5128
1033,201803,"양천로49길","CS100009","커피음료",121,0,0,0,0,0,76649923,47.6,52.4,13.3,31.4,23.2,13.5,13.2,5.4,14009835,14681627,3422212,7756477,6474264,4084412,5032194,1921904,3,1121,584,537,154,218,231,144,164,210,"CS100009","커피음료",3,4,618,401,217,2,64,125,170,161,96,74044,39864,34179,7859,16241,14686,13242,13028,8987
1034,201803,"양천로57길","CS100009","커피음료",302,100,100,100,100,100,51905983,50.4,49.6,3.6,37.3,28.5,16.7,9.6,4.4,24168358,22772302,1005055,14809730,14163486,8531489,5909436,2521464,5,1305,571,734,54,313,381,149,177,231,"CS100009","커피음료",1,2,929,526,403,7,141,185,193,127,276,28970,13798,15172,2595,7239,5676,3607,4819,5036
1035,201803,"양천로69길","CS100009","커피음료",52,0,0,0,0,0,19924276,48.7,51.3,2.5,6.5,22.7,49.4,15.9,3,9391658,10532618,217365,694317,4759270,10400011,3095967,757346,2,2001,978,1023,502,236,301,410,281,271,"CS100009","커피음료",1,1,49,16,33,1,11,7,10,14,6,20204,9474,10731,3014,2755,4974,5385,2464,1613
1036,201803,"양평로17길","CS100009","커피음료",237,33.33,16.67,0,0,0,157111222,49.7,50.3,2.1,33.8,33.9,18.7,8.4,3.1,63820406,59578355,1894472,38826502,41830581,24945797,10762624,5138792,13,2116,1048,1068,338,333,424,347,298,376,"CS100009","커피음료",8,17,1727,945,782,5,473,533,384,234,98,49031,27811,21220,2915,12461,12078,9767,7791,4019
1037,201803,"양평로18길","CS100009","커피음료",68,0,0,0,0,0,7787887,53.5,46.5,1.1,27.4,35.8,16.1,15.3,4.3,2825190,2392330,73879,1270090,1775218,798116,1009515,290704,3,2751,1401,1350,249,635,680,343,376,468,"CS100009","커피음료",6,7,672,374,298,2,88,140,206,160,76,61360,32434,28926,7607,17516,14890,9201,8043,4103
1038,201803,"양평로19길","CS100009","커피음료",138,50,50,0,0,0,116301531,48.4,51.6,2.4,35.2,34.8,18.5,7.1,2,48108361,47144494,1740822,31935836,33594951,18891242,6679626,2410381,9,630,318,312,98,116,170,101,61,84,"CS100009","커피음료",6,13,656,333,323,7,103,140,165,168,73,19058,10975,8083,874,4581,5221,4092,2976,1314
1039,201803,"양평로20길","CS100009","커피음료",49,0,0,0,0,0,18918343,41.2,58.8,1.1,35.5,38.8,16.1,6.1,2.5,7162535,8365380,113539,4507360,5971005,3018360,1344142,573509,3,1761,927,834,168,345,404,223,256,365,"CS100009","커피음료",7,8,607,335,272,2,77,123,170,152,83,61841,33858,27983,5537,17091,15230,10499,8788,4697
1040,201803,"양평로22길","CS100009","커피음료",164,50,50,50,50,50,39351213,39.4,60.6,0.9,38.5,37.5,14.9,6,2.2,14257265,19783926,212309,11987045,12690724,6057049,2255404,838664,9,958,470,488,85,233,255,118,112,155,"CS100009","커피음료",8,9,677,368,309,0,123,138,190,150,76,39042,22671,16372,1804,10298,11243,7458,5391,2847
1041,201803,"양평로24길","CS100009","커피음료",143,100,100,100,100,100,106887076,41,59,0.6,35.2,34.9,17.4,8.3,3.7,37090751,50155388,361208,25513860,28075121,17900431,9147261,6248264,9,1056,527,529,137,219,281,144,128,147,"CS100009","커피음료",7,10,1934,1181,753,2,395,613,476,274,174,25839,15245,10594,991,6840,7716,4973,3455,1865
1042,201803,"양화로19길","CS100009","커피음료",80,0,0,0,0,0,60180863,34.9,65.1,1.1,55.1,27.9,8.7,5.2,2,21153850,39027013,621507,32088725,17775735,5572774,3210711,911411,6,252,116,136,26,50,42,37,39,58,"CS100009","커피음료",11,12,56,31,25,1,9,18,16,9,3,21698,9398,12300,1140,10089,5020,2702,1663,1083
1043,201803,"양화로23길","CS100009","커피음료",83,0,0,0,0,0,60788053,40.8,59.2,2.2,55.7,27.8,8.2,5.1,1,19694209,30907980,929891,26893063,14590196,4469212,3158690,561139,6,356,165,191,35,60,91,49,38,83,"CS100009","커피음료",12,13,46,21,25,1,6,8,13,7,11,24398,10264,14134,1217,11835,5649,2905,1712,1080
1044,201803,"양화로7길","CS100009","커피음료",318,100,100,50,50,50,241865826,37.7,62.3,1.3,46.8,32.5,11.1,6.7,1.7,78868985,128663034,1559689,96017281,70107333,22500089,13797582,3550050,12,1198,527,671,125,206,270,202,152,243,"CS100009","커피음료",17,19,1111,573,538,3,198,364,316,150,80,140330,66040,74290,4597,50024,39447,23562,13846,8853
1045,201803,"어울마당로1길","CS100009","커피음료",16,0,0,0,0,0,70121712,27.8,72.2,3,60.2,28.4,4.3,3.1,1,16478118,43521215,1318015,35900843,17790455,2769295,1558432,662295,2,378,168,210,36,81,102,52,52,55,"CS100009","커피음료",2,2,83,55,28,2,20,28,14,15,4,22714,11721,10992,1075,10508,5872,2441,1900,918
1046,201803,"언남11길","CS100009","커피음료",18,0,0,0,0,0,13383928,50.4,49.6,0.3,28.6,39.5,17.1,6.9,7.5,5168808,4703943,20642,2512243,3853527,1633307,1271672,581360,3,599,304,295,85,91,113,109,106,95,"CS100009","커피음료",5,5,658,459,199,4,101,157,207,120,69,2033,1350,684,52,337,711,425,330,178
1047,201803,"언주로108길","CS100009","커피음료",66,0,0,0,0,0,13894974,51.6,48.4,0,12.9,51.2,31.1,3.6,1.2,4228586,4017173,0,991623,3980754,2812649,290052,170681,2,377,154,223,30,72,137,65,24,49,"CS100009","커피음료",3,3,684,423,261,7,165,241,165,71,35,46866,25504,21362,570,14061,15466,8342,4752,3676
1048,201803,"언주로125길","CS100009","커피음료",184,0,0,0,0,0,56013268,46.8,53.2,0.2,32.1,40.8,19.3,5.7,1.9,18912013,18138182,78385,10478465,16330336,7416341,2118977,627694,7,558,250,308,57,106,144,91,57,103,"CS100009","커피음료",4,7,620,361,259,1,125,169,152,80,93,47079,27589,19490,433,12211,13780,10001,6042,4612
1049,201803,"언주로30길","CS100009","커피음료",238,100,100,100,100,100,162870641,47.3,52.7,1.2,21.3,32.2,24.9,12.3,8.1,59037257,63984054,1176811,23443974,37518106,31601877,17514214,11766331,6,4798,2173,2625,906,702,618,777,884,911,"CS100009","커피음료",2,5,3846,2384,1462,23,629,1363,1118,463,250,87756,41464,46292,5354,13972,18897,19505,16168,13861
1051,201803,"여의대방로13길","CS100009","커피음료",153,100,100,100,100,100,49035258,42.7,57.3,3.8,25.1,26.6,27.4,12.6,4.4,17876366,22465224,1175016,8493357,10256656,11916310,6187908,2312345,3,433,207,226,34,107,108,61,64,59,"CS100009","커피음료",2,3,52,28,24,0,9,15,9,12,7,27996,13547,14449,3299,5685,6159,5472,4322,3059
1053,201803,"여의대방로24가길","CS100009","커피음료",8,0,0,0,0,0,37403809,51.3,48.7,1.6,36.9,26.7,14.8,13.3,6.7,15323702,15439881,395466,9103645,7558966,6088485,5165923,2451101,2,929,436,493,121,201,244,136,108,119,"CS100009","커피음료",3,4,595,370,225,5,94,156,125,99,116,55762,31474,24289,10190,12586,9666,9703,7928,5690
1054,201803,"여의대방로36길","CS100009","커피음료",109,100,100,100,0,0,40314183,42.2,57.8,7.3,32.7,22.7,24.8,10.2,2.3,15350521,21605857,2078639,10047006,8558851,10680362,4549175,1042346,4,2944,1443,1501,481,528,410,566,427,532,"CS100009","커피음료",2,4,628,330,298,0,73,144,180,161,70,61120,30050,31070,11324,12479,9365,10797,9757,7398
1056,201803,"여의대방로43가길","CS100009","커피음료",58,0,0,0,0,0,1651095,66.8,33.2,0,15.5,33.2,22.3,26.8,2.1,970073,567153,0,124818,477372,461314,425547,48175,1,493,242,251,58,85,92,89,74,95,"CS100009","커피음료",1,1,28,13,15,0,2,6,6,11,3,13759,6772,6987,2421,3227,2144,2413,2160,1394
1057,201803,"여의대방로55길","CS100009","커피음료",117,0,0,0,0,0,71622508,46.6,53.4,1.8,52.4,22.3,13.9,8.6,1,28569319,37824888,1440313,30723132,16305461,10830007,6443450,651844,5,671,349,322,133,159,159,122,51,47,"CS100009","커피음료",4,6,148,74,74,0,18,51,30,30,19,60630,31237,29394,3478,19085,11007,10472,9734,6854
1060,201803,"역말로9길","CS100009","커피음료",2,0,0,0,0,0,6074638,47.1,52.9,3.6,24.7,25.8,27.1,9.4,9.4,2152899,3349275,192029,1352174,978986,1333333,467391,1178261,1,4859,2319,2540,688,645,746,821,798,1161,"CS100009","커피음료",3,3,297,105,192,2,23,67,84,84,37,37110,15721,21389,4458,7624,7111,6446,6098,5373
1061,201803,"역삼로78길","CS100009","커피음료",95,50,25,25,0,0,58856782,50,50,6.2,24,19.8,28.1,17.3,4.5,30564113,20231774,1948216,8813528,8159344,11772455,6212908,13889434,9,1866,896,970,333,312,306,394,276,245,"CS100009","커피음료",9,10,576,320,256,0,109,136,151,119,61,66944,33614,33330,12780,12005,11648,15005,9483,6023
1062,201803,"연남로5길","CS100009","커피음료",749.5,80,40,20,20,20,248894000,55.2,44.8,1,29.1,43,20,5.7,1.2,94895833,111264177,2304184,56636772,80605101,39913791,22047462,4652703,26,3805,1744,2061,412,823,907,567,420,676,"CS100009","커피음료",31,32,1147,669,478,7,217,342,303,180,98,128688,61342,67347,8012,48842,33219,19087,11132,8396
1063,201803,"연대동문길","CS100009","커피음료",329,100,50,0,0,0,498320556,32.4,67.6,0.6,37.5,28,16.5,11.1,6.2,126501035,252796242,2144907,120875418,113099189,70085481,45992898,27099387,12,989,444,545,102,336,184,110,87,170,"CS100009","커피음료",15,22,19502,7235,12267,61,4740,5970,4805,2993,933,89881,27555,62326,9917,50785,11095,7364,6780,3941
1064,201803,"연무장3길","CS100009","커피음료",14,0,0,0,0,0,169873056,41,59,2.2,51.9,27.5,13,4.4,1.1,59437778,87696944,3061806,69673819,45009028,18274375,7715694,3400000,3,593,325,268,90,78,101,89,112,123,"CS100009","커피음료",2,2,6507,3297,3210,24,1604,2332,1505,944,98,16808,9327,7480,534,4539,4792,3292,2550,1099
1065,201803,"연무장5가길","CS100009","커피음료",39,100,100,100,100,100,22579349,63.2,36.8,0,31.2,36.5,17.2,10.7,4.4,10376651,6075628,0,4797302,5361767,2791070,2389023,1113116,1,403,239,164,28,67,59,73,92,84,"CS100009","커피음료",1,2,422,274,148,0,73,115,100,85,49,54125,30995,23130,839,15372,13944,9297,9520,5153
1066,201803,"연무장길","CS100009","커피음료",143,50,50,25,25,25,248116102,41.4,58.6,1.2,42.5,32.7,15.6,6.1,1.9,82211876,128936914,2688911,90890980,65236873,33016705,14210946,5104377,10,3085,1609,1476,404,485,445,459,596,696,"CS100009","커피음료",17,19,5524,3721,1803,41,920,1431,1467,1148,517,118545,67539,51006,2700,35768,28233,21051,19996,10797
1067,201803,"연서로13길","CS100009","커피음료",77,0,0,0,0,0,7378431,30.2,69.8,1.8,25.4,25.6,26.9,19.7,0.6,2726314,4652117,96598,1641626,2245854,1648098,1722938,23317,2,3284,1570,1714,524,491,504,568,543,654,"CS100009","커피음료",5,5,165,54,111,0,21,25,42,60,17,46890,17478,29412,16152,5833,5984,7508,6617,4797
1068,201803,"연서로16길","CS100009","커피음료",92,0,0,0,0,0,34279722,40.4,59.6,6.3,30.6,25.2,21.3,11.5,5.1,12155852,17562787,775546,5626942,6039396,4713870,11340739,1222145,6,3289,1551,1738,523,384,483,564,555,780,"CS100009","커피음료",4,5,188,81,107,3,41,42,53,28,21,97693,41888,55805,7714,17818,20973,20651,17308,13230
1069,201803,"연서로17길","CS100009","커피음료",138,0,0,0,0,0,13046103,56.4,43.6,4.5,21.1,16.5,32.8,19.2,5.9,6300603,4932771,397130,2193582,2018206,3691812,2260599,672045,3,2215,1069,1146,323,318,333,380,385,476,"CS100009","커피음료",1,2,547,215,332,0,48,101,174,156,68,56896,27201,29695,5083,11640,10581,10074,9739,9780
1070,201803,"연서로19길","CS100009","커피음료",188,66.67,66.67,33.33,33.33,33.33,39039355,31.2,68.8,7.8,35.3,18.5,22.5,12,3.9,9933408,26540962,2844523,14280896,6198825,7161007,4593958,1395161,5,3612,1728,1884,579,524,571,629,583,726,"CS100009","커피음료",5,6,451,220,231,0,42,107,146,102,54,62060,28521,33539,6460,13033,10877,10687,10578,10425
1071,201803,"연서로20길","CS100009","커피음료",147,0,0,0,0,0,36210186,36.3,63.7,4.3,31.2,28.7,23.5,9.1,3.2,13466233,20812224,1310013,11171217,8129519,7378934,3599896,2688879,7,7196,3388,3808,1125,1003,1146,1293,1102,1527,"CS100009","커피음료",6,7,504,168,336,0,60,111,159,102,72,194163,83023,111140,29040,35786,34696,35409,31013,28220
1072,201803,"연서로21길","CS100009","커피음료",182,75,75,50,50,25,47484899,32.3,67.7,6.5,32.1,19.8,24.2,13.1,4.3,12659307,31348013,2977527,15950886,8159824,9500509,5626360,1792217,6,4323,2051,2272,747,578,698,799,634,867,"CS100009","커피음료",6,8,410,154,256,2,76,99,106,89,38,75036,33781,41255,8279,16164,12636,12798,12688,12470
1073,201803,"연서로27길","CS100009","커피음료",59,75,75,75,75,50,23306948,33,67,7.1,39.5,21.1,21.4,7.1,3.8,7181233,16125715,2095105,10215611,4303503,3837965,2049843,804921,6,4390,2072,2318,633,611,688,784,701,973,"CS100009","커피음료",9,9,533,275,258,1,54,71,108,135,164,25443,10848,14595,2451,6221,5328,4432,3563,3447
1074,201803,"연서로28길","CS100009","커피음료",139,0,0,0,0,0,184911593,45.9,54.1,4.5,46.7,23,15,8.2,2.6,88216897,96694696,7623585,80729661,42176032,26637146,22022886,5722283,6,3774,1772,2002,430,734,701,564,550,795,"CS100009","커피음료",6,7,320,165,155,0,41,87,82,58,52,224732,110242,114490,22560,73707,40468,35126,29035,23836
1075,201803,"연서로34길","CS100009","커피음료",22.5,100,100,0,0,0,10071429,45.5,54.5,5,19.8,26.7,28.7,4,15.8,4512987,4915584,253247,2350649,2577922,1792208,701299,1753247,2,2513,1192,1321,346,349,369,385,430,634,"CS100009","커피음료",3,3,101,23,78,1,15,28,24,26,7,56370,28036,28334,9703,8982,7761,10597,9871,9456
1076,201803,"연서로3길","CS100009","커피음료",59,0,0,0,0,0,40132731,38.6,61.4,1,22,26.9,34.2,12.3,3.6,8114690,29724990,163556,4439063,7828232,8798472,15588612,1021746,6,4186,1973,2213,732,590,743,706,614,801,"CS100009","커피음료",6,6,482,148,334,0,26,69,104,207,76,87657,40223,47434,11371,17609,17415,15935,14836,10491
1077,201803,"연서로5길","CS100009","커피음료",42.5,0,0,0,0,0,27113662,37.1,62.9,1,19.3,31.5,33.9,12.2,2.1,8219747,16418612,277431,3991853,8570336,8227506,2881953,689282,5,4570,2174,2396,801,630,764,808,693,874,"CS100009","커피음료",5,5,446,130,316,1,22,66,89,196,72,15953,7483,8469,1520,3068,3037,2847,2908,2573
1078,201803,"연서로6길","CS100009","커피음료",87,0,0,0,0,0,7487229,40.8,59.2,0.7,29.9,24.8,22.7,14.6,7.3,2965819,4084517,28179,1640711,1580831,1718907,1209575,872133,2,5818,2790,3028,936,799,1010,1016,851,1206,"CS100009","커피음료",2,3,424,246,178,0,54,118,112,88,52,132877,61333,71544,10056,28915,28757,25048,23085,17016
1079,201803,"연서로9길","CS100009","커피음료",91,0,0,0,0,0,17849532,37.6,62.4,0,17.5,31.4,32.3,14.9,3.8,6814390,9628155,0,2321363,4608525,6049002,2856859,606796,4,6143,2929,3214,1107,832,995,1088,933,1188,"CS100009","커피음료",4,4,218,80,138,0,20,36,63,78,21,128328,53446,74882,30367,19259,20159,22358,19300,16884
1080,201803,"연세로2길","CS100009","커피음료",60,0,0,0,0,0,51620965,29.7,70.3,4.1,64,14.1,9,7.2,1.6,16914191,34706774,2150137,31992241,8438928,4714298,3371693,953668,6,348,129,219,24,108,78,47,34,57,"CS100009","커피음료",5,6,2,1,1,0,0,0,1,0,1,132722,50094,82629,11813,74813,17387,13318,9688,5704
1082,201803,"연세로4길","CS100009","커피음료",136,100,100,100,0,0,40108223,31.5,68.5,4.6,71.2,12.8,4.6,5.9,0.9,13447909,26660314,1709784,28164658,5209961,2083656,2564414,375750,2,355,167,188,25,129,52,43,45,61,"CS100009","커피음료",2,4,6,1,5,0,0,1,3,0,2,82787,37501,45286,11004,50360,9758,5442,4361,1861
1083,201803,"연희로11가길","CS100009","커피음료",279,50,50,50,50,0,159034363,42.8,57.2,0.8,33.2,32.4,17.8,11.5,4.2,58053851,78920690,651311,37256833,42910246,27223246,20090935,8841974,10,484,215,269,55,69,91,55,83,131,"CS100009","커피음료",12,13,196,105,91,0,46,68,46,24,12,36058,16559,19499,1844,13915,7756,5322,3831,3390
1084,201803,"연희로15길","CS100009","커피음료",396.5,0,0,0,0,0,131968726,37.7,62.3,1.2,40.8,31.3,15.7,8,2.9,42559784,72432875,1015132,44878759,35490908,17498204,11734682,4374979,18,1850,858,992,256,299,282,287,270,456,"CS100009","커피음료",18,21,446,232,214,0,71,95,117,100,63,126744,59097,67648,7377,52265,26003,17959,13253,9887
1085,201803,"연희로25길","CS100009","커피음료",55,100,50,50,0,0,11163441,50,50,13,41.4,22.9,11.9,7.6,3.2,4467742,5529032,1327957,2953763,2532258,1870968,1048387,263441,1,987,452,535,171,166,179,161,134,176,"CS100009","커피음료",1,1,242,112,130,1,31,51,53,56,50,46373,22705,23668,2813,14282,9701,8135,6588,4854
1089,201803,"연희로41가길","CS100009","커피음료",4,0,0,0,0,0,1477143,43.5,56.5,3.3,26.5,13.5,36.7,20,0,529286,870714,54286,410714,87857,652143,195000,0,1,1679,813,866,234,231,196,276,281,461,"CS100009","커피음료",1,1,81,68,13,0,8,36,29,8,0,6324,3888,2435,597,864,661,1870,1405,927
1090,201803,"연희로41길","CS100009","커피음료",56,0,0,0,0,0,6597464,45.9,54.1,0.8,21.7,27.4,33.4,15,1.7,2652281,3263762,54286,1314457,1414060,2125405,871471,136364,2,2855,1382,1473,409,401,372,468,479,726,"CS100009","커피음료",1,1,163,111,52,0,10,46,56,26,25,8540,5106,3434,736,1178,1038,2156,1922,1509
1091,201803,"연희로8길","CS100009","커피음료",198,100,100,50,50,50,74783014,50.9,49.1,1.5,67.3,16.2,6.4,7.3,1.3,34313729,34430727,982875,44150763,12744270,4776272,5223019,867264,9,1946,1052,894,161,754,353,192,182,304,"CS100009","커피음료",10,11,103,42,61,0,23,30,20,24,6,61534,31850,29684,2548,39108,7635,4402,4624,3218
1092,201803,"영등포로13길","CS100009","커피음료",35,0,0,0,0,0,3164805,51.1,48.9,0,20.3,38.4,21.6,16.8,2.9,1090003,1217478,0,426259,908371,545744,340710,86397,1,855,444,411,57,96,106,120,180,296,"CS100009","커피음료",1,1,341,168,173,1,23,26,72,73,146,73857,41231,32627,1709,15647,18411,14931,13361,9797
1093,201803,"영등포로18길","CS100009","커피음료",33.5,100,100,100,100,0,32618630,40.6,59.4,1.4,20.3,45.7,23.3,7.1,2.2,8845167,11812500,384497,3616539,9314137,4708995,1911946,721554,3,197,99,98,14,22,43,23,38,57,"CS100009","커피음료",4,4,413,272,141,0,68,86,56,74,129,6573,4276,2298,4,1744,1941,1568,804,512
1094,201803,"영등포로25길","CS100009","커피음료",270,100,100,66.67,33.33,33.33,18230629,56,44,1.4,27.2,28.1,20.3,17.9,5.1,3751928,2537686,72464,1407337,1971623,1461918,775026,601247,5,2026,1044,982,197,342,406,267,329,485,"CS100009","커피음료",6,6,1379,733,646,6,114,298,347,318,296,47036,25872,21164,1028,10906,11723,7591,8858,6930
1095,201803,"영등포로27길","CS100009","커피음료",138,0,0,0,0,0,4586546,57.5,42.5,2.9,18.2,30.4,21.2,27.3,0,1723188,1050725,72464,376087,976812,821739,526812,0,2,1580,879,701,135,249,358,225,239,374,"CS100009","커피음료",3,3,602,346,256,0,71,151,182,115,83,22116,12276,9840,337,4761,5561,3378,4551,3528
